Geneid	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R2	20_R3	Entity	Symbol
gene-AUO97_RS11740	462	361	377	393	343	418	232	343	host	gene-AUO97_RS11740
gene-AUO97_RS06890	3490	3338	4124	5041	5167	5260	3971	4606	host	galU
gene-AUO97_RS18625	348	279	276	441	435	392	354	444	host	gene-AUO97_RS18625
gene-AUO97_RS17915	33	26	41	32	39	47	33	44	host	nirD
gene-AUO97_RS03935	524	472	524	646	636	632	493	599	host	gene-AUO97_RS03935
gene-AUO97_RS12495	425	355	375	427	484	425	350	447	host	dnaQ
gene-AUO97_RS10020	294	302	341	398	414	428	249	283	host	gene-AUO97_RS10020
gene-AUO97_RS19780	1540	1281	1054	2168	2226	1851	2185	2392	host	gene-AUO97_RS19780
gene-AUO97_RS16495	6	9	13	16	8	6	8	14	host	gene-AUO97_RS16495
gene-AUO97_RS00180	605	499	576	694	782	679	552	571	host	gene-AUO97_RS00180
gene-AUO97_RS11520	5325	3260	2799	6541	5767	4259	5356	5212	host	gene-AUO97_RS11520
gene-AUO97_RS12950	128	84	65	128	118	98	96	114	host	gene-AUO97_RS12950
gene-AUO97_RS13090	0	0	0	0	1	0	0	0	host	gene-AUO97_RS13090
gene-AUO97_RS03855	514	414	559	600	626	617	461	528	host	gene-AUO97_RS03855
gene-AUO97_RS15010	218	212	232	293	252	279	199	175	host	gene-AUO97_RS15010
gene-AUO97_RS04195	2154	2216	2451	2219	2419	3007	3219	5027	host	gene-AUO97_RS04195
gene-AUO97_RS14690	2403	1400	1148	2584	2183	1527	2410	2282	host	gene-AUO97_RS14690
gene-AUO97_RS04655	1304	1353	1554	2077	2191	2125	2796	3481	host	astE
gene-AUO97_RS03385	6688	5322	5719	7368	7480	7306	4390	4851	host	gene-AUO97_RS03385
gene-AUO97_RS17595	1313	971	1192	1551	1613	1653	957	1422	host	gene-AUO97_RS17595
gene-AUO97_RS11855	670	593	395	530	533	382	257	230	host	betI
gene-AUO97_RS18170	0	0	0	0	0	0	0	0	host	gene-AUO97_RS18170
gene-AUO97_RS00295	1397	1151	1181	1523	1570	1514	1124	1358	host	pheA
gene-AUO97_RS02575	1578	1213	1264	1306	1322	1249	929	1228	host	gene-AUO97_RS02575
gene-AUO97_RS15325	394	386	422	444	453	468	307	283	host	gene-AUO97_RS15325
gene-AUO97_RS15550	0	0	0	0	0	0	0	1	host	gene-AUO97_RS15550
gene-AUO97_RS11695	447	468	486	520	548	548	378	537	host	gene-AUO97_RS11695
gene-AUO97_RS15570	19	8	7	21	10	14	19	13	host	gene-AUO97_RS15570
gene-AUO97_RS05075	533	528	476	699	715	625	587	762	host	gene-AUO97_RS05075
gene-AUO97_RS07895	385	325	323	476	509	459	418	460	host	gene-AUO97_RS07895
gene-AUO97_RS05235	334	307	295	403	357	386	274	334	host	gene-AUO97_RS05235
gene-AUO97_RS09860	3521	3029	3479	4544	4516	4937	3529	4411	host	eda
gene-AUO97_RS17225	51	47	61	47	59	61	61	34	host	gene-AUO97_RS17225
gene-AUO97_RS06325	106	119	174	86	97	104	53	75	host	gene-AUO97_RS06325
gene-AUO97_RS16380	151	160	141	270	253	303	261	311	host	gene-AUO97_RS16380
gene-AUO97_RS17105	35	28	37	31	53	23	27	22	host	gene-AUO97_RS17105
gene-AUO97_RS00850	42	31	37	37	48	54	42	79	host	basB
gene-AUO97_RS16170	220	171	192	258	246	229	239	299	host	gene-AUO97_RS16170
gene-AUO97_RS17005	0	0	0	0	0	0	1	0	host	gene-AUO97_RS17005
gene-AUO97_RS17395	1108	885	905	1257	1229	1134	939	978	host	argC
gene-AUO97_RS01590	3413	3279	3462	4442	4865	4760	3291	3651	host	dapD
gene-AUO97_RS05675	272	292	272	244	270	266	196	256	host	gene-AUO97_RS05675
gene-AUO97_RS07195	25	17	26	31	31	24	18	28	host	gene-AUO97_RS07195
gene-AUO97_RS03395	857	738	690	941	942	839	770	918	host	gene-AUO97_RS03395
gene-AUO97_RS18910	257	293	185	294	259	204	282	304	host	gene-AUO97_RS18910
gene-AUO97_RS11920	142	112	103	175	185	175	180	244	host	gene-AUO97_RS11920
gene-AUO97_RS06100	854	913	1037	1015	997	1045	641	770	host	gene-AUO97_RS06100
gene-AUO97_RS19015	863	516	410	835	711	449	717	699	host	gene-AUO97_RS19015
gene-AUO97_RS05830	391	426	604	440	605	702	350	457	host	gene-AUO97_RS05830
gene-AUO97_RS18820	1	2	2	7	3	1	4	10	host	kdpC
gene-AUO97_RS06900	612	539	639	809	818	861	650	713	host	gene-AUO97_RS06900
gene-AUO97_RS03725	0	0	0	0	0	0	0	0	host	gene-AUO97_RS03725
gene-AUO97_RS10285	768	586	464	1025	896	768	1035	1171	host	gene-AUO97_RS10285
gene-AUO97_RS09735	179	144	130	162	178	197	123	162	host	gene-AUO97_RS09735
gene-AUO97_RS09025	168	141	112	141	136	128	93	94	host	gene-AUO97_RS09025
gene-AUO97_RS09575	330	322	251	396	424	347	394	439	host	gene-AUO97_RS09575
gene-AUO97_RS09760	24	27	18	24	23	19	29	16	host	tatC
gene-AUO97_RS16800	106	75	93	119	133	130	148	146	host	gene-AUO97_RS16800
gene-AUO97_RS16855	28	33	27	32	29	43	21	45	host	gene-AUO97_RS16855
gene-AUO97_RS17905	47	51	45	74	43	39	67	69	host	gene-AUO97_RS17905
gene-AUO97_RS00435	148	142	131	183	180	173	153	208	host	adeL
gene-AUO97_RS01990	1360	1208	1138	1328	1339	1162	1590	2001	host	gene-AUO97_RS01990
gene-AUO97_RS16985	185	116	127	175	148	138	112	97	host	gene-AUO97_RS16985
gene-AUO97_RS07875	647	479	349	614	576	427	581	529	host	gene-AUO97_RS07875
gene-AUO97_RS01010	891	657	734	819	744	878	485	693	host	gene-AUO97_RS01010
gene-AUO97_RS11535	76587	70552	81173	105152	113196	113535	69017	89588	host	fusA
gene-AUO97_RS01730	0	0	0	0	0	0	0	0	host	gene-AUO97_RS01730
gene-AUO97_RS12190	595	554	581	734	793	719	740	940	host	rubA
gene-AUO97_RS05880	0	0	0	0	0	1	0	0	host	gene-AUO97_RS05880
gene-AUO97_RS00545	24814	21659	27375	30669	34235	34985	21382	27806	host	rpsB
gene-AUO97_RS15670	0	0	0	1	1	0	0	0	host	gene-AUO97_RS15670
gene-AUO97_RS17780	1109	897	1180	1250	1208	1279	601	643	host	adeN
gene-AUO97_RS10395	810	646	622	1053	1117	955	814	927	host	gene-AUO97_RS10395
gene-AUO97_RS00510	2935	2807	3014	3754	4092	3814	2123	2177	host	gene-AUO97_RS00510
gene-AUO97_RS12615	0	0	0	0	0	0	0	0	host	gene-AUO97_RS12615
gene-AUO97_RS04400	35948	32098	38781	53990	55143	57154	24515	28919	host	rplD
gene-AUO97_RS10980	12633	11684	12841	18876	18856	18611	17659	20837	host	nuoG
gene-AUO97_RS17710	4564	3813	4604	4653	5027	5555	3926	4175	host	lpxA
gene-AUO97_RS18265	0	0	0	0	0	0	0	0	host	gene-AUO97_RS18265
gene-AUO97_RS11355	1185	1143	1385	1510	1638	1745	664	637	host	gene-AUO97_RS11355
gene-AUO97_RS17280	143	137	92	176	135	106	96	143	host	gene-AUO97_RS17280
gene-AUO97_RS03270	62	73	55	88	86	81	50	77	host	gene-AUO97_RS03270
gene-AUO97_RS08215	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08215
gene-AUO97_RS14635	10	10	8	8	8	14	3	8	host	gene-AUO97_RS14635
gene-AUO97_RS12490	383	263	263	336	323	355	234	308	host	gene-AUO97_RS12490
gene-AUO97_RS02350	7	5	20	22	25	18	14	16	host	gene-AUO97_RS02350
gene-AUO97_RS06715	19	16	30	22	25	24	38	47	host	gene-AUO97_RS06715
gene-AUO97_RS12175	2084	1583	1716	2164	2140	1930	1397	1824	host	oxyR
gene-AUO97_RS05330	103	124	107	133	116	123	79	96	host	gene-AUO97_RS05330
gene-AUO97_RS00395	135	115	106	133	145	159	105	129	host	gene-AUO97_RS00395
gene-AUO97_RS00400	755	426	390	851	708	611	541	512	host	yegQ
gene-AUO97_RS02450	355	304	227	363	366	349	306	283	host	gene-AUO97_RS02450
gene-AUO97_RS01235	200	188	193	202	285	209	135	156	host	gene-AUO97_RS01235
gene-AUO97_RS07215	1199	995	1071	1035	1273	1302	781	1033	host	gene-AUO97_RS07215
gene-AUO97_RS04610	1	0	0	0	0	0	0	0	host	gene-AUO97_RS04610
gene-AUO97_RS05795	2698	2219	2328	3229	3171	3056	2903	3196	host	gene-AUO97_RS05795
gene-AUO97_RS00130	8953	9261	9844	12635	13759	13104	8408	9498	host	gene-AUO97_RS00130
gene-AUO97_RS15930	1253	951	862	1362	1326	999	1094	1069	host	gene-AUO97_RS15930
gene-AUO97_RS15100	2088	2082	2389	2475	2784	2920	2544	3147	host	bioB
gene-AUO97_RS11075	539	352	294	640	544	459	633	561	host	gene-AUO97_RS11075
gene-AUO97_RS13250	30	23	14	23	12	25	19	22	host	gene-AUO97_RS13250
gene-AUO97_RS02360	52	48	64	56	67	82	33	47	host	gene-AUO97_RS02360
gene-AUO97_RS02785	444	406	424	478	466	517	394	417	host	gene-AUO97_RS02785
gene-M172_gp21	1	0	1	1	2	0	1	0	phage	gene-M172_gp21
gene-AUO97_RS12160	285	208	167	253	271	218	217	230	host	mtgA
gene-AUO97_RS16675	51	42	31	61	33	37	31	37	host	gene-AUO97_RS16675
gene-AUO97_RS03760	0	0	0	0	0	0	0	0	host	gene-AUO97_RS03760
gene-AUO97_RS02710	20	26	18	18	34	21	25	17	host	gene-AUO97_RS02710
gene-AUO97_RS12000	48	47	34	46	27	43	41	67	host	gene-AUO97_RS12000
gene-AUO97_RS00155	3593	2930	2823	3470	3562	2963	2521	3184	host	purF
gene-AUO97_RS04000	206	201	194	256	248	254	255	274	host	gene-AUO97_RS04000
gene-M172_gp01	0	0	0	0	0	0	0	0	phage	gene-M172_gp01
gene-AUO97_RS04265	114	83	71	128	104	108	136	159	host	gene-AUO97_RS04265
gene-AUO97_RS14365	2782	1985	1115	3768	3275	1913	5225	5115	host	gene-AUO97_RS14365
gene-AUO97_RS16390	2707	2596	2026	3137	3576	3342	4456	4758	host	gene-AUO97_RS16390
gene-AUO97_RS07640	29	35	29	31	35	19	39	45	host	gene-AUO97_RS07640
gene-AUO97_RS14155	53	42	26	65	48	44	33	66	host	gene-AUO97_RS14155
gene-AUO97_RS13940	199	156	158	223	251	219	135	119	host	gene-AUO97_RS13940
gene-AUO97_RS07780	2282	1982	2197	2544	2713	2644	1862	2290	host	nusB
gene-AUO97_RS08030	0	0	0	1	0	0	0	0	host	gene-AUO97_RS08030
gene-AUO97_RS07930	1	0	0	0	1	2	0	0	host	gene-AUO97_RS07930
gene-AUO97_RS16605	0	0	0	0	0	0	0	0	host	gene-AUO97_RS16605
gene-AUO97_RS19160	10	9	4	2	8	8	3	5	host	gene-AUO97_RS19160
gene-AUO97_RS02655	13201	11517	12453	15268	16448	15848	12514	14753	host	adeI
gene-AUO97_RS15450	271	203	267	298	341	341	329	379	host	gene-AUO97_RS15450
gene-AUO97_RS06375	93	87	99	93	105	139	69	93	host	dprA
gene-AUO97_RS12415	92	83	91	116	120	86	53	51	host	gene-AUO97_RS12415
gene-AUO97_RS09350	138	166	195	144	186	193	93	137	host	gene-AUO97_RS09350
gene-AUO97_RS09885	350	313	418	492	425	668	232	278	host	gene-AUO97_RS09885
gene-AUO97_RS15135	893	714	745	638	625	625	795	1098	host	gene-AUO97_RS15135
gene-AUO97_RS02185	0	0	0	0	0	0	0	0	host	gene-AUO97_RS02185
gene-AUO97_RS09275	843	748	794	965	938	990	890	1003	host	gspG
gene-AUO97_RS06560	634	581	576	664	655	683	341	272	host	gene-AUO97_RS06560
gene-AUO97_RS04150	823	837	684	937	1019	970	634	730	host	gene-AUO97_RS04150
gene-AUO97_RS11340	2074	1940	2163	2197	2403	2542	1048	1242	host	pth
gene-AUO97_RS04105	9543	9518	10945	13898	16180	15277	15014	20336	host	gene-AUO97_RS04105
gene-AUO97_RS16465	399	378	164	667	587	340	1212	833	host	gene-AUO97_RS16465
gene-AUO97_RS17550	477	394	387	559	553	570	375	415	host	gene-AUO97_RS17550
gene-AUO97_RS18100	16	10	23	19	24	22	15	25	host	gene-AUO97_RS18100
gene-M172_gp24	0	0	0	1	0	1	1	0	phage	gene-M172_gp24
gene-AUO97_RS14095	2684	1937	1482	3165	2978	1791	3591	3288	host	gene-AUO97_RS14095
gene-AUO97_RS10570	37	63	68	20	41	35	12	24	host	gene-AUO97_RS10570
gene-AUO97_RS17755	3038	2493	3010	4012	4256	4185	2801	3678	host	frr
gene-AUO97_RS11670	1370	1254	1162	1499	1593	1501	1201	1439	host	bamE
gene-AUO97_RS01210	1772	1450	1479	2097	2070	1986	1505	1907	host	hemL
gene-AUO97_RS10270	554	636	349	902	1325	459	572	746	host	gene-AUO97_RS10270
gene-AUO97_RS13300	2135	1590	1595	2852	2768	2170	2602	3007	host	gene-AUO97_RS13300
gene-AUO97_RS11420	687	623	590	725	767	715	609	556	host	smpB
gene-AUO97_RS03755	0	0	0	0	0	0	0	1	host	gene-AUO97_RS03755
gene-AUO97_RS18605	216	181	190	262	246	258	174	193	host	gene-AUO97_RS18605
gene-AUO97_RS12555	3716	3602	4060	4382	5135	5092	3030	3403	host	argG
gene-AUO97_RS01675	0	0	0	1	0	0	0	0	host	gene-AUO97_RS01675
gene-AUO97_RS14590	15	20	7	11	15	8	7	7	host	gene-AUO97_RS14590
gene-AUO97_RS00090	636	768	1004	891	951	846	684	652	host	gene-AUO97_RS00090
gene-AUO97_RS09950	2492	2174	2332	2773	3095	2939	1760	2334	host	gene-AUO97_RS09950
gene-AUO97_RS14750	15	14	18	11	18	19	9	7	host	gene-AUO97_RS14750
gene-AUO97_RS08850	29251	26633	33523	36051	40045	40557	22310	29766	host	rplK
gene-AUO97_RS15635	8	11	5	8	6	4	5	6	host	gene-AUO97_RS15635
gene-AUO97_RS16680	37	29	22	29	28	35	21	13	host	gene-AUO97_RS16680
gene-AUO97_RS02865	1584	1322	1542	1849	1978	1973	1219	1553	host	rng
gene-AUO97_RS09085	1852	1901	2132	2064	2499	2432	1455	1351	host	tpiA
gene-AUO97_RS12975	0	0	0	0	0	0	0	0	host	gene-AUO97_RS12975
gene-AUO97_RS01955	1471	1284	1299	2021	2017	1716	1656	1829	host	sppA
gene-AUO97_RS13155	0	0	0	0	0	0	0	0	host	gene-AUO97_RS13155
gene-AUO97_RS11300	5459	5346	7377	7450	8417	8396	6795	8753	host	acpP
gene-AUO97_RS12250	1107	1116	1028	1112	1176	1024	952	1037	host	gene-AUO97_RS12250
gene-AUO97_RS17510	1333	874	630	1634	1411	739	1698	1427	host	gene-AUO97_RS17510
gene-AUO97_RS15785	565	482	436	839	744	637	431	502	host	gene-AUO97_RS15785
gene-AUO97_RS16525	0	0	0	0	0	0	0	0	host	gene-AUO97_RS16525
gene-AUO97_RS17505	475	302	246	518	465	319	383	304	host	gene-AUO97_RS17505
gene-AUO97_RS08750	645	582	667	798	764	923	556	859	host	hemC
gene-AUO97_RS19835	0	0	0	0	0	0	0	0	host	gene-AUO97_RS19835
gene-AUO97_RS00185	1210	1028	1122	1526	1441	1413	1271	1282	host	gene-AUO97_RS00185
gene-AUO97_RS12275	25	14	40	28	25	18	15	21	host	ureA
gene-AUO97_RS12320	863	619	728	756	917	870	554	573	host	mrdA
gene-AUO97_RS08200	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08200
gene-AUO97_RS11105	1835	1362	1067	1810	1682	1244	1400	1419	host	apbC
gene-AUO97_RS03370	168	181	187	198	217	251	149	198	host	gene-AUO97_RS03370
gene-AUO97_RS17075	142	110	94	148	140	131	147	148	host	catA
gene-AUO97_RS09715	2317	1937	2035	2206	2367	2178	1353	1509	host	gene-AUO97_RS09715
gene-AUO97_RS02690	154	159	143	200	214	232	163	219	host	gene-AUO97_RS02690
gene-AUO97_RS08480	0	0	0	0	1	0	0	0	host	gene-AUO97_RS08480
gene-AUO97_RS10850	5	3	5	8	6	9	2	6	host	gene-AUO97_RS10850
gene-AUO97_RS13225	0	0	0	0	0	1	0	0	host	gene-AUO97_RS13225
gene-AUO97_RS17830	2627	1878	1391	2597	2375	1530	2307	2520	host	fumC
gene-AUO97_RS04885	44	56	89	71	92	116	71	122	host	gene-AUO97_RS04885
gene-AUO97_RS05270	628	641	638	786	735	714	545	607	host	gene-AUO97_RS05270
gene-AUO97_RS00160	1017	830	839	817	869	778	614	627	host	gene-AUO97_RS00160
gene-AUO97_RS10225	268	271	237	312	262	274	201	265	host	gene-AUO97_RS10225
gene-AUO97_RS08500	149	127	153	179	182	170	152	134	host	gene-AUO97_RS08500
gene-AUO97_RS05455	2752	2082	1207	3928	3932	2060	6604	4440	host	gabT
gene-AUO97_RS09730	68	71	52	75	81	81	57	79	host	gene-AUO97_RS09730
gene-AUO97_RS09570	2443	2042	2105	2762	2930	3184	2127	3129	host	gene-AUO97_RS09570_gene_asd
gene-AUO97_RS03060	205	178	223	278	274	300	174	259	host	gene-AUO97_RS03060
gene-AUO97_RS00735	134	113	92	154	176	112	151	185	host	xdhA
gene-AUO97_RS04830	62	45	57	70	65	66	36	61	host	gene-AUO97_RS04830
gene-AUO97_RS16265	589	305	190	401	371	281	987	962	host	gene-AUO97_RS16265
gene-AUO97_RS13290	6230	5546	6127	7290	8109	7784	4450	6764	host	gene-AUO97_RS13290
gene-AUO97_RS07055	237	220	235	305	361	356	290	334	host	argA
gene-AUO97_RS12355	6473	5871	5453	9446	10133	8840	8119	8417	host	gene-AUO97_RS12355
gene-AUO97_RS04860	872	841	768	890	943	895	738	990	host	ispH
gene-AUO97_RS03035	936	924	858	964	1052	1026	567	645	host	dapE
gene-AUO97_RS04795	35	33	28	57	40	48	38	47	host	gene-AUO97_RS04795
gene-AUO97_RS04260	175	195	270	246	259	247	167	212	host	gene-AUO97_RS04260
gene-AUO97_RS04750	177	144	146	221	192	166	181	223	host	gene-AUO97_RS04750
gene-AUO97_RS03410	5439	4202	4002	5864	5714	5716	3989	5274	host	gene-AUO97_RS03410
gene-AUO97_RS05325	3	4	0	3	4	4	11	2	host	gene-AUO97_RS05325
gene-AUO97_RS10040	158	130	150	184	177	240	121	123	host	gene-AUO97_RS10040
gene-AUO97_RS15620	18	16	15	34	15	19	18	12	host	gene-AUO97_RS15620
gene-AUO97_RS07955	451	427	339	634	610	474	549	483	host	gene-AUO97_RS07955
gene-AUO97_RS19625	5	6	2	3	7	5	8	1	host	gene-AUO97_RS19625
gene-AUO97_RS02480	10347	10087	12636	13221	14045	15286	14662	18324	host	sucD
gene-AUO97_RS04355	21322	20710	23845	33229	34910	36944	18636	24526	host	rplN
gene-AUO97_RS01060	1426	1203	1052	1852	1987	1293	1645	1576	host	gene-AUO97_RS01060
gene-AUO97_RS06405	1505	1095	1192	1782	1631	1671	2230	2731	host	gene-AUO97_RS06405
gene-AUO97_RS09620	1836	1587	1625	1912	1848	1763	1595	1746	host	gene-AUO97_RS09620
gene-AUO97_RS00930	0	0	0	0	0	0	0	1	host	gene-AUO97_RS00930
gene-AUO97_RS12165	1272	1092	959	1407	1332	1193	1106	1300	host	ppk1
gene-AUO97_RS12270	47	37	58	32	32	35	15	29	host	gene-AUO97_RS12270
gene-AUO97_RS03740	0	0	1	0	0	0	0	0	host	gene-AUO97_RS03740
gene-AUO97_RS10385	8250	7284	8721	8908	9496	10267	5312	6160	host	infC
gene-AUO97_RS05580	69	60	66	45	52	59	40	54	host	sfnG
gene-AUO97_RS03230	12303	10899	9807	14361	14863	13371	11949	13911	host	gene-AUO97_RS03230
gene-AUO97_RS16490	4	4	4	9	7	4	8	1	host	gene-AUO97_RS16490
gene-AUO97_RS14050	51	64	44	50	58	55	52	39	host	gene-AUO97_RS14050
gene-AUO97_RS02525	2938	2779	2662	3513	3763	3793	3001	3975	host	sdhC
gene-AUO97_RS09395	1237	889	744	1338	1242	888	1135	1029	host	abeM
gene-AUO97_RS16935	0	0	0	0	0	0	0	1	host	gene-AUO97_RS16935
gene-AUO97_RS18940	151	134	104	128	133	105	76	84	host	pgaA
gene-AUO97_RS03220	755	496	546	774	812	799	640	652	host	gene-AUO97_RS03220
gene-AUO97_RS01450	115	118	96	139	126	106	90	105	host	gene-AUO97_RS01450
gene-AUO97_RS15025	41	43	38	52	57	56	43	54	host	gene-AUO97_RS15025
gene-AUO97_RS07785	2897	2596	2921	3248	3486	3489	2744	3309	host	ribE
gene-AUO97_RS13950	0	0	0	0	0	2	0	1	host	gene-AUO97_RS13950
gene-AUO97_RS06070	437	327	379	476	395	457	364	401	host	gene-AUO97_RS06070
gene-AUO97_RS01325	1022	644	492	1044	964	634	909	859	host	gene-AUO97_RS01325
gene-AUO97_RS12310	217	168	204	248	175	187	133	114	host	gene-AUO97_RS12310
gene-AUO97_RS13385	41	38	31	43	40	32	35	31	host	gene-AUO97_RS13385
gene-AUO97_RS08925	2344	1686	1275	3156	2722	1977	3373	3337	host	gene-AUO97_RS08925
gene-AUO97_RS16885	0	1	0	0	0	0	0	0	host	gene-AUO97_RS16885
gene-AUO97_RS01145	4995	3518	3309	7032	5999	5900	8663	11362	host	gene-AUO97_RS01145
gene-AUO97_RS05240	544	437	476	502	527	511	378	489	host	hisF
gene-AUO97_RS02815	285	241	201	308	274	260	270	312	host	gene-AUO97_RS02815
gene-AUO97_RS17180	1	1	1	0	2	1	0	2	host	gene-AUO97_RS17180
gene-AUO97_RS19680	115	109	120	156	161	148	84	60	host	gene-AUO97_RS19680
gene-AUO97_RS02860	1788	1507	1439	1914	1799	1730	1245	1254	host	gene-AUO97_RS02860
gene-AUO97_RS08590	4199	3476	3515	4787	4733	4514	3814	4864	host	gene-AUO97_RS08590
gene-AUO97_RS02015	212	160	135	209	206	175	195	200	host	gene-AUO97_RS02015
gene-AUO97_RS13245	0	0	0	0	0	0	0	0	host	gene-AUO97_RS13245
gene-AUO97_RS16135	111	95	81	165	130	103	124	125	host	gene-AUO97_RS16135
gene-AUO97_RS16795	18	20	16	16	14	29	23	17	host	gene-AUO97_RS16795
gene-AUO97_RS18005	55	38	47	55	58	49	46	50	host	gene-AUO97_RS18005
gene-AUO97_RS09150	4908	3766	3684	4960	4997	4629	2476	3045	host	gene-AUO97_RS09150
gene-AUO97_RS08295	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08295
gene-AUO97_RS13590	157	119	80	265	221	111	201	138	host	gene-AUO97_RS13590
gene-AUO97_RS08820	3949	4275	4927	5661	5786	5625	2878	2352	host	gene-AUO97_RS08820
gene-AUO97_RS01420	248	221	211	279	238	284	167	242	host	gene-AUO97_RS01420
gene-AUO97_RS01655	0	0	0	0	1	0	0	0	host	gene-AUO97_RS01655
gene-AUO97_RS00995	4331	4185	4983	5756	6429	6965	5992	7599	host	efp
gene-AUO97_RS06490	1572	1254	1287	1971	1871	1629	1687	1899	host	gene-AUO97_RS06490
gene-AUO97_RS08735	2062	1901	2112	2586	2779	2864	2102	2684	host	argH
gene-AUO97_RS18445	76	52	72	87	70	80	57	73	host	gene-AUO97_RS18445
gene-AUO97_RS08745	267	245	278	357	307	356	254	326	host	gene-AUO97_RS08745
gene-AUO97_RS02775	1070	1047	815	1283	1357	1104	1394	1544	host	gene-AUO97_RS02775
gene-AUO97_RS13530	446	398	400	311	288	260	142	87	host	gene-AUO97_RS13530
gene-AUO97_RS03770	0	0	0	0	0	0	0	0	host	gene-AUO97_RS03770
gene-AUO97_RS10265	170	195	97	263	387	129	185	185	host	gene-AUO97_RS10265
gene-AUO97_RS00045	735	464	280	1130	856	411	1543	1190	host	gene-AUO97_RS00045
gene-AUO97_RS10680	1499	1155	1132	1599	1528	1290	1208	1231	host	gene-AUO97_RS10680
gene-AUO97_RS16850	117	124	127	140	121	116	107	76	host	gene-AUO97_RS16850
gene-M172_gp43	4	2	0	13	0	4	1	0	phage	gene-M172_gp43
gene-AUO97_RS08175	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08175
gene-AUO97_RS18330	86	79	47	72	86	80	63	66	host	gene-AUO97_RS18330
gene-AUO97_RS04450	748	597	504	755	735	625	647	656	host	gene-AUO97_RS04450
gene-M172_gp54	0	0	0	0	0	0	0	0	phage	gene-M172_gp54
gene-AUO97_RS12405	911	725	779	1127	1131	1027	851	1024	host	gene-AUO97_RS12405
gene-AUO97_RS12980	0	0	0	0	0	0	0	0	host	gene-AUO97_RS12980
gene-AUO97_RS18130	9	5	5	9	7	4	8	6	host	gene-AUO97_RS18130
gene-AUO97_RS07075	65	48	48	36	39	41	30	32	host	ssuC
gene-AUO97_RS01895	1343	1252	1276	1772	1989	1865	1216	1274	host	gene-AUO97_RS01895
gene-AUO97_RS05260	98	108	93	126	120	151	125	135	host	gene-AUO97_RS05260
gene-AUO97_RS02630	21461	20982	23667	26137	29357	28490	17204	21239	host	rplU
gene-AUO97_RS18685	1177	972	970	1339	1249	1285	889	954	host	hfq
gene-AUO97_RS04845	25	24	27	24	29	29	27	30	host	gene-AUO97_RS04845
gene-AUO97_RS09245	1212	951	731	1424	1235	1006	1442	1652	host	gene-AUO97_RS09245
gene-AUO97_RS12770	1	0	0	0	0	0	0	1	host	gudD
gene-AUO97_RS03450	7487	6923	7566	8865	9546	10309	6462	8553	host	aspS
gene-AUO97_RS05450	4176	3378	2287	5886	5772	3350	8763	6859	host	gene-AUO97_RS05450
gene-AUO97_RS02920	61	66	47	81	65	46	55	90	host	gene-AUO97_RS02920
gene-AUO97_RS13100	0	0	0	0	0	0	0	0	host	gene-AUO97_RS13100
gene-AUO97_RS12870	0	0	0	0	0	0	0	0	host	gene-AUO97_RS12870
gene-AUO97_RS19470	338	240	329	298	296	293	171	251	host	gene-AUO97_RS19470
gene-AUO97_RS15305	647	575	617	698	780	909	548	641	host	murU
gene-AUO97_RS12670	692	527	515	906	899	827	622	673	host	gene-AUO97_RS12670
gene-AUO97_RS19530	192	137	118	206	191	75	228	220	host	gene-AUO97_RS19530
gene-AUO97_RS02235	1413	1334	1546	1621	1947	1796	899	1002	host	ttcA
gene-AUO97_RS03375	322	263	282	332	329	353	228	334	host	gene-AUO97_RS03375
gene-AUO97_RS09960	1797	1598	1630	1675	1869	1844	1006	1137	host	der
gene-AUO97_RS15345	615	541	585	679	761	690	462	536	host	kdsB
gene-AUO97_RS02905	318	245	214	347	317	362	348	454	host	gene-AUO97_RS02905
gene-AUO97_RS18165	2	0	1	0	1	0	2	2	host	gene-AUO97_RS18165
gene-AUO97_RS05660	69	53	64	69	54	93	52	69	host	gene-AUO97_RS05660
gene-AUO97_RS07990	0	0	0	0	0	0	0	0	host	gene-AUO97_RS07990
gene-AUO97_RS07265	22	29	23	11	15	27	12	12	host	gene-AUO97_RS07265
gene-AUO97_RS00525	39	40	44	47	52	26	41	35	host	gene-AUO97_RS00525
gene-AUO97_RS05990	0	0	0	0	0	0	0	0	host	gene-AUO97_RS05990
gene-AUO97_RS12220	3310	2481	2389	2313	2649	2645	1851	1689	host	cysN
gene-AUO97_RS17985	0	0	0	0	0	0	0	0	host	gene-AUO97_RS17985
gene-AUO97_RS04515	2495	2258	2185	2871	3038	2742	1798	1997	host	mlaE
gene-AUO97_RS13320	98	69	90	126	128	128	116	138	host	gene-AUO97_RS13320
gene-AUO97_RS15590	5	4	0	2	2	1	3	2	host	gene-AUO97_RS15590
gene-AUO97_RS00310	1207	1046	1263	1589	1840	2098	1377	2118	host	gene-AUO97_RS00310
gene-AUO97_RS18560	55	37	44	45	36	50	35	35	host	gene-AUO97_RS18560
gene-AUO97_RS14425	395	273	154	551	431	268	414	371	host	gene-AUO97_RS14425
gene-AUO97_RS05030	2218	2134	2207	2403	2651	2691	1903	2180	host	gltX
gene-AUO97_RS09480	1581	1244	1130	1872	1862	1745	1570	1965	host	katG
