Geneid	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R2	20_R3	Entity	Symbol
gene-AUO97_RS19195	2103	2130	1860	2245	2822	2505	1275	1215	host	csuD
gene-AUO97_RS10905	1	0	0	0	0	0	1	0	host	gene-AUO97_RS10905
gene-AUO97_RS12300	147	111	96	119	106	82	56	76	host	gene-AUO97_RS12300
gene-AUO97_RS11260	702	695	681	707	744	738	412	438	host	scpB
gene-AUO97_RS16080	221	169	164	194	214	149	139	134	host	gene-AUO97_RS16080
gene-AUO97_RS15360	786	711	757	930	905	916	723	757	host	gene-AUO97_RS15360
gene-AUO97_RS09485	2028	1707	1667	2253	2084	1845	1959	2365	host	ptsP
gene-AUO97_RS05425	761	662	611	982	1048	949	1050	1122	host	gene-AUO97_RS05425
gene-AUO97_RS07485	91	92	75	71	81	61	101	96	host	gene-AUO97_RS07485
gene-AUO97_RS13265	0	0	0	0	0	0	0	0	host	gene-AUO97_RS13265
gene-AUO97_RS17610	1159	932	755	1278	1107	919	908	952	host	gene-AUO97_RS17610
gene-AUO97_RS18735	325	308	273	324	323	313	202	234	host	gene-AUO97_RS18735
gene-AUO97_RS19090	965	836	855	1051	980	747	1117	1445	host	gene-AUO97_RS19090
gene-AUO97_RS07715	328	259	186	280	293	236	283	270	host	hutI
gene-AUO97_RS11135	137	131	134	186	153	171	107	138	host	gene-AUO97_RS11135
gene-AUO97_RS00175	1094	944	972	1273	1205	1181	887	898	host	gspL
gene-AUO97_RS06135	798	604	691	309	792	763	447	647	host	gene-AUO97_RS06135
gene-AUO97_RS16060	58	56	67	65	53	92	59	152	host	gene-AUO97_RS16060
gene-AUO97_RS05440	1114	874	849	1296	1131	1187	1112	1353	host	ycaC
gene-AUO97_RS18400	505	419	355	582	567	424	391	447	host	gene-AUO97_RS18400
gene-AUO97_RS11825	158	131	100	107	137	139	82	91	host	gene-AUO97_RS11825
gene-AUO97_RS19005	493	420	502	580	491	636	298	453	host	alr
gene-AUO97_RS04945	534	443	477	565	569	585	462	540	host	aroK
gene-AUO97_RS06695	2369	2489	2249	1676	2042	1744	1884	1900	host	gene-AUO97_RS06695
gene-AUO97_RS15435	467	434	468	541	621	556	364	430	host	pyrF
gene-AUO97_RS03830	0	0	0	0	0	0	0	0	host	gene-AUO97_RS03830
gene-AUO97_RS10180	587	491	514	621	609	545	406	417	host	gene-AUO97_RS10180
gene-AUO97_RS03565	2	1	3	6	4	1	2	6	host	gene-AUO97_RS03565
gene-AUO97_RS11560	985	846	763	1263	1118	1335	948	1260	host	gene-AUO97_RS11560
gene-AUO97_RS16245	258	264	187	455	376	281	304	271	host	gene-AUO97_RS16245
gene-AUO97_RS17310	168	138	127	183	173	197	125	146	host	gene-AUO97_RS17310
gene-AUO97_RS19460	638	526	479	455	523	548	313	404	host	gene-AUO97_RS19460
gene-AUO97_RS11190	177	139	163	235	192	197	140	184	host	gene-AUO97_RS11190
gene-AUO97_RS12885	0	0	0	0	0	0	0	0	host	gene-AUO97_RS12885
gene-AUO97_RS11405	1182	999	1003	1306	1408	1192	902	1052	host	rluD
gene-AUO97_RS11425	796	645	622	830	851	756	656	787	host	coaD
gene-AUO97_RS02665	12025	11168	12076	15624	16161	15772	13669	16658	host	adeK
gene-AUO97_RS16215	651	548	485	666	625	534	397	413	host	gene-AUO97_RS16215
gene-AUO97_RS19960	0	0	0	0	1	0	0	0	host	gene-AUO97_RS19960
gene-AUO97_RS10200	999	1029	1105	1119	1337	1263	811	871	host	gene-AUO97_RS10200
gene-AUO97_RS03005	6806	6892	8411	8771	9283	9337	5206	3391	host	gene-AUO97_RS03005
gene-AUO97_RS18515	841	667	599	1192	1196	929	1060	1145	host	gene-AUO97_RS18515
gene-AUO97_RS16210	1247	1034	1001	1396	1377	1135	907	884	host	gene-AUO97_RS16210
gene-AUO97_RS02825	283	255	243	308	309	334	212	267	host	gene-AUO97_RS02825
gene-AUO97_RS11055	10388	6139	4788	11790	10057	6265	14221	12318	host	gene-AUO97_RS11055
gene-AUO97_RS01425	177	120	107	112	103	92	70	93	host	gene-AUO97_RS01425
gene-AUO97_RS17070	24	21	22	31	37	44	21	36	host	catC
gene-AUO97_RS01935	2846	2388	2132	3154	3095	2705	2594	2618	host	cxpE
gene-AUO97_RS05515	177	150	121	219	198	152	241	216	host	gene-AUO97_RS05515
gene-AUO97_RS06105	534	477	523	581	637	609	520	508	host	gene-AUO97_RS06105
gene-AUO97_RS17220	87	85	55	83	67	74	73	80	host	gene-AUO97_RS17220
gene-AUO97_RS05820	26	24	23	18	27	16	16	26	host	uraH
gene-AUO97_RS13075	0	0	0	1	0	0	0	0	host	gene-AUO97_RS13075
gene-AUO97_RS05950	0	0	0	0	0	0	0	0	host	gene-AUO97_RS05950
gene-AUO97_RS10970	4229	3350	3675	5656	5694	5559	4401	5370	host	nuoE
gene-AUO97_RS07770	1823	1457	1436	2029	2004	1671	1554	1447	host	gene-AUO97_RS07770
gene-AUO97_RS02980	62	62	81	82	115	84	65	71	host	gene-AUO97_RS02980
gene-AUO97_RS00050	934	577	312	1236	965	534	1760	1325	host	gene-AUO97_RS00050
gene-AUO97_RS18620	466	353	318	542	498	394	447	456	host	gene-AUO97_RS18620
gene-AUO97_RS15220	502	430	393	540	583	550	409	368	host	gene-AUO97_RS15220
gene-AUO97_RS11675	1164	1134	1136	1282	1402	1316	689	744	host	fur
gene-AUO97_RS19515	4	7	3	2	1	0	3	2	host	gene-AUO97_RS19515
gene-AUO97_RS01290	1968	1703	1813	2365	2398	2335	1673	2111	host	gene-AUO97_RS01290
gene-AUO97_RS19155	157	123	81	176	143	108	154	111	host	gene-AUO97_RS19155
gene-AUO97_RS06415	0	0	0	0	0	0	0	1	host	gene-AUO97_RS06415
gene-AUO97_RS17685	1487	1228	1437	1109	1048	1046	941	992	host	gene-AUO97_RS17685
gene-AUO97_RS06645	25	17	28	53	28	31	37	41	host	abaI
gene-AUO97_RS03810	0	0	0	1	0	0	0	0	host	gene-AUO97_RS03810
gene-AUO97_RS10300	818	708	692	926	977	862	726	921	host	gene-AUO97_RS10300
gene-AUO97_RS02105	89	53	56	70	86	73	56	61	host	gene-AUO97_RS02105
gene-AUO97_RS12510	261	232	259	306	316	293	164	162	host	yejB
gene-AUO97_RS15880	3272	3467	3596	3570	4570	4208	3054	4156	host	gene-AUO97_RS15880
gene-AUO97_RS09550	547	519	457	643	665	607	525	583	host	truA
gene-AUO97_RS06130	515	514	535	617	664	610	487	559	host	gene-AUO97_RS06130
gene-AUO97_RS16940	1	0	2	1	2	0	0	0	host	gene-AUO97_RS16940
gene-AUO97_RS09175	1756	1438	1434	1830	1894	1865	1335	1594	host	gene-AUO97_RS09175
gene-AUO97_RS00520	20	23	31	17	20	25	21	27	host	gene-AUO97_RS00520
gene-AUO97_RS07175	318	267	290	313	297	314	324	375	host	gene-AUO97_RS07175
gene-AUO97_RS15555	0	0	0	0	0	0	0	0	host	gene-AUO97_RS15555
gene-AUO97_RS04690	915	933	1138	988	1095	1336	1090	1284	host	gene-AUO97_RS04690
gene-AUO97_RS08270	0	0	0	0	0	1	0	0	host	gene-AUO97_RS08270
gene-AUO97_RS05070	662	613	664	728	848	837	541	725	host	gene-AUO97_RS05070
gene-AUO97_RS15945	84	94	125	107	138	218	358	787	host	gene-AUO97_RS15945
gene-AUO97_RS13935	79	68	57	80	92	71	64	56	host	gene-AUO97_RS13935
gene-AUO97_RS06440	11455	11531	11787	15742	16655	16400	16033	18665	host	gene-AUO97_RS06440
gene-AUO97_RS19220	62	68	62	87	109	91	53	40	host	gene-AUO97_RS19220
gene-AUO97_RS04220	3123	2705	2650	3698	3692	3242	2523	3147	host	rnr
gene-AUO97_RS13435	31	24	18	23	27	14	16	19	host	gene-AUO97_RS13435
gene-AUO97_RS11205	957	810	960	1046	1222	1259	767	1059	host	ligA
gene-AUO97_RS14345	268	169	223	241	256	289	428	526	host	gene-AUO97_RS14345
gene-AUO97_RS08505	759	582	670	1461	809	704	479	601	host	gene-AUO97_RS08505
gene-AUO97_RS12455	56	63	42	51	62	49	41	48	host	gene-AUO97_RS12455
gene-AUO97_RS04165	51	70	61	98	99	87	80	110	host	gene-AUO97_RS04165
gene-AUO97_RS11750	420	321	374	556	441	543	432	587	host	gene-AUO97_RS11750
gene-AUO97_RS06550	82	84	82	89	101	83	79	84	host	gene-AUO97_RS06550
gene-AUO97_RS03580	172	162	149	189	182	160	126	183	host	gene-AUO97_RS03580
gene-AUO97_RS12325	341	321	355	423	393	438	349	366	host	gene-AUO97_RS12325
gene-AUO97_RS02995	1394	1518	1641	2421	2293	2063	1446	954	host	gene-AUO97_RS02995
gene-AUO97_RS18575	0	1	0	1	0	0	0	0	host	gene-AUO97_RS18575
gene-AUO97_RS01710	0	0	0	0	2	0	0	0	host	gene-AUO97_RS01710
gene-AUO97_RS15625	56	50	50	82	57	47	51	57	host	gene-AUO97_RS15625
gene-AUO97_RS07190	26339	21663	21678	16426	17171	14514	18832	25370	host	dnaK
gene-AUO97_RS02385	819	774	838	869	1020	1001	458	497	host	gene-AUO97_RS02385
gene-AUO97_RS02500	22670	19872	21356	27030	29781	29085	23943	31429	host	gene-AUO97_RS02500
gene-AUO97_RS17095	44	34	30	52	37	31	23	33	host	pcaD
gene-AUO97_RS08495	1903	1360	1491	2746	1955	1763	1229	1503	host	gene-AUO97_RS08495
gene-AUO97_RS17955	6896	5719	7439	7582	8594	10008	8864	12148	host	accC
gene-AUO97_RS18465	4487	3181	2842	4171	3840	3005	3629	3579	host	gene-AUO97_RS18465
gene-AUO97_RS14845	1389	1483	1453	2679	3342	3061	3791	3224	host	gene-AUO97_RS14845
gene-AUO97_RS16565	68	54	46	80	62	79	70	75	host	gene-AUO97_RS16565
gene-AUO97_RS18750	347	308	296	293	359	323	193	183	host	gene-AUO97_RS18750
gene-AUO97_RS16625	0	1	0	4	0	2	3	0	host	gene-AUO97_RS16625
gene-AUO97_RS18450	115	77	89	109	92	104	58	74	host	mgtA
gene-AUO97_RS03930	485	453	449	569	503	552	370	490	host	gene-AUO97_RS03930
gene-AUO97_RS02330	1382	1260	1389	1639	1882	1803	1065	1382	host	folD
gene-AUO97_RS08935	85	77	42	102	82	76	101	122	host	gene-AUO97_RS08935
gene-AUO97_RS16320	155	148	112	203	168	163	154	191	host	gene-AUO97_RS16320
gene-AUO97_RS02315	1200	961	877	1524	1567	1428	2064	2641	host	gene-AUO97_RS02315
gene-AUO97_RS19080	1366	1101	1213	1265	1285	1388	672	819	host	gene-AUO97_RS19080
gene-AUO97_RS03665	0	0	0	0	0	0	0	0	host	gene-AUO97_RS03665
gene-AUO97_RS07245	58	36	40	61	39	52	44	26	host	gene-AUO97_RS07245
gene-AUO97_RS16020	99	84	103	118	90	91	42	45	host	cobU
gene-AUO97_RS16545	34	23	14	22	28	23	18	23	host	adeR
gene-AUO97_RS05210	52	38	45	60	62	56	44	26	host	gene-AUO97_RS05210
gene-AUO97_RS00390	3	4	1	5	4	5	2	1	host	gene-AUO97_RS00390
gene-AUO97_RS09540	1395	1291	1524	1265	1661	1284	1050	888	host	infA
gene-AUO97_RS09530	46	40	36	71	63	53	44	57	host	gene-AUO97_RS09530
gene-AUO97_RS00420	23	27	24	29	23	19	11	18	host	gene-AUO97_RS00420
gene-AUO97_RS13485	128	105	75	99	108	81	98	129	host	cueR
gene-AUO97_RS07660	909	1182	374	741	837	509	1148	749	host	maiA
gene-AUO97_RS09520	1109	1009	1020	1322	1337	1360	1091	1334	host	gene-AUO97_RS09520
gene-AUO97_RS11415	307	241	276	287	330	316	210	331	host	gene-AUO97_RS11415
gene-AUO97_RS13915	4	2	11	7	4	3	1	4	host	gene-AUO97_RS13915
gene-AUO97_RS00595	5199	4458	5057	5915	6441	6428	4025	4887	host	ahcY
gene-AUO97_RS03540	0	0	0	0	0	1	0	1	host	gene-AUO97_RS03540
gene-AUO97_RS05725	2864	2338	2312	3051	2978	2915	2251	2544	host	gene-AUO97_RS05725
gene-AUO97_RS11555	166	141	153	210	197	178	130	164	host	rimI
gene-AUO97_RS14760	111	111	114	135	132	125	109	143	host	gene-AUO97_RS14760
gene-AUO97_RS08870	39324	34143	37766	44510	47749	47340	26000	34925	host	rpoB
gene-AUO97_RS10240	353	347	359	379	412	390	194	274	host	dusA
gene-AUO97_RS16530	0	0	0	0	0	0	0	0	host	gene-AUO97_RS16530
gene-AUO97_RS08040	0	0	0	0	1	0	0	0	host	gene-AUO97_RS08040
gene-AUO97_RS01150	12189	9130	9120	13547	13969	11890	8347	10675	host	gene-AUO97_RS01150
gene-AUO97_RS13710	441	336	377	434	431	376	249	268	host	gene-AUO97_RS13710
gene-M172_gp25	1	0	0	2	0	1	0	1	phage	gene-M172_gp25
gene-AUO97_RS01035	4427	3356	3306	4611	4567	4265	3019	3665	host	gene-AUO97_RS01035
gene-AUO97_RS10250	58	88	69	57	96	77	67	97	host	gene-AUO97_RS10250
gene-AUO97_RS12675	179	202	180	221	260	269	128	148	host	gene-AUO97_RS12675
gene-AUO97_RS07760	8075	6570	6703	10223	10372	9390	7830	7750	host	glmS
gene-AUO97_RS12135	755	832	773	813	1001	949	1408	1725	host	gene-AUO97_RS12135
gene-AUO97_RS11120	166	142	180	174	196	169	121	171	host	gene-AUO97_RS11120
gene-AUO97_RS00415	48	52	64	55	44	34	45	39	host	gene-AUO97_RS00415
gene-AUO97_RS00565	99	118	98	118	116	136	109	113	host	gene-AUO97_RS00565
gene-AUO97_RS05835	20	23	34	17	19	23	12	24	host	hpxO
gene-AUO97_RS16615	0	0	0	0	0	0	0	0	host	gene-AUO97_RS16615
gene-AUO97_RS11845	1082	775	543	1152	972	679	194	227	host	betA
gene-AUO97_RS09445	566	486	492	526	556	559	310	369	host	gene-AUO97_RS09445
gene-AUO97_RS00770	4373	3664	3180	5041	5366	4446	4484	4901	host	gene-AUO97_RS00770
gene-AUO97_RS17445	860	870	748	922	1078	977	623	659	host	gene-AUO97_RS17445
gene-AUO97_RS12565	173	130	103	181	157	149	146	194	host	gene-AUO97_RS12565
gene-AUO97_RS06205	256	247	231	318	315	271	221	257	host	gene-AUO97_RS06205
gene-AUO97_RS00730	255	212	187	300	266	227	311	324	host	xdhB
gene-AUO97_RS03235	7152	6349	5816	8418	8622	7877	8300	9560	host	gene-AUO97_RS03235
gene-AUO97_RS02880	1991	1776	2064	2390	2534	2572	1380	1804	host	mreC
gene-AUO97_RS14615	74	67	72	92	74	67	62	58	host	gene-AUO97_RS14615
gene-AUO97_RS17120	29	31	20	32	34	36	27	31	host	feaR
gene-AUO97_RS17425	422	338	330	498	457	436	339	357	host	gene-AUO97_RS17425
gene-AUO97_RS06380	222	203	163	192	215	258	163	223	host	gene-AUO97_RS06380
gene-AUO97_RS03310	96	84	103	134	113	135	91	117	host	gene-AUO97_RS03310
gene-AUO97_RS10880	5	1	3	1	8	2	1	0	host	gene-AUO97_RS10880
gene-AUO97_RS06010	290	315	497	313	402	484	219	324	host	gene-AUO97_RS06010
gene-AUO97_RS11250	132	128	141	119	141	128	97	132	host	bioD
gene-AUO97_RS06955	472	364	381	489	506	425	467	412	host	gene-AUO97_RS06955
gene-AUO97_RS11620	1157	1035	1120	1342	1436	1375	914	982	host	rep
gene-AUO97_RS11965	28	29	25	33	39	32	27	26	host	gene-AUO97_RS11965
gene-AUO97_RS10835	192	135	115	201	187	184	221	215	host	gene-AUO97_RS10835
gene-AUO97_RS13525	324	219	186	337	284	239	264	264	host	xseA
gene-AUO97_RS03160	1408	1374	1062	1613	1654	1225	1969	1998	host	mscL
gene-AUO97_RS14555	19	20	24	11	14	24	13	16	host	epsC
gene-AUO97_RS15960	333	309	326	271	298	275	480	676	host	gene-AUO97_RS15960
gene-AUO97_RS16690	3	3	1	2	2	1	2	1	host	iaaH
gene-AUO97_RS03125	242	220	156	299	251	211	222	213	host	gene-AUO97_RS03125
gene-AUO97_RS18025	43	47	29	48	50	41	33	27	host	gene-AUO97_RS18025
gene-AUO97_RS07450	2069	1790	1845	2455	2549	2651	2431	3164	host	ilvD
gene-AUO97_RS08230	0	0	0	0	1	0	0	0	host	gene-AUO97_RS08230
gene-AUO97_RS02410	1271	1127	1169	1674	1806	1727	1284	1424	host	greA
gene-AUO97_RS07015	346	301	273	335	386	342	246	246	host	gene-AUO97_RS07015
gene-AUO97_RS19060	6104	4796	4977	6745	7022	6770	4757	5048	host	purH
gene-AUO97_RS04875	2372	1931	2008	2459	2428	2346	1892	2451	host	gene-AUO97_RS04875
gene-AUO97_RS04780	2258	1561	1205	2792	2321	1573	2714	2351	host	gene-AUO97_RS04780
gene-AUO97_RS06830	1486	1057	941	1867	1631	1556	1822	2246	host	prpC
gene-AUO97_RS08875	40634	37947	45148	55637	58072	56604	35153	49234	host	rpoC
gene-AUO97_RS19000	804	630	808	852	820	881	477	669	host	dnaB
gene-AUO97_RS10125	5323	4653	5037	6074	6204	6454	4483	5457	host	leuS
gene-AUO97_RS10260	593	688	325	724	1112	363	504	532	host	gene-AUO97_RS10260
gene-AUO97_RS00325	678	593	652	672	733	625	521	733	host	gene-AUO97_RS00325
gene-AUO97_RS01720	0	0	1	0	0	2	0	0	host	gene-AUO97_RS01720
gene-AUO97_RS07625	214	177	189	224	224	227	218	283	host	pncA
gene-AUO97_RS02740	264	238	228	329	301	224	293	272	host	gene-AUO97_RS02740
gene-AUO97_RS19890	215	164	201	198	231	222	135	210	host	gene-AUO97_RS19890
gene-AUO97_RS18175	0	0	0	1	3	3	2	0	host	gene-AUO97_RS18175
gene-AUO97_RS13180	0	0	0	0	0	0	0	0	host	gene-AUO97_RS13180
gene-AUO97_RS08905	36752	28085	29320	41918	40751	39039	30297	30649	host	gene-AUO97_RS08905
gene-AUO97_RS11515	5943	5232	6299	6371	7332	8376	8288	10865	host	gene-AUO97_RS11515
gene-AUO97_RS01505	1484	1291	1402	1505	1632	1634	1027	1138	host	lepB
gene-AUO97_RS06520	1642	1312	1315	1781	1797	1954	1594	1834	host	gene-AUO97_RS06520
gene-AUO97_RS08880	58	59	52	80	83	53	88	93	host	gene-AUO97_RS08880
gene-AUO97_RS16130	1520	1392	1251	1847	1898	1666	1742	1789	host	gene-AUO97_RS16130
gene-AUO97_RS16275	227	137	79	166	159	142	323	276	host	gene-AUO97_RS16275
gene-AUO97_RS17390	1475	1198	1107	1685	1720	1564	1175	1269	host	gene-AUO97_RS17390
gene-AUO97_RS03280	462	426	401	442	504	418	507	542	host	gene-AUO97_RS03280
gene-AUO97_RS11040	442	374	428	519	439	479	416	445	host	gene-AUO97_RS11040
gene-AUO97_RS08675	1554	1337	1633	2143	2241	2401	1540	2035	host	ftsW
gene-AUO97_RS05105	1111	896	658	1033	989	757	736	840	host	gene-AUO97_RS05105
gene-AUO97_RS18380	1331	1014	1191	1327	1384	1406	1015	1177	host	gene-AUO97_RS18380
gene-AUO97_RS15055	80	111	73	101	78	110	74	94	host	gene-AUO97_RS15055
gene-AUO97_RS02680	285	239	231	313	327	274	225	269	host	gene-AUO97_RS02680
gene-AUO97_RS00550	894	752	808	1086	1072	1083	720	831	host	map
gene-AUO97_RS01890	90	88	81	100	86	90	83	91	host	gene-AUO97_RS01890
gene-AUO97_RS07340	7704	6673	7229	8069	8425	8360	5915	6846	host	gyrB
gene-AUO97_RS08930	766	740	666	929	949	832	845	945	host	gene-AUO97_RS08930
gene-AUO97_RS12775	0	0	0	0	0	0	0	0	host	kdgD
gene-AUO97_RS13665	1877	1615	1652	2249	2245	2312	1746	1916	host	gene-AUO97_RS13665
gene-AUO97_RS08685	3511	3201	3306	4436	5166	4868	3513	3912	host	dksA
gene-AUO97_RS05615	680	670	681	815	811	791	558	612	host	gene-AUO97_RS05615
gene-M172_gp27	0	0	1	1	0	0	4	1	phage	gene-M172_gp27
gene-AUO97_RS08660	1577	1783	2364	2556	2645	3172	1966	2723	host	gene-AUO97_RS08660
gene-AUO97_RS09220	88	69	84	92	95	83	57	66	host	gene-AUO97_RS09220
gene-AUO97_RS02440	231	177	179	285	254	287	321	320	host	gene-AUO97_RS02440
gene-AUO97_RS13605	11	13	13	13	23	15	18	12	host	gene-AUO97_RS13605
gene-AUO97_RS00605	383	343	357	452	483	461	283	327	host	gene-AUO97_RS00605
gene-AUO97_RS18230	0	0	0	0	0	0	0	0	host	gene-AUO97_RS18230
gene-AUO97_RS08105	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08105
gene-AUO97_RS19875	89	71	79	132	107	91	97	120	host	gene-AUO97_RS19875
gene-AUO97_RS12005	1	4	2	1	3	3	1	6	host	gene-AUO97_RS12005
gene-AUO97_RS13305	1104	681	581	1171	1188	847	1222	1305	host	gene-AUO97_RS13305
gene-AUO97_RS17385	1382	1086	1065	1566	1548	1317	1188	1337	host	clpS
gene-AUO97_RS08540	263	228	231	269	303	288	218	257	host	gene-AUO97_RS08540
gene-AUO97_RS03510	4302	3537	3605	4684	4487	4898	3699	4676	host	glnE
gene-AUO97_RS12365	123	127	145	165	168	169	103	111	host	rlmH
gene-AUO97_RS13425	4270	3309	3329	3526	3436	3074	2220	2556	host	hrpA
gene-AUO97_RS02005	549	467	428	655	639	628	611	677	host	gene-AUO97_RS02005
gene-AUO97_RS19315	0	0	0	0	0	0	0	0	host	gene-AUO97_RS19315
gene-AUO97_RS07440	757	755	744	902	948	922	692	780	host	rsmB
gene-AUO97_RS14935	53	61	64	63	58	52	48	37	host	gene-AUO97_RS14935
gene-AUO97_RS15315	805	785	952	989	1077	1104	690	792	host	gene-AUO97_RS15315
gene-AUO97_RS06280	27	35	26	40	37	31	29	44	host	gene-AUO97_RS06280
gene-AUO97_RS13680	135	144	142	162	155	127	127	148	host	gene-AUO97_RS13680
gene-AUO97_RS07255	122	86	95	113	119	97	81	71	host	gene-AUO97_RS07255
gene-AUO97_RS05545	140	92	57	172	136	100	162	142	host	gene-AUO97_RS05545
gene-AUO97_RS05125	0	0	0	0	0	0	0	0	host	gene-AUO97_RS05125
gene-AUO97_RS12295	137	90	101	103	106	77	73	88	host	ureE
gene-AUO97_RS11690	155	180	160	219	225	181	200	189	host	gene-AUO97_RS11690
gene-AUO97_RS02890	800	720	792	943	1051	1049	657	710	host	gatC
gene-AUO97_RS08600	1277	1044	1059	1408	1404	1249	1002	1217	host	lptG
gene-AUO97_RS03425	253	267	123	276	247	171	165	153	host	gene-AUO97_RS03425
gene-AUO97_RS12925	41	34	28	32	34	34	35	43	host	gene-AUO97_RS12925
gene-AUO97_RS04395	25828	23496	27879	39914	40680	43077	19007	22938	host	rplW
gene-AUO97_RS07370	113	101	103	184	164	193	156	181	host	gene-AUO97_RS07370
gene-AUO97_RS07860	715	598	718	902	827	899	668	808	host	phoB
gene-AUO97_RS14780	7	5	13	19	17	23	10	15	host	arsC
gene-AUO97_RS15970	100	100	87	84	93	64	89	107	host	gene-AUO97_RS15970
gene-AUO97_RS10870	328	345	289	364	338	280	315	364	host	gene-AUO97_RS10870
gene-AUO97_RS18070	64	38	46	57	41	40	37	53	host	gene-AUO97_RS18070
gene-AUO97_RS15395	1375	1119	1212	1414	1582	1523	1026	1204	host	ung
gene-AUO97_RS03215	86	46	36	81	62	48	78	86	host	gene-AUO97_RS03215
gene-AUO97_RS06480	505	519	517	609	528	566	379	412	host	znuB
gene-AUO97_RS11010	8425	7157	7626	10064	9838	9885	11261	12925	host	nuoM
gene-AUO97_RS10845	22	13	11	17	25	17	18	26	host	gene-AUO97_RS10845
gene-AUO97_RS11930	32	30	43	39	33	44	20	23	host	gene-AUO97_RS11930
gene-AUO97_RS05100	85	88	65	98	106	105	85	79	host	gene-AUO97_RS05100
gene-AUO97_RS12360	371	270	199	420	370	319	338	333	host	gene-AUO97_RS12360
gene-AUO97_RS15255	397	325	314	499	408	401	245	255	host	gene-AUO97_RS15255
gene-AUO97_RS18745	29	47	68	53	88	73	84	61	host	gene-AUO97_RS18745
gene-AUO97_RS03495	603	546	575	661	693	643	440	517	host	gene-AUO97_RS03495
gene-AUO97_RS01735	0	0	0	0	1	1	1	0	host	gene-AUO97_RS01735
gene-AUO97_RS13925	32	35	29	28	40	37	19	31	host	gene-AUO97_RS13925
gene-AUO97_RS00970	0	1	0	0	1	0	0	0	host	gene-AUO97_RS00970
gene-AUO97_RS10670	332	284	321	384	449	373	274	220	host	tsaB
gene-AUO97_RS18860	401	305	204	539	427	335	458	361	host	gene-AUO97_RS18860
gene-AUO97_RS01315	502	373	261	502	424	312	494	419	host	gene-AUO97_RS01315
gene-AUO97_RS11145	237	207	193	259	238	299	182	205	host	gene-AUO97_RS11145
gene-AUO97_RS10585	871	826	804	920	815	820	778	997	host	gene-AUO97_RS10585
gene-AUO97_RS00195	933	756	534	990	904	494	1165	1091	host	gene-AUO97_RS00195
gene-AUO97_RS11895	130	119	112	150	160	169	109	138	host	gene-AUO97_RS11895
gene-AUO97_RS14995	338	283	317	381	353	315	260	329	host	gene-AUO97_RS14995
gene-AUO97_RS13970	2563	2253	2856	2677	16586	3413	1952	2590	host	tssC
gene-AUO97_RS17945	793	737	852	807	931	1073	1030	1150	host	aroQ
gene-AUO97_RS19860	0	1	0	1	3	1	0	0	host	gene-AUO97_RS19860
gene-AUO97_RS12820	0	0	0	0	0	1	0	0	host	gene-AUO97_RS12820
gene-AUO97_RS18875	107	82	70	120	107	120	84	114	host	gene-AUO97_RS18875
gene-AUO97_RS04040	109	94	115	139	111	133	134	113	host	gene-AUO97_RS04040
gene-AUO97_RS03135	430	313	359	452	467	375	484	570	host	gene-AUO97_RS03135
gene-AUO97_RS08445	0	0	0	1	1	0	0	0	host	gene-AUO97_RS08445
gene-AUO97_RS13510	622	486	441	828	797	747	310	251	host	gene-AUO97_RS13510
gene-AUO97_RS14280	151	127	129	180	184	125	113	141	host	gene-AUO97_RS14280
gene-AUO97_RS03205	753	656	724	887	926	902	753	997	host	gene-AUO97_RS03205
gene-AUO97_RS02380	763	709	726	875	910	907	450	486	host	yhbY
gene-AUO97_RS13550	17	23	17	23	22	23	27	29	host	gene-AUO97_RS13550
gene-AUO97_RS14460	216	117	64	223	203	65	237	170	host	gene-AUO97_RS14460
gene-AUO97_RS18405	1159	882	782	1375	1376	870	1061	1104	host	gene-AUO97_RS18405
gene-AUO97_RS02685	448	373	417	526	531	490	390	450	host	gene-AUO97_RS02685
gene-AUO97_RS08435	1	0	0	0	0	0	0	0	host	gene-AUO97_RS08435
gene-AUO97_RS09940	3058	2961	2967	3350	3659	3375	2083	2571	host	ispG
gene-AUO97_RS14440	174	76	55	224	171	83	191	129	host	gene-AUO97_RS14440
gene-AUO97_RS14360	1498	1049	577	1953	1686	1035	2618	2455	host	gene-AUO97_RS14360
gene-AUO97_RS17995	2	6	8	1	4	2	2	5	host	gene-AUO97_RS17995
gene-AUO97_RS07825	6	7	7	17	24	8	19	14	host	gene-AUO97_RS07825
gene-AUO97_RS06305	919	822	889	1135	1153	1118	1090	1367	host	cysK
gene-AUO97_RS02250	4623	3969	3433	5031	5051	4396	3910	4823	host	htpX
gene-AUO97_RS04485	489	451	486	668	623	626	537	567	host	gene-AUO97_RS04485
gene-AUO97_RS12420	33	29	39	42	38	57	35	34	host	pepP
gene-M172_gp47	0	2	1	4	0	5	0	0	phage	gene-M172_gp47
gene-AUO97_RS06420	6849	7719	8251	9610	10768	10098	10797	12233	host	gene-AUO97_RS06420
gene-AUO97_RS17165	0	2	2	3	1	4	3	2	host	gene-AUO97_RS17165
gene-AUO97_RS11325	447	338	307	582	447	396	513	495	host	gene-AUO97_RS11325
gene-AUO97_RS09105	2762	2617	3045	2573	2784	2898	1075	794	host	rimP
gene-AUO97_RS19670	14	10	18	9	9	11	18	5	host	gene-AUO97_RS19670
gene-AUO97_RS17255	210	151	145	244	269	198	176	209	host	pcaG
