Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-AUO97_RS09945	49.19149050540597	32.43148198392743	8.672573662255678	8.562015929470656	6.2433255995380845	5.449301006566111	host	hisS	None	None	14.942613169749436
gene-AUO97_RS17170	0.07104404549114017	0.06908432049835282	0.06389537176807175	0.050223594991587094	0.06509127560234433	0.08138076000796932	host	gene-AUO97_RS17170	None	None	0.0013025607683398008
gene-AUO97_RS01840	26.504673830614088	20.180040036042335	4.794297022597598	3.698344189581836	2.3852239247570473	3.0957459578870474	host	gene-AUO97_RS01840	None	None	9.04128146920543
gene-AUO97_RS12930	2.207999464123095	1.1881968624204124	0.7519138139979661	0.46978975895418795	0.3338918044437469	0.3192266562788429	host	gene-AUO97_RS12930	None	None	0.5038749010953625
gene-AUO97_RS14710	0.7404504396447281	0.6271188748686682	0.19333858181545846	0.32082486111005204	0.10942067881428572	0.08208231828390009	host	gene-AUO97_RS14710	None	None	0.18530420910844836
gene-AUO97_RS18970	944.7210652165326	799.0192386635866	506.4254564349297	474.8240573451003	398.9585784440732	372.45968822429967	host	cyoC	None	None	78.15740455912844
gene-AUO97_RS07580	1049.526981772171	865.6291427998514	365.4188367146545	459.3014095030628	237.76246399078212	313.0733192366958	host	gene-AUO97_RS07580	None	None	165.63513596865397
gene-AUO97_RS07610	110.320746040917	76.74231742559522	23.382511298525856	21.31740489417914	18.827651467978097	14.441015863414153	host	purC	None	None	29.872979502752624
gene-AUO97_RS09865	83.74540345192706	67.06577730604333	16.744818884808844	15.099008730053558	10.154238993965714	10.789687518937388	host	gene-AUO97_RS09865	None	None	26.180154907482375
gene-AUO97_RS08155	0.1097313969962165	0.10670449502715881	0.09868988114672467	0.07757307741274838	0.1005370197422348	0.12569701545785358	host	gene-AUO97_RS08155	None	None	0.0020118760382278104
gene-AUO97_RS02530	223.92615083919438	162.519482285965	67.05315621187545	61.66512079649406	41.883249309228	35.457501393401635	host	gltA	None	None	49.544524173951956
gene-AUO97_RS04270	25.97896343573403	20.62187817274372	5.876317208802863	6.573733000790188	4.351816711699592	3.3462720553779897	host	gene-AUO97_RS04270	None	None	6.973563388659269
gene-AUO97_RS04660	56.82445292172151	40.72705740664948	11.057892776611917	9.321409545447507	9.587596192963163	9.15315565911062	host	astB	None	None	15.799873953125362
gene-AUO97_RS11455	33.368105161515246	26.92836052805336	7.442174676123764	8.595138795703093	4.461296377402727	4.482741810034665	host	gene-AUO97_RS11455	None	None	9.33157718976222
gene-AUO97_RS15095	2.02925808811313	2.580445323403263	1.8250678020514013	2.317359115386469	0.14301745061923543	0.17880843044004524	host	gene-AUO97_RS15095	None	None	0.6399918956729587
gene-AUO97_RS16660	0.8304993845010804	0.4177191471993426	0.18029391723703966	0.02024517007412813	0.18366840557560724	0.16402323722536452	host	gene-AUO97_RS16660	None	None	0.23373903911581487
gene-AUO97_RS01490	53.46429018749674	36.124008854604966	9.79229363225639	7.697023678182819	6.640455412476113	6.6641534969575815	host	era	None	None	16.54480763092378
gene-AUO97_RS07155	11.857480366811586	10.719212309583131	4.6623009980444605	2.148273772865951	2.347485358820031	1.1603321265652398	host	gene-AUO97_RS07155	None	None	3.294193450911679
gene-AUO97_RS12375	1.1532336519959894	0.7648673861792018	0.3882820137112065	0.33028579758608284	0.14629906768253698	0.15581332279007146	host	ata	None	None	0.26578941645370885
gene-AUO97_RS02380	31.709325637545557	19.45875027370271	4.891545683133493	5.585979842953186	1.786393897086561	2.7036496935980914	host	yhbY	None	None	10.89833405090597
gene-AUO97_RS10330	2.266014536483207	2.363762400991968	0.7040367357641808	1.0194082849593513	0.3397329031438343	0.14158437057148562	host	mazG	None	None	0.6741296741466108
gene-AUO97_RS14540	0.6764193627043767	0.05059696712555418	0.04679661030901029	0.036783478022007446	0.04767248353974514	0.05960281014668175	host	gene-AUO97_RS14540	None	None	0.35849952031878385
gene-AUO97_RS05820	2.5654794205133946	1.696403870015108	0.8306398329849326	0.21763557829687738	0.4701036571280423	0.5877499333908894	host	uraH	None	None	0.6288695771869818
gene-AUO97_RS01315	12.518708647596698	10.079038759022842	2.138813497078612	1.998370411244202	1.0277569831949105	1.593349616998136	host	gene-AUO97_RS01315	None	None	4.3207005690326135
gene-AUO97_RS02120	3.2444674453829503	2.3732074865496333	0.490636999794209	0.9133928415568429	0.7102706032048557	0.16444816789175146	host	gene-AUO97_RS02120	None	None	0.9337101304779181
gene-AUO97_RS19440	227.19885748066622	244.53875618688372	88.04782229640287	65.85030783325519	26.352667865291977	32.34303919173866	host	gene-AUO97_RS19440	None	None	68.96680299432836
gene-AUO97_RS05985	0.031131660383758048	0.030272904488042245	0.027999095493874134	0.06602427656197404	0.02852314324147673	0.03566123191360453	host	arsB	None	None	0.004898702401725702
gene-AUO97_RS14720	1.150373961927424	0.7912340909735396	0.17664239486261857	0.17851627181819815	0.07712080248581556	0.03214024952213471	host	gene-AUO97_RS14720	None	None	0.4383301752751835
gene-AUO97_RS01415	19.688888425430978	11.879362929330396	2.2276250066414103	2.4632390452692032	0.8846496093227706	0.9136839873622008	host	gene-AUO97_RS01415	None	None	7.883449309136794
gene-AUO97_RS12940	16.800625048736627	11.928349992956502	3.5566487394173025	2.9380803070078447	1.7769918239440001	2.6833456049900426	host	gene-AUO97_RS12940	None	None	4.881461482087593
gene-AUO97_RS13925	1.332544618654934	1.2325777299471512	0.4384609089070026	1.0339285537857519	0.02977782696177629	0.18614953902116146	host	gene-AUO97_RS13925	None	None	0.37062403913483993
gene-AUO97_RS02065	27.23556620551837	19.375947081048658	7.811549067645537	6.695766940793292	5.869294170270963	4.997124965595733	host	dapF	None	None	5.81828733086215
gene-AUO97_RS06630	0.4397964720880105	0.29081209200258995	0.17403882214922398	0.2114174189169666	0.04835351901888436	0.14105998401381348	host	gene-AUO97_RS06630	None	None	0.06983633927881634
gene-AUO97_RS15465	0.13193894162640316	0.1282994523540838	0.11866283328356181	0.09327239069866174	0.12088379754721089	0.1511356971576573	host	gene-AUO97_RS15465	None	None	0.0024190414269167734
gene-AUO97_RS15580	0.181686411419965	0.5300239671021167	0.49021367192553406	0.8990846841116902	0.1664629343273068	0.20812128788923298	host	gene-AUO97_RS15580	None	None	0.16650382731696406
gene-AUO97_RS05305	1.2314301218464294	0.7748280651972119	0.45603755536427676	0.7681255704595673	0.3318378756197946	0.4148823059229808	host	gene-AUO97_RS05305	None	None	0.14098914492474102
gene-AUO97_RS18000	0.12046599018062897	0.35142893470901215	0.10834432604151295	0.08516174802921289	0.33111648893366463	0.13799346262220882	host	gene-AUO97_RS18000	None	None	0.06272879903420552
gene-AUO97_RS06550	7.666917676427427	7.750692943582322	3.4818601218272516	4.454076081856641	1.5996403894603521	2.173869616651235	host	gene-AUO97_RS06550	None	None	1.3070112279685215
gene-AUO97_RS14045	2.1956631417827848	1.7284114902040724	0.9716918800955815	0.4681218099215853	0.4151103991243846	0.19961318492520774	host	gene-AUO97_RS14045	None	None	0.5396784595339543
gene-AUO97_RS11925	1.3139486351660354	2.499855308754829	0.6679371852868531	0.605789754022236	0.36639006679257735	0.719842186462244	host	pnuC	None	None	0.5002969391710281
gene-AUO97_RS03015	17.218031882245615	11.09790262862825	3.6192164151486352	3.497714651199815	3.686955825189932	3.2494174888896317	host	elsL	None	None	4.010388060828681
gene-AUO97_RS05185	40.35732353869435	29.22894796357582	10.823488732833972	8.903273657599529	6.82077669796687	7.501826422552807	host	hisB	None	None	9.573965406878077
gene-AUO97_RS08375	0.02414568866365548	0.023479638339309453	0.02171607406496556	0.017069457121323718	0.02212252504131964	0.027658820394865388	host	gene-AUO97_RS08375	None	None	0.00044270039185405
gene-AUO97_RS13850	2.477988377867877	1.5622901372649614	0.7592088891164495	0.4812580355459205	0.42413283267178664	0.4055041309488004	host	gene-AUO97_RS13850	None	None	0.5745485006977457
gene-AUO97_RS16735	0.4548939629208825	0.040213261185608355	0.11157848502782677	0.029234629920476065	0.11366685441006397	0.14211267046167775	host	gene-AUO97_RS16735	None	None	0.13731612442071092
gene-AUO97_RS10040	4.760951668265421	5.5403679002481825	0.35097457731757714	0.7172778214291452	0.3575436265480885	0.8046379369802036	host	gene-AUO97_RS10040	None	None	2.2822940441816506
gene-AUO97_RS09075	2.249091200536144	1.6073505962404044	0.41430446437390284	0.5172170711603052	0.47171281390060776	0.3414410370994507	host	gene-AUO97_RS09075	None	None	0.5697955297304514
gene-AUO97_RS07370	6.914388236397414	4.857761951221489	2.826654954038278	2.549259729065513	2.030847798793143	1.5537651970476767	host	gene-AUO97_RS07370	None	None	1.0029188319965494
gene-AUO97_RS15845	84.61198830314467	66.37240358610025	27.428300140219704	26.206325496989514	12.675291433846857	9.893655430486088	host	gene-AUO97_RS15845	None	None	20.510417073563858
gene-AUO97_RS01150	198.3855614887742	146.8097240279634	77.53722120035476	66.15951219694115	56.454389396979636	48.27232760175257	host	gene-AUO97_RS01150	None	None	30.46704637898949
gene-AUO97_RS06540	41.04688587791358	29.240500043589623	8.824158531671674	8.044609941941173	5.805195906684032	5.8500784957162795	host	guaA	None	None	11.365849686999868
gene-AUO97_RS00985	90.30893972788617	69.891444242789	35.03490780708726	29.865634803908122	25.435865994785406	15.963520963147406	host	gene-AUO97_RS00985	None	None	15.852391260980415
gene-AUO97_RS10785	0.1759185888352042	0.17106593647211174	0.15821711104474906	0.15989552691199155	0.02302548524708779	0.02878775183955377	host	gene-AUO97_RS10785	None	None	0.03697666942019389
gene-AUO97_RS11840	28.42644999735807	21.179964437977638	7.999653821141911	7.3192396679147285	7.703855909498669	6.15042160645238	host	mqo	None	None	5.547455591412044
gene-AUO97_RS14765	4.016935812311279	3.812006435882909	1.7846061040549643	2.0185937480461464	1.0198580648961197	1.8294679149389783	host	gene-AUO97_RS14765	None	None	0.508347384257428
gene-AUO97_RS15785	10.391392137383475	6.817437104291524	1.91752557631877	1.7516457982854394	1.425465092740421	0.8580945301360231	host	gene-AUO97_RS15785	None	None	3.2192251857691145
gene-AUO97_RS07230	5.220856632291061	5.076841139432672	0.7413975368791135	1.2302705417773896	0.587435313700496	0.3147619477994185	host	gene-AUO97_RS07230	None	None	2.0213271940979274
gene-AUO97_RS03420	1.3079164648182573	0.6024496023583066	0.30955521726146557	0.2433192800834654	0.18920942224780835	0.3942670360634538	host	gene-AUO97_RS03420	None	None	0.28646757543768625
gene-AUO97_RS14675	3.3683235685799393	2.4301425681185282	1.074945666215795	1.2546050984172932	0.36502166318177404	0.45637053651527887	host	gene-AUO97_RS14675	None	None	0.7792245977950691
gene-AUO97_RS15950	4.660370482050609	2.186995685734466	1.1469085560043004	0.5081198857307849	0.6160521565376689	0.45150999067182973	host	gene-AUO97_RS15950	None	None	1.399688423989295
gene-AUO97_RS14345	8.477569308980083	8.08286549830728	3.087004752436541	2.543412803081418	1.3261133014507465	1.2790140341550997	host	gene-AUO97_RS14345	None	None	2.1826708304940747
gene-AUO97_RS08190	0.13038671878373959	0.12679004703227106	0.11726679995081402	0.09217506845514807	0.11946163522312606	0.14935763013227307	host	gene-AUO97_RS08190	None	None	0.0023905821160118686
gene-AUO97_RS15535	0.11917065695288027	0.11588337631981763	0.1071793332883784	0.08424603030846867	0.10918536552651306	0.13650966194885175	host	gene-AUO97_RS15535	None	None	0.0021849406436667634
gene-AUO97_RS11335	31.677812661986497	22.996919160538297	10.59556322390229	11.413015365804752	4.077686525135839	4.498369568944446	host	panD	None	None	7.039710360168108
gene-AUO97_RS00260	0.026200640890349566	0.025477905432016643	0.02356425058113284	0.018522176876329993	0.02400529312994259	0.03001276255613053	host	gene-AUO97_RS00260	None	None	0.0004803770209480118
gene-AUO97_RS16830	0.38216796884889187	0.07432519998443475	0.2062278206031557	0.2701683040926754	0.07002923444114285	0.26266341850848024	host	gene-AUO97_RS16830	None	None	0.05850587001234426
gene-AUO97_RS08925	88.16715611862055	66.96015944387189	18.859895997352627	17.83466291622306	10.180960675528782	9.588366808096847	host	gene-AUO97_RS08925	None	None	26.7717363035944
gene-AUO97_RS04630	62.9348751557943	46.26478251888262	11.178038895311522	9.233966679167512	2.5385597484914286	4.443389496435125	host	gene-AUO97_RS04630	None	None	23.632111446609063
gene-AUO97_RS05485	216.00172998099046	152.71338319482277	59.857447758398756	54.965323681617555	34.493007716615494	34.35610435387983	host	ssb	None	None	50.86488806954272
gene-AUO97_RS18450	0.5909256623876773	0.457354739838932	0.3796177691552467	0.23018692285589207	0.0994430369376403	0.12432925685657117	host	mgtA	None	None	0.1012710339989357
gene-AUO97_RS12265	2.770717774154466	3.0934423512040206	2.1227462398503834	3.1194432889219095	0.2820621942768254	0.5877499333908894	host	gene-AUO97_RS12265	None	None	0.6682865487288489
