Geneid	5_R1	5_R2	30_R1	30_R2	60_R1	60_R2	120_R1	120_R2	Entity	Symbol
gene-TX72_RS00525	69	71	28	53	17	7	3	6	host	gene-TX72_RS00525
gene-TX72_RS07000	108	121	23	31	17	14	5	3	host	gene-TX72_RS07000
gene-TX72_RS09185	1061	903	132	287	145	49	25	39	host	gene-TX72_RS09185
gene-TX72_RS03245	134	113	15	20	15	9	3	7	host	gene-TX72_RS03245
gene-TX72_RS11090	119	177	21	26	12	2	3	6	host	gene-TX72_RS11090
gene-BSV9_gp15	0	0	942	2112	10195	5334	12980	21221	phage	gene-BSV9_gp15
gene-TX72_RS10330	66	78	13	24	13	4	2	2	host	crtD
gene-TX72_RS09170	2015	1865	331	486	172	142	53	62	host	map
gene-TX72_RS02145	93	81	55	115	33	28	9	9	host	gene-TX72_RS02145
gene-BSV9_gp215	0	0	8069	18748	29141	13134	5118	6624	phage	gene-BSV9_gp215
gene-TX72_RS01015	2827	3383	246	319	140	62	36	52	host	psbE
gene-TX72_RS04150	121	102	32	47	31	12	1	9	host	gene-TX72_RS04150
gene-TX72_RS12380	65	64	10	17	11	4	2	2	host	gene-TX72_RS12380
gene-TX72_RS07425	1429	1440	140	237	86	65	22	25	host	thrS
gene-TX72_RS05250	205	216	26	34	15	7	5	7	host	ispE
gene-TX72_RS07655	481	487	74	134	34	34	10	12	host	pyrC
gene-TX72_RS12130	473	505	59	93	45	13	6	11	host	gene-TX72_RS12130
gene-TX72_RS01615	651	623	92	190	98	27	15	30	host	sufD
gene-TX72_RS00665	41	46	4	17	12	5	1	3	host	egtB
gene-TX72_RS02625	53	44	4	5	4	3	0	0	host	gene-TX72_RS02625
gene-BSV9_gp49	0	0	10005	26686	114552	61861	24439	33902	phage	gene-BSV9_gp49
gene-TX72_RS12480	1017	800	59	67	33	17	14	9	host	gene-TX72_RS12480
gene-TX72_RS14740	7	2	3	1	3	1	0	1	host	gene-TX72_RS14740
gene-TX72_RS10955	127	159	17	19	3	3	3	1	host	gene-TX72_RS10955
gene-TX72_RS06435	608	642	129	165	94	50	15	22	host	ggpS
gene-TX72_RS02880	69	84	9	18	10	2	3	3	host	gene-TX72_RS02880
gene-TX72_RS11045	217	246	41	56	32	14	1	6	host	nadB
gene-TX72_RS14090	70	59	9	10	4	3	0	3	host	gene-TX72_RS14090
gene-TX72_RS02590	110	94	21	44	25	7	4	6	host	prmA
gene-TX72_RS08345	337	335	67	95	36	36	17	15	host	gene-TX72_RS08345
gene-TX72_RS11005	458	441	207	1951	149	83	102	40	host	gene-TX72_RS11005
gene-BSV9_gp104	0	0	480	1215	16184	9393	65155	92083	phage	gene-BSV9_gp104
gene-TX72_RS07135	282	318	60	65	50	10	6	12	host	gene-TX72_RS07135
gene-TX72_RS09810	125	108	25	45	16	14	5	2	host	gene-TX72_RS09810
gene-TX72_RS07595	293	463	23	28	25	8	2	4	host	gene-TX72_RS07595
gene-BSV9_gp121	0	0	967	2492	8753	4470	7553	11183	phage	gene-BSV9_gp121
gene-TX72_RS14250	70	66	14	29	6	5	1	4	host	gene-TX72_RS14250
gene-TX72_RS02330	63	58	4	10	9	4	2	1	host	gene-TX72_RS02330
gene-TX72_RS07660	1301	1355	206	392	163	79	39	60	host	gene-TX72_RS07660
gene-TX72_RS01370	286	290	27	77	27	16	8	11	host	gene-TX72_RS01370
gene-TX72_RS02875	54	47	13	16	5	2	2	1	host	gene-TX72_RS02875
gene-TX72_RS09315	83	92	10	26	7	2	1	2	host	ispD
gene-TX72_RS10265	2215	1922	237	1078	186	83	47	61	host	gene-TX72_RS10265
gene-TX72_RS12340	12	12	4	14	9	1	1	2	host	gene-TX72_RS12340
gene-BSV9_gp34	1	1	4619	10528	128898	70414	85043	113435	phage	gene-BSV9_gp34
gene-TX72_RS07440	506	494	51	111	48	20	4	8	host	thrB
gene-TX72_RS14760	138	129	26	32	23	8	4	4	host	gene-TX72_RS14760
gene-TX72_RS06940	1329	1214	285	366	147	79	41	59	host	gene-TX72_RS06940
gene-TX72_RS14470	151	141	28	44	17	7	4	5	host	gene-TX72_RS14470
gene-TX72_RS00980	215	204	23	47	21	9	4	5	host	hisS
gene-TX72_RS00200	24	34	1	9	3	1	0	0	host	gene-TX72_RS00200
gene-TX72_RS01390	66	66	12	19	10	3	1	3	host	dcd
gene-TX72_RS10050	619	542	88	115	56	34	21	16	host	gene-TX72_RS10050
gene-TX72_RS12470	421	373	82	63	46	19	12	17	host	gene-TX72_RS12470
gene-TX72_RS12040	345	365	26	62	32	12	6	12	host	mnmG
gene-TX72_RS00395	36	38	4	8	4	1	3	1	host	gene-TX72_RS00395
gene-TX72_RS05290	446	455	89	150	71	60	27	22	host	gene-TX72_RS05290
gene-TX72_RS14440	247	226	48	71	34	14	10	18	host	gene-TX72_RS14440
gene-TX72_RS08140	494	490	51	98	42	22	11	10	host	gene-TX72_RS08140
gene-TX72_RS05370	3017	2957	404	608	295	128	68	82	host	gene-TX72_RS05370
gene-TX72_RS10245	367	431	41	91	46	14	14	14	host	gene-TX72_RS10245
gene-TX72_RS04560	150	109	18	32	11	6	4	3	host	gene-TX72_RS04560
gene-TX72_RS06450	108	139	16	44	19	13	4	3	host	gene-TX72_RS06450
gene-TX72_RS05375	336	377	34	53	33	10	6	9	host	gene-TX72_RS05375
gene-TX72_RS06315	242	201	35	48	19	11	5	7	host	gene-TX72_RS06315
gene-TX72_RS03925	194	183	53	49	29	15	4	5	host	arsJ
gene-BSV9_gp95	0	0	12882	33955	153045	77426	52330	66322	phage	gene-BSV9_gp95
gene-TX72_RS06775	80	92	20	17	8	8	1	4	host	gene-TX72_RS06775
gene-TX72_RS04055	42	56	8	13	3	4	1	1	host	gene-TX72_RS04055
gene-TX72_RS08825	186	158	22	46	14	10	6	7	host	cobO
gene-TX72_RS05395	143	162	21	31	15	7	1	6	host	gene-TX72_RS05395
gene-TX72_RS05760	120	132	28	27	7	10	7	4	host	gene-TX72_RS05760
gene-TX72_RS12695	81	77	9	17	9	4	2	0	host	gene-TX72_RS12695
gene-TX72_RS00155	3326	3016	508	761	270	174	81	82	host	efp
gene-TX72_RS04510	64	65	13	14	6	4	3	4	host	gene-TX72_RS04510
gene-TX72_RS11595	137	114	15	21	16	10	3	2	host	gene-TX72_RS11595
gene-TX72_RS01850	57	43	12	16	8	3	3	1	host	gene-TX72_RS01850
gene-TX72_RS14430	54	61	8	12	8	1	1	1	host	gene-TX72_RS14430
gene-TX72_RS09015	122	129	17	37	16	7	3	3	host	gene-TX72_RS09015
gene-TX72_RS05230	436	391	66	84	30	15	11	10	host	gene-TX72_RS05230
gene-BSV9_gp132	0	0	139	347	22212	11646	104595	149525	phage	22
gene-TX72_RS06915	845	645	114	184	84	44	22	25	host	gene-TX72_RS06915
gene-TX72_RS11170	134	144	15	34	7	5	0	2	host	gene-TX72_RS11170
gene-TX72_RS03585	310	265	32	62	22	12	4	5	host	gene-TX72_RS03585
gene-TX72_RS01775	621	649	88	112	39	49	21	12	host	gene-TX72_RS01775
gene-TX72_RS11805	191	196	30	43	16	6	11	9	host	gene-TX72_RS11805
gene-BSV9_gp60	0	0	21501	47505	54057	33054	11077	13745	phage	gene-BSV9_gp60
gene-TX72_RS02890	89	114	7	21	9	4	2	2	host	gene-TX72_RS02890
gene-TX72_RS05120	730	734	86	145	60	43	10	15	host	carA
gene-BSV9_gp57	0	1	14470	39580	35502	15593	6841	11089	phage	gene-BSV9_gp57
gene-TX72_RS01120	1081	1191	98	225	90	41	30	25	host	fabI
gene-TX72_RS07730	220	302	29	43	19	7	5	6	host	gene-TX72_RS07730
gene-TX72_RS06135	1707	2161	175	332	120	71	16	28	host	rpsR
gene-TX72_RS12545	6511	5411	1167	1847	668	500	280	278	host	gene-TX72_RS12545
gene-TX72_RS10685	235	269	36	47	27	9	3	9	host	cobJ
gene-TX72_RS10775	361	332	32	47	28	9	10	9	host	gene-TX72_RS10775
gene-TX72_RS04890	191	206	39	58	21	16	2	8	host	gene-TX72_RS04890
gene-TX72_RS05325	481	521	88	107	35	28	9	18	host	mnmH
gene-TX72_RS07125	7	6	5	6	4	2	1	0	host	gene-TX72_RS07125
gene-TX72_RS03110	287	308	31	52	26	9	5	7	host	gene-TX72_RS03110
gene-TX72_RS03380	973	967	124	175	97	53	16	16	host	gene-TX72_RS03380
gene-TX72_RS11055	371	366	41	77	34	13	5	13	host	rimO
gene-TX72_RS01920	239	165	55	99	24	27	7	16	host	gene-TX72_RS01920
gene-TX72_RS14345	28	33	2	13	5	3	0	1	host	gene-TX72_RS14345
gene-TX72_RS05360	3726	3702	947	1401	675	166	150	191	host	glnA
gene-TX72_RS08185	502	608	59	88	36	19	2	6	host	gene-TX72_RS08185
gene-TX72_RS13915	178	190	29	71	34	19	2	7	host	gene-TX72_RS13915
gene-TX72_RS01520	1108	1020	117	230	87	54	31	31	host	gene-TX72_RS01520
gene-TX72_RS12945	16	11	8	25	14	6	2	2	host	gene-TX72_RS12945
gene-TX72_RS07940	32	32	3	7	2	1	1	2	host	gene-TX72_RS07940
gene-TX72_RS02225	207	168	21	62	20	8	7	4	host	queF
gene-TX72_RS12390	45	53	8	16	9	0	1	4	host	gene-TX72_RS12390
gene-TX72_RS06815	4852	3162	113	175	69	46	20	14	host	gene-TX72_RS06815
gene-TX72_RS05260	2401	2330	384	594	313	145	73	84	host	gene-TX72_RS05260
gene-BSV9_gp93	0	0	10170	26223	15942	8443	4970	7538	phage	gene-BSV9_gp93
gene-TX72_RS08610	274	278	36	48	24	9	7	11	host	gene-TX72_RS08610
gene-BSV9_gp157	0	0	21051	52564	66502	32247	11693	14943	phage	gene-BSV9_gp157
gene-TX72_RS10395	913	1082	184	284	173	35	18	37	host	gene-TX72_RS10395
gene-TX72_RS04650	800	968	79	145	68	24	13	16	host	lysA
gene-TX72_RS01270	183	176	31	53	26	13	7	10	host	murJ
gene-TX72_RS11420	100	136	11	24	10	3	2	5	host	gene-TX72_RS11420
gene-TX72_RS11030	285	300	37	67	30	17	3	11	host	gene-TX72_RS11030
gene-TX72_RS01985	505	470	91	138	57	35	20	11	host	gene-TX72_RS01985
gene-TX72_RS12805	472	399	89	165	54	47	21	34	host	gene-TX72_RS12805
gene-BSV9_gp59	0	0	12386	27070	28230	11569	4232	6739	phage	gene-BSV9_gp59
gene-TX72_RS07160	251	241	86	117	54	28	11	23	host	gene-TX72_RS07160
gene-TX72_RS04200	625	557	68	118	42	25	10	13	host	gene-TX72_RS04200
gene-TX72_RS05570	196	197	43	62	24	15	7	10	host	lptB
gene-TX72_RS06890	40	51	4	11	5	2	1	2	host	gene-TX72_RS06890
gene-TX72_RS10075	8331	8191	1365	1591	699	476	314	314	host	gene-TX72_RS10075
gene-TX72_RS13380	187	142	55	80	34	20	12	10	host	gene-TX72_RS13380
gene-TX72_RS02725	325	239	41	59	30	13	8	19	host	gene-TX72_RS02725
gene-TX72_RS01530	1128	1373	142	285	147	50	20	26	host	sat
gene-TX72_RS09560	161	160	30	35	18	8	7	3	host	gene-TX72_RS09560
gene-TX72_RS01930	30	39	5	16	4	1	2	3	host	gene-TX72_RS01930
gene-TX72_RS14575	110	128	62	133	85	36	13	18	host	gene-TX72_RS14575
gene-TX72_RS08315	848	886	91	124	53	36	13	24	host	gene-TX72_RS08315
gene-TX72_RS03475	100	134	15	31	7	3	1	4	host	gene-TX72_RS03475
gene-TX72_RS12890	136	123	56	113	61	26	11	18	host	gene-TX72_RS12890
gene-TX72_RS09930	395	383	54	86	33	21	7	9	host	minD
gene-TX72_RS09465	83	92	9	19	3	5	3	2	host	gene-TX72_RS09465
gene-TX72_RS13665	13	24	6	6	1	3	3	2	host	gene-TX72_RS13665
gene-TX72_RS03320	76	72	14	26	4	1	3	4	host	gene-TX72_RS03320
gene-TX72_RS05400	122	102	15	27	11	6	5	2	host	gene-TX72_RS05400
gene-TX72_RS10400	3084	3312	694	907	32282	187	86	122	host	rplB
gene-TX72_RS10895	495	534	68	142	60	22	16	12	host	gene-TX72_RS10895
gene-TX72_RS03655	70	65	12	22	8	4	2	8	host	gene-TX72_RS03655
gene-TX72_RS06975	45	55	11	14	7	4	3	1	host	gene-TX72_RS06975
gene-TX72_RS02955	40	49	7	16	8	0	1	0	host	grrA
gene-TX72_RS00030	269	240	34	76	22	25	8	12	host	gene-TX72_RS00030
gene-TX72_RS06460	71	91	25	33	21	12	3	5	host	gene-TX72_RS06460
gene-TX72_RS09040	573	525	106	158	67	37	16	20	host	gene-TX72_RS09040
gene-TX72_RS10230	138	129	20	32	15	6	7	3	host	gene-TX72_RS10230
gene-BSV9_gp56	3	2	16261	45966	40698	18894	7594	10930	phage	gene-BSV9_gp56
gene-BSV9_gp23	0	0	60868	142019	320769	169717	107921	133619	phage	gene-BSV9_gp23
gene-TX72_RS08935	782	867	103	191	93	32	20	14	host	gene-TX72_RS08935
gene-TX72_RS01705	441	395	51	78	38	21	10	11	host	gene-TX72_RS01705
gene-TX72_RS02010	107	117	5	27	5	7	1	2	host	gene-TX72_RS02010
gene-BSV9_gp79	360	583	21718	44435	23153	11088	1870	2265	phage	gene-BSV9_gp79
gene-TX72_RS06320	305	288	25	58	24	16	11	8	host	gene-TX72_RS06320
gene-TX72_RS02680	219	187	27	52	28	11	5	11	host	gene-TX72_RS02680
gene-TX72_RS03910	38	37	8	10	7	2	0	0	host	gene-TX72_RS03910
gene-TX72_RS13230	634	532	138	205	98	56	17	17	host	gene-TX72_RS13230
gene-TX72_RS04880	220	210	20	40	30	9	6	3	host	gene-TX72_RS04880
gene-TX72_RS06100	821	805	108	163	61	32	15	23	host	psb32
gene-TX72_RS02060	389	415	55	79	42	16	2	8	host	gene-TX72_RS02060
gene-TX72_RS06165	315	350	27	61	19	13	5	9	host	gene-TX72_RS06165
gene-TX72_RS00070	717	861	119	199	105	28	22	29	host	gene-TX72_RS00070
gene-TX72_RS09275	4995	5874	640	885	432	194	103	135	host	petA
gene-TX72_RS08600	174	167	26	33	20	5	5	9	host	gene-TX72_RS08600
gene-TX72_RS14910	195	158	122	139	76	31	11	10	host	gene-TX72_RS14910
gene-TX72_RS13455	117	101	64	77	36	27	13	13	host	gene-TX72_RS13455
gene-BSV9_gp179	0	0	18319	44540	72985	40113	10831	12295	phage	gene-BSV9_gp179
gene-TX72_RS03430	1438	1209	155	241	112	57	18	37	host	polA
gene-TX72_RS02015	133	163	19	32	22	2	5	6	host	gene-TX72_RS02015
gene-TX72_RS10025	709	585	86	98	55	33	15	28	host	gene-TX72_RS10025
gene-TX72_RS04605	134	81	15	34	13	8	2	3	host	recR
gene-TX72_RS11035	250	262	36	64	33	19	5	8	host	gene-TX72_RS11035
gene-TX72_RS08835	382	402	51	84	27	15	10	8	host	pyrH
gene-TX72_RS01400	189	199	19	26	16	6	4	5	host	gene-TX72_RS01400
gene-TX72_RS10320	233	238	35	67	34	15	8	12	host	gene-TX72_RS10320
gene-TX72_RS03175	356	328	22	65	15	12	5	7	host	gene-TX72_RS03175
gene-TX72_RS07365	496	477	84	121	56	25	17	15	host	gene-TX72_RS07365
gene-BSV9_gp150	1	1	203762	450353	725440	367982	120211	140229	phage	gene-BSV9_gp150
gene-TX72_RS10720	3600	3395	477	707	17207	131	59	89	host	gltB
gene-TX72_RS01840	230	210	53	127	113	47	20	17	host	gene-TX72_RS01840
gene-TX72_RS02310	337	327	49	85	34	20	7	8	host	gene-TX72_RS02310
gene-TX72_RS06760	209	242	30	49	14	4	7	5	host	gene-TX72_RS06760
gene-TX72_RS01210	946	1084	90	140	52	31	19	22	host	gene-TX72_RS01210
gene-TX72_RS08440	99	165	13	36	12	5	3	1	host	hisF
gene-BSV9_gp14	0	0	1593	4056	13419	6806	12084	19227	phage	gene-BSV9_gp14
gene-TX72_RS06650	317	225	1015	23	125	1273	1150	46	host	chrA
gene-TX72_RS05410	129	130	26	37	19	10	3	4	host	gene-TX72_RS05410
gene-TX72_RS06470	1494	1248	119	139	69	33	18	27	host	gene-TX72_RS06470
gene-TX72_RS03440	1914	1890	276	455	176	120	34	58	host	ychF
gene-TX72_RS02690	2239	2470	337	634	220	139	47	76	host	gene-TX72_RS02690
gene-TX72_RS08840	312	449	508	118	90	241	244	48	host	frr
gene-TX72_RS11185	181	179	22	39	17	5	3	3	host	gene-TX72_RS11185
gene-TX72_RS03750	170	179	24	52	13	7	1	5	host	gene-TX72_RS03750
gene-TX72_RS09295	185	172	32	59	14	16	15	10	host	gene-TX72_RS09295
gene-BSV9_gp129	0	0	542	1330	26207	13737	41022	55923	phage	20
gene-TX72_RS09915	548	503	76	111	52	35	8	15	host	ctpZ
gene-TX72_RS11815	3759	4262	703	1064	715	266	96	115	host	rplL
gene-TX72_RS02090	145	94	16	30	10	6	4	3	host	gene-TX72_RS02090
gene-TX72_RS10865	322	332	32	66	24	7	5	7	host	bcp
gene-TX72_RS08860	81	76	13	26	6	13	4	1	host	gene-TX72_RS08860
gene-TX72_RS11405	255	235	34	55	25	8	3	6	host	gene-TX72_RS11405
gene-TX72_RS02605	5223	4817	507	828	354	204	131	130	host	psbV
gene-TX72_RS13195	293	315	47	79	41	23	11	6	host	gene-TX72_RS13195
gene-TX72_RS12140	302	321	24	61	28	12	11	8	host	gene-TX72_RS12140
gene-BSV9_gp3	0	0	2087	6381	18447	9022	4511	6480	phage	gene-BSV9_gp3
gene-TX72_RS09685	740	624	104	178	66	51	26	38	host	gene-TX72_RS09685
gene-TX72_RS04530	57	84	9	22	8	0	2	3	host	gene-TX72_RS04530
gene-TX72_RS06810	117	126	43	34	15	15	3	6	host	gene-TX72_RS06810
gene-TX72_RS01430	474	483	58	74	35	14	9	19	host	gene-TX72_RS01430
gene-TX72_RS08120	142	132	18	20	6	5	2	0	host	gene-TX72_RS08120
gene-TX72_RS02385	2795	3710	589	874	494	175	106	120	host	atpH
gene-TX72_RS00815	165	196	33	34	22	4	2	9	host	gene-TX72_RS00815
gene-TX72_RS02315	66	73	12	18	10	3	0	1	host	gene-TX72_RS02315
gene-TX72_RS08240	524	430	44	111	27	23	11	8	host	gene-TX72_RS08240
gene-BSV9_gp195	0	0	9358	26810	89038	36760	37288	58382	phage	gene-BSV9_gp195
gene-TX72_RS14820	3	3	0	2	0	0	0	0	host	gene-TX72_RS14820
gene-TX72_RS07170	63	51	11	17	11	4	1	2	host	gene-TX72_RS07170
gene-BSV9_gp120	0	0	440	1367	3276	1941	2255	3655	phage	gene-BSV9_gp120
gene-TX72_RS07550	383	349	61	76	50	27	22	19	host	clpB
gene-TX72_RS12990	1063	990	250	413	169	120	41	52	host	gene-TX72_RS12990
gene-TX72_RS02660	48	56	10	8	5	5	1	1	host	kaiB
gene-TX72_RS09600	1087	1101	159	266	106	52	30	39	host	gene-TX72_RS09600
gene-TX72_RS02480	387	438	97	186	161	30	17	55	host	groES
gene-TX72_RS05900	937	913	146	282	101	68	33	27	host	gene-TX72_RS05900
gene-TX72_RS01515	403	414	54	97	41	17	15	15	host	coaBC
gene-BSV9_gp147	0	0	3901	10086	35053	15193	8939	13635	phage	gene-BSV9_gp147
gene-BSV9_gp74	185	266	28729	61689	56313	24565	5457	6421	phage	gene-BSV9_gp74
gene-TX72_RS03500	294	270	36	66	29	16	5	11	host	gene-TX72_RS03500
gene-TX72_RS14800	31	22	5	12	4	1	1	0	host	gene-TX72_RS14800
gene-TX72_RS06070	6342	8702	841	1274	537	247	90	139	host	gene-TX72_RS06070
gene-TX72_RS09975	246	244	35	46	26	12	5	9	host	gene-TX72_RS09975
gene-TX72_RS01460	768	890	93	149	63	25	15	9	host	crtR
gene-TX72_RS05185	567	524	73	109	42	19	8	14	host	arsB
gene-TX72_RS13785	593	587	117	177	70	34	20	18	host	gene-TX72_RS13785
gene-TX72_RS09050	4598	4490	859	1090	710	223	114	160	host	gene-TX72_RS09050
gene-TX72_RS05660	121	98	10	18	7	2	0	2	host	gene-TX72_RS05660
gene-TX72_RS01180	208	211	23	36	19	9	0	1	host	pyrE
gene-TX72_RS06090	79	91	17	29	10	9	1	2	host	gene-TX72_RS06090
gene-TX72_RS08790	50	31	8	22	5	6	1	2	host	gene-TX72_RS08790
gene-BSV9_gp148	0	0	14123	33805	116029	60570	30405	42286	phage	46
gene-BSV9_gp218	0	0	5318	12216	32847	16141	8785	11250	phage	gene-BSV9_gp218
gene-TX72_RS06430	1818	1588	239	450	158	96	43	59	host	gene-TX72_RS06430
gene-TX72_RS08775	243	226	26	48	32	10	5	6	host	gene-TX72_RS08775
gene-TX72_RS00625	70	50	5	16	7	4	1	3	host	gene-TX72_RS00625
gene-TX72_RS04000	184	150	28	47	22	9	4	4	host	gene-TX72_RS04000
gene-TX72_RS04870	25	35	5	9	4	0	1	3	host	gene-TX72_RS04870
gene-TX72_RS02710	172	188	33	54	28	5	7	15	host	lpxB
gene-TX72_RS06500	129	138	14	20	11	2	1	4	host	scpB
gene-BSV9_gt204	0	0	5340	15991	14433	6021	3623	5963	phage	gene-BSV9_gt204
gene-TX72_RS06830	72	72	7	13	7	3	1	5	host	gene-TX72_RS06830
gene-TX72_RS01450	238	224	35	39	18	14	10	5	host	gene-TX72_RS01450
gene-TX72_RS02505	417	420	43	64	25	16	8	4	host	secG
gene-TX72_RS08690	95	96	28	28	19	7	2	4	host	gene-TX72_RS08690
gene-TX72_RS13930	52	64	12	20	7	0	2	4	host	gene-TX72_RS13930
gene-TX72_RS12645	48	32	5	10	6	1	0	2	host	pstS
gene-BSV9_gp229	0	0	5066	13173	37752	18484	7607	10374	phage	gene-BSV9_gp229
gene-TX72_RS10105	15161	18262	2689	3199	1719	1222	857	678	host	gene-TX72_RS10105
gene-TX72_RS12685	623	638	67	121	58	32	8	14	host	gene-TX72_RS12685
gene-TX72_RS00705	1727	1761	225	326	155	61	44	44	host	thiC
gene-TX72_RS13285	4	8	3	6	2	1	0	0	host	gene-TX72_RS13285
gene-TX72_RS11545	139	150	23	32	18	5	1	5	host	gene-TX72_RS11545
gene-TX72_RS12015	2875	2985	348	487	219	88	64	66	host	gene-TX72_RS12015
gene-TX72_RS00660	73	62	12	22	8	8	8	3	host	egtD
gene-TX72_RS08605	301	300	36	60	26	9	6	13	host	cbbX
gene-TX72_RS05300	62	53	7	14	9	8	0	4	host	gene-TX72_RS05300
gene-TX72_RS00550	37	59	8	18	7	7	2	0	host	gene-TX72_RS00550
gene-TX72_RS08425	21	17	7	10	5	1	1	0	host	gene-TX72_RS08425
gene-TX72_RS04715	29	42	7	7	7	4	1	2	host	gene-TX72_RS04715
gene-TX72_RS02055	424	365	68	95	40	18	8	9	host	gene-TX72_RS02055
gene-TX72_RS11510	56	59	9	13	2	1	2	0	host	gene-TX72_RS11510
gene-TX72_RS03905	158	135	26	31	20	14	2	2	host	gene-TX72_RS03905
gene-BSV9_gp77	4	29	26315	63371	45168	25611	5229	5935	phage	gene-BSV9_gp77
gene-TX72_RS11105	86	79	8	22	5	1	0	0	host	gene-TX72_RS11105
gene-TX72_RS01900	1048	1007	325	425	207	57	60	87	host	urtA
gene-TX72_RS02035	258	411	30	54	18	10	0	4	host	gene-TX72_RS02035
gene-TX72_RS12245	43	37	7	14	3	1	0	1	host	gene-TX72_RS12245
gene-TX72_RS06840	566	558	69	106	30	12	9	8	host	gene-TX72_RS06840
gene-BSV9_gp111	0	0	253	700	4143	2260	14466	22457	phage	15
gene-BSV9_gp192	0	1	38997	86392	112637	61147	23921	27683	phage	61
gene-TX72_RS05830	168	149	21	34	17	6	3	9	host	gene-TX72_RS05830
gene-TX72_RS12235	28	26	4	6	4	0	2	3	host	gene-TX72_RS12235
gene-BSV9_gp21	0	1	17616	53157	55189	27445	11776	16244	phage	gene-BSV9_gp21
gene-TX72_RS12420	425	338	123	92	70	21	24	33	host	asnB
gene-TX72_RS07220	409	331	37	49	25	12	11	4	host	gene-TX72_RS07220
gene-TX72_RS03850	3146	4155	411	711	270	166	77	74	host	gene-TX72_RS03850
gene-TX72_RS03855	264	329	56	112	39	18	7	17	host	gene-TX72_RS03855
gene-TX72_RS08645	2714	2538	332	587	294	117	54	81	host	gene-TX72_RS08645
gene-BSV9_gp50	0	0	6849	17339	70220	33308	13261	18834	phage	gene-BSV9_gp50
gene-TX72_RS05320	929	1049	86	179	50	30	23	9	host	psb28
gene-TX72_RS11870	600	505	86	103	48	34	28	17	host	gene-TX72_RS11870
gene-BSV9_gp193	1	0	58880	134195	201558	110017	47040	58870	phage	nrdA
gene-TX72_RS05240	70	74	9	19	10	2	2	2	host	gene-TX72_RS05240
gene-TX72_RS12780	95	90	26	42	17	13	1	1	host	gene-TX72_RS12780
gene-TX72_RS14100	34	33	10	14	3	1	2	1	host	gene-TX72_RS14100
gene-TX72_RS03350	68	104	17	27	7	7	1	5	host	gene-TX72_RS03350
gene-TX72_RS05930	56	43	9	17	13	6	4	1	host	gene-TX72_RS05930
gene-TX72_RS02125	357	405	36	50	27	9	5	6	host	gene-TX72_RS02125_gene_galE
gene-TX72_RS11225	236	312	40	40	21	11	5	9	host	gene-TX72_RS11225
gene-TX72_RS14985	995	793	187	452	137	110	42	54	host	gene-TX72_RS14985
gene-TX72_RS09890	491	412	200	2636	144	89	107	28	host	gene-TX72_RS09890
gene-TX72_RS11565	298	304	67	127	62	48	22	18	host	gene-TX72_RS11565
gene-TX72_RS14160	121	143	28	30	9	8	6	3	host	gene-TX72_RS14160
gene-BSV9_gp184	0	0	19406	44542	18738	10701	10012	14610	phage	gene-BSV9_gp184
gene-TX72_RS13450	362	348	96	157	83	52	19	17	host	gene-TX72_RS13450
gene-TX72_RS14770	54	51	14	15	5	2	0	2	host	gene-TX72_RS14770
gene-TX72_RS10780	262	235	40	61	29	16	3	9	host	gene-TX72_RS10780
gene-TX72_RS07555	76	85	14	14	4	5	1	2	host	gene-TX72_RS07555
gene-TX72_RS05655	79	73	8	14	5	1	0	3	host	gene-TX72_RS05655
gene-TX72_RS00215	57	47	17	14	7	5	2	3	host	gene-TX72_RS00215
gene-TX72_RS11080	200	183	26	44	22	10	2	3	host	gene-TX72_RS11080
gene-TX72_RS05145	1270	1347	188	312	109	65	23	29	host	gatA
gene-TX72_RS10310	178	180	8	42	13	9	4	5	host	moeB
gene-TX72_RS09635	188	175	14	32	12	4	8	3	host	gene-TX72_RS09635
gene-TX72_RS05270	458	476	88	113	43	20	9	14	host	secF
gene-TX72_RS07815	576	456	174	321	146	70	23	46	host	gene-TX72_RS07815
gene-BSV9_gp39	0	0	4648	11920	73000	33648	26295	38369	phage	gene-BSV9_gp39
gene-TX72_RS09235	241	265	26	61	26	7	6	4	host	tsaD
gene-BSV9_gp167	0	0	115	310	2377	1321	11802	17962	phage	gene-BSV9_gp167
gene-TX72_RS14350	191	197	63	97	36	19	16	12	host	gene-TX72_RS14350
gene-TX72_RS11905	1167	1173	140	247	102	47	16	22	host	gatB
gene-TX72_RS08710	965	899	113	170	77	31	24	26	host	psaM
gene-TX72_RS12590	535	389	71	159	48	40	24	34	host	gene-TX72_RS12590
gene-TX72_RS01805	40	46	15	22	13	6	0	2	host	gene-TX72_RS01805
gene-TX72_RS13160	405	311	107	130	62	52	38	20	host	gene-TX72_RS13160
gene-TX72_RS04175	93	85	19	20	10	6	2	2	host	gene-TX72_RS04175
gene-TX72_RS06755	179	189	31	47	20	11	6	1	host	gene-TX72_RS06755
gene-TX72_RS08385	302	340	72	131	46	39	23	18	host	gene-TX72_RS08385
gene-TX72_RS03690	1064	961	162	286	106	75	33	38	host	gene-TX72_RS03690
gene-TX72_RS06190	179	221	14	26	12	7	2	2	host	gene-TX72_RS06190
gene-TX72_RS07030	64	71	4	17	12	4	3	5	host	gene-TX72_RS07030
gene-TX72_RS14775	266	232	44	73	19	15	8	12	host	gene-TX72_RS14775
gene-BSV9_gp225	0	0	7329	18278	67474	30831	27785	42562	phage	gene-BSV9_gp225
