Geneid	0	5	15	30	60	120	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-MSMEI_RS03880	43.13340193612434	15.703208086755877	10.605734491659856	15.96917521349924	1.0267706622119048	1.251848090818911	host	gene-MSMEI_RS03880	None	None	16.066276171745635
gene-MSMEI_RS28300	45.47085914042667	32.846922131773816	28.60565271778542	11.547934486752915	1.874230688809838	4.070214772732618	host	pstS	None	None	13.826713967118312
gene-MSMEI_RS10025	4.011109305562197	5.545244302781977	2.9129882071379285	2.949571624375245	3.5875425811056996	1.1416459409288893	host	gene-MSMEI_RS10025	None	None	1.1893724617471662
gene-MSMEI_RS16320	6.078721809196991	4.457880665452677	4.937682817096692	1.1846149728728164	1.4408386025536073	1.4560802518733036	host	gene-MSMEI_RS16320	None	None	2.6646554269085363
gene-MSMEI_RS20650	3.8045287871912556	0.6715341724469917	3.856543463858719	2.844314814089652	0.710261540649336	0.414763112484257	host	gene-MSMEI_RS20650	None	None	2.066445418032373
gene-MSMEI_RS00600	61.59135826808557	131.9688025241167	192.60893114621504	15.784194098008069	10.461960531186165	12.755317033479173	host	gene-MSMEI_RS00600	None	None	97.1517804023514
gene-MSMEI_RS00170	82.22241230798727	63.75256298793906	14.959715554091773	15.277631181850937	10.937330409163698	5.403734051734325	host	gene-MSMEI_RS00170	None	None	29.165791668561262
gene-MSMEI_RS21590	6.659837007942066	5.644908316060484	14.522295562447846	3.3758102984179104	2.23752913094733	1.3066236780573415	host	gene-MSMEI_RS21590	None	None	5.948533012827903
gene-MSMEI_RS28595	7.087800543154788	11.59259129975851	3.160909525921273	5.840151816262986	1.2903084655129604	1.5731557674624315	host	gene-MSMEI_RS28595	None	None	3.6640023376252446
gene-MSMEI_RS22060	33.2818136225249	18.312294943227005	8.239595214475857	8.343074023232838	5.529893423626974	3.2292270900560016	host	gene-MSMEI_RS22060	None	None	13.62035399284101
gene-MSMEI_RS06585	20.779341598422654	125.09493837035757	54.16688819787575	7.482371668090595	4.4675058557165315	1.4216723037982395	host	gene-MSMEI_RS06585	None	None	55.481873175059484
gene-MSMEI_RS04205	13.146461843144712	20.329832076917537	12.241565786277999	5.261398032669356	7.549880428438055	2.0364495162515324	host	gene-MSMEI_RS04205	None	None	6.735267035377854
gene-MSMEI_RS22375	59.30131333895842	64.62794887913672	43.89934510178024	11.153410267747542	4.639120344895952	12.404848266612861	host	holA	None	None	19.503733729479343
gene-MSMEI_RS04045	5.433746241856628	8.995006271594967	7.248123149202604	1.587695258235018	0.7820051306139155	0.45665837637155576	host	gene-MSMEI_RS04045	None	None	3.3877629230080917
gene-MSMEI_RS17835	68.71133687058527	39.89122112624128	10.841537736456056	3.380518193908185	4.467031974186023	0.39108286557771643	host	gene-MSMEI_RS17835	None	None	30.746513034540996
gene-MSMEI_RS02210	19.93855560738703	11.336801095523692	4.1197976072379285	4.171537011616419	5.985976625404458	3.087406106978221	host	gene-MSMEI_RS02210	None	None	6.273378976708077
gene-MSMEI_RS06305	1.5026281506810228	5.286155476873585	3.7955692801029546	1.6313273229784877	1.0812640772454976	0.6314131181673746	host	gene-MSMEI_RS06305	None	None	3.0486447745351537
gene-MSMEI_RS30240	13.841027302041962	1.752683110524901	1.505931240243629	2.0519821222619683	1.0106854821250342	0.5901981626734206	host	dgoD	None	None	6.346579975533896
gene-MSMEI_RS33565	0.6659151616697335	1.5869447549197093	2.2417798056179237	1.380650547579902	0.9151123868886245	0.5343874617113951	host	gene-MSMEI_RS33565	None	None	0.46526621144287783
gene-MSMEI_RS10040	2.187877803033926	1.0082262368694503	1.5889026584388701	1.6088572496592246	1.0663706326553393	0.6227159677793942	host	gene-MSMEI_RS10040	None	None	0.5991174416364903
gene-MSMEI_RS03785	49.94905635766893	119.06870886787623	138.7005017904185	26.91269244486591	3.832599402513744	4.27957282155397	host	gene-MSMEI_RS03785	None	None	79.0504649312267
gene-MSMEI_RS25255	4.106418915601574	2.7937872059817592	4.402837137506182	5.999306510124686	2.954904882854108	1.7255411931596956	host	gene-MSMEI_RS25255	None	None	0.8707400126713002
gene-MSMEI_RS30280	33.20207420142667	34.803383832407896	15.054456850259928	11.870607906203528	1.4718347515356962	0.8594901000149052	host	gene-MSMEI_RS30280	None	None	13.426846703719729
gene-MSMEI_RS18055	17.60513208664358	8.719367309629138	12.132266091757659	17.445888536419027	3.456183389766858	6.409353251549453	host	gene-MSMEI_RS18055	None	None	5.569269345238774
gene-MSMEI_RS28395	3.1298012598477474	2.709661344940442	3.7583894295611677	1.7464647840585197	1.86230383901472	1.0487705116416208	host	gene-MSMEI_RS28395	None	None	1.0605377815311992
gene-MSMEI_RS03450	21.03029094969995	8.940819486826324	2.650148695862357	6.26901582195086	0.7772942563331087	0.8679454919215881	host	gene-MSMEI_RS03450	None	None	7.9703733689332
gene-MSMEI_RS13550	202.98875332323766	1208.8349227218273	310.18658273784627	9.75161553464266	3.172889669294165	9.26417607802951	host	gene-MSMEI_RS13550	None	None	692.787489074094
gene-MSMEI_RS28930	2.133955404441646	2.7726221513909883	4.369482310706894	4.424357436562868	2.932519239802183	1.7124689113933342	host	gene-MSMEI_RS28930	None	None	0.9622039210443373
gene-MSMEI_RS24890	82.0770962326224	44.449912896583626	24.51489251599648	12.09091004348206	5.9552698408290485	6.8534381548340075	host	gene-MSMEI_RS24890	None	None	29.974753986327922
gene-MSMEI_RS31700	7.136204179359302	1.0732730908610277	1.6914125073704103	2.896783354916039	3.978930245950173	1.384008006565189	host	gene-MSMEI_RS31700	None	None	2.2634242239928986
gene-MSMEI_RS28135	11.371241239072532	1.7102155326336936	2.695194696323878	8.187128714387361	1.808843643242468	2.205358552517427	host	gene-MSMEI_RS28135	None	None	4.758393885605061
gene-MSMEI_RS17040	14.600635857982585	5.660196228229294	2.5735109891607157	3.318268077422151	0.7331298099505458	0.42811722784833356	host	gene-MSMEI_RS17040	None	None	5.702284352351187
gene-MSMEI_RS23255	850.5730991270125	565.3688186803606	160.22285373935748	61.6996353544823	45.35921138647039	34.0561306350056	host	gene-MSMEI_RS23255	None	None	341.94373417959025
gene-MSMEI_RS22860	2177.478161231198	5048.4089947281755	1137.171950574868	2065.8932935600305	1428.7064597200379	2135.5413677259176	host	gene-MSMEI_RS22860	None	None	991.282809994934
gene-MSMEI_RS22690	4.882719055845763	7.9663097893152965	1.505931240243629	2.5791204282672826	1.0106854821250342	0.5901981626734206	host	gene-MSMEI_RS22690	None	None	2.8342977543420522
gene-MSMEI_RS03075	7.158894928012565	4.485760771566132	1.2117051785993906	2.075216647114221	0.8132196211216138	0.47488633677294134	host	eccD	None	None	3.802682564516325
gene-MSMEI_RS17855	12.411712863697863	150.44392173679955	112.42175957821057	6.008339432863799	1.5003586808290237	0.8761468848989151	host	gene-MSMEI_RS17855	None	None	97.99127977904467
gene-MSMEI_RS31110	104.79702464048842	71.13712839581147	6.361452187646799	7.925858409113847	6.176676857625183	3.863271069838395	host	gene-MSMEI_RS31110	None	None	58.21059096311381
gene-MSMEI_RS24250	1246.9046978093625	1852.1053046214138	413.4041195661833	874.424134471096	236.158319043299	272.6609894522153	host	gene-MSMEI_RS24250	None	None	578.8452615731668
gene-MSMEI_RS30620	122.41545156256174	333.379549801018	138.56654379245882	27.677420919897582	14.57228122370633	5.961538857074643	host	furA3	None	None	122.00886648123227
gene-MSMEI_RS08890	22.234233164065913	3.2230004576846984	9.646528306283676	1.9274428436511502	3.832599402513744	0.7460260604089772	host	gene-MSMEI_RS08890	None	None	11.690572873208822
gene-MSMEI_RS18800	2.454342072567346	0.8551077663168468	1.347597348161939	1.8362363383792846	0.904421821621234	0.5281446175325235	host	gene-MSMEI_RS18800	None	None	0.7618368194033224
gene-MSMEI_RS07160	53.71469218049072	20.34649672833474	9.94433905195362	5.677029448427409	2.2246697681257936	5.538783897174415	host	gene-MSMEI_RS07160	None	None	22.050121271059748
gene-MSMEI_RS04405	15.319322361959967	5.383931650902612	3.3927745000782936	3.4353834213311676	0.7590049797135061	1.2518192424509447	host	gene-MSMEI_RS04405	None	None	6.490753284419202
gene-MSMEI_RS16365	17.34883492547878	10.603903370012024	13.912862534371428	1.4710709864642277	0.9750441804883831	1.8081802624018608	host	gene-MSMEI_RS16365	None	None	6.249312317995633
gene-MSMEI_RS00110	9.538081544644767	25.841535990731707	48.45189784258885	4.262884537418238	2.825492990174366	3.444866644078317	host	panD	None	None	21.93168813456045
gene-MSMEI_RS13615	99.79781270756551	47.34689798828718	16.263949374855127	4.429610421642911	3.1853517087844327	1.9382818608831882	host	gene-MSMEI_RS13615	None	None	46.51262602807354
gene-MSMEI_RS13710	32.558103322822106	41.71781889627914	31.646813161696414	4.440164705233524	4.734670777156068	1.2770954593441812	host	gene-MSMEI_RS13710	None	None	18.554047585752016
gene-MSMEI_RS07305	57.46097423125441	49.841658130540324	22.360988314358877	6.943596193834798	6.398443274437032	1.7660667747832663	host	sppA	None	None	22.003107223248055
gene-MSMEI_RS12645	4.485949710857461	0.7721226244379967	2.000575649317261	1.2320995392959884	1.4985937364112414	0.4768900765905487	host	gene-MSMEI_RS12645	None	None	1.7207729655791357
gene-MSMEI_RS17715	24.803710906621824	3.137023919859518	10.474001320943136	2.245454722360954	1.1059786847253947	0.6458454180112003	host	thpA	None	None	11.06612142086739
gene-MSMEI_RS17075	9.920179891540156	12.57621505793604	1.1113134200641808	1.5142758243281962	3.7292152182455505	0.8328263101675355	host	gene-MSMEI_RS17075	None	None	4.7912340179939665
gene-MSMEI_RS16240	13.97123060749044	12.612053750753521	1.955158186485796	2.664098823140115	1.3121781005216548	0.7662572756065088	host	gene-MSMEI_RS16240	None	None	7.720044900202685
gene-MSMEI_RS26090	27.636670912151637	50.50771795093899	15.651625686476912	5.860576823775392	3.499179463344475	2.1292455910194628	host	gene-MSMEI_RS26090	None	None	25.078524879017113
gene-MSMEI_RS33335	17.37290782697591	7.857188878085727	2.8553052723431183	2.8911642654767253	1.916299701256872	1.119039090613466	host	gene-MSMEI_RS33335	None	None	8.091695082832832
gene-MSMEI_RS16645	21.032425929410355	12.958434699405057	6.425465811517846	2.009997833315432	2.970019485835459	1.6328077075447105	host	gene-MSMEI_RS16645	None	None	11.90933230613557
gene-MSMEI_RS12820	30.38764754001821	94.89667106254913	86.95471371591543	3.999202931280847	1.5671762739023811	0.9151655720806481	host	gene-MSMEI_RS12820	None	None	62.42053609077049
gene-MSMEI_RS22435	63.686838197443116	10.623626224099295	7.7515276930988835	2.324242644767928	1.9718511236626446	1.5956180915570828	host	gene-MSMEI_RS22435	None	None	34.368511973798135
gene-MSMEI_RS06200	19.226736838908767	9.030047031693048	5.735809681500163	2.517815062456134	1.3371117219957176	2.8725719216973156	host	gene-MSMEI_RS06200	None	None	6.389168273622155
gene-MSMEI_RS02985	9.077377121762618	2.5631735923319257	1.5138363911110497	1.5328482457383164	1.8643922075037493	1.238705328710576	host	gene-MSMEI_RS02985	None	None	4.253640176670274
gene-MSMEI_RS21190	134.1819642824397	35.427788472427395	18.216903732472517	10.985826867464883	7.843966941221321	4.52452763106106	host	aceE	None	None	58.89093410571693
gene-MSMEI_RS00065	5.731903470070002	9.756942315858096	5.996443128097667	5.093155653717719	2.4361532777808836	1.371938169298632	host	gene-MSMEI_RS00065	None	None	2.7836928403707857
gene-MSMEI_RS06895	90.66760302259485	50.7837460147563	31.896810920575454	7.210241781214374	9.408619820871241	3.1550135399777437	host	gene-MSMEI_RS06895	None	None	33.55954684508887
gene-MSMEI_RS03220	2.1488597649685506	1.335715780962082	2.105006076690912	2.131442268709119	1.412746495087183	0.8249850230070077	host	gene-MSMEI_RS03220	None	None	0.5633684621417642
gene-MSMEI_RS01690	2.463691953816011	3.737203049638164	5.044650131311748	1.702668168006701	1.128549678291219	0.6590259367461226	host	gene-MSMEI_RS01690	None	None	1.6741243343284875
gene-MSMEI_RS24765	43.584075838931554	16.76721856861228	7.9462795454787	3.415293459802915	4.153996672859231	7.073972117211447	host	gene-MSMEI_RS24765	None	None	15.508524844729262
gene-MSMEI_RS09370	1.7637405834223152	5.999772524321482	5.673163918163704	1.9148038741845852	1.269155867717666	0.741134086242361	host	gene-MSMEI_RS09370	None	None	1.966270839069434
gene-MSMEI_RS10225	10.672484610803984	16.146446646335754	8.481936250195734	2.862819517775973	4.108023174297177	2.1188081126321126	host	gene-MSMEI_RS10225	None	None	4.158123789381581
gene-MSMEI_RS30105	73.71267141124056	21.44803051081792	9.90898661251437	6.2619396845330435	4.678380940515048	2.005280380010864	host	gene-MSMEI_RS30105	None	None	41.14389225524197
gene-MSMEI_RS12360	18.547985061597387	52.97916896834631	4.358956812635375	5.147610773264294	4.1552108424340215	3.2396924991470986	host	gene-MSMEI_RS12360	None	None	23.07806471399119
gene-MSMEI_RS16640	12.416292429357348	9.553536929067164	3.61936205258161	2.2290655787263303	1.477452441427054	0.8627705965798478	host	gene-MSMEI_RS16640	None	None	6.564503682246019
gene-MSMEI_RS09060	55.49964861548092	36.514026563844425	6.882366845305754	2.0883786977301675	5.728642235892636	2.3055382796148454	host	gene-MSMEI_RS09060	None	None	25.8740017056482
gene-MSMEI_RS24760	47.9929329059673	12.048965539398154	7.866739189549564	10.412765433984154	3.4597034482068674	1.0127612236882606	host	gene-MSMEI_RS24760	None	None	27.72231066276684
gene-MSMEI_RS28080	21.41631312775085	11.050522810568019	24.52429804594091	5.03461363470947	10.011013956566073	1.9486715198613802	host	gene-MSMEI_RS28080	None	None	6.677380686377959
gene-MSMEI_RS04755	56.645702960058486	48.98278013982469	13.355955743329321	8.22556593839857	5.4520076007589875	10.110529072866743	host	gene-MSMEI_RS04755	None	None	23.94700527343265
gene-MSMEI_RS08270	127.80112077408707	99.52288632488576	41.99477450452632	13.126263741943779	15.103066860905603	3.694332093820094	host	sdhA	None	None	52.7890368040988
gene-MSMEI_RS14030	2.9306259870897238	5.178043835048922	2.1283087269863836	2.1550375705767477	1.4283857551803991	0.8341176985384505	host	gene-MSMEI_RS14030	None	None	1.199514306385653
gene-MSMEI_RS02380	3.856687176428272	6.2602497275823135	1.2593267795050436	1.7159588489657944	0.8451802175849086	0.4935499919299565	host	gene-MSMEI_RS02380	None	None	2.081210077389639
gene-MSMEI_RS33130	43.76334666088418	23.394464570139085	4.730372941001626	2.0932443785888832	1.3874284575408176	0.8102003451753408	host	gene-MSMEI_RS33130	None	None	31.98059339231761
gene-MSMEI_RS03375	98.88762254689723	40.176600698064995	17.405332841791918	4.748090907530883	3.1470938183242936	3.8369652864937356	host	gene-MSMEI_RS03375	None	None	44.20117809471565
gene-MSMEI_RS16715	15.070613709784784	13.585868758452817	8.673227357710807	1.7805340903240812	1.1801601818716103	0.6891643179997564	host	gene-MSMEI_RS16715	None	None	7.758844943442894
gene-MSMEI_RS35790	133.6481235085037	41.298796805338576	36.37231442008931	8.58845855332792	5.692537347851296	3.3242043574105895	host	gene-MSMEI_RS35790	None	None	80.27870873350379
gene-MSMEI_RS22090	3.189556797194036	5.148034722995543	16.057678326729977	2.3454424964911587	1.5545885126662173	0.9078148445940566	host	gene-MSMEI_RS22090	None	None	6.139902545654973
gene-MSMEI_RS22915	108.59827396230506	225.74052183293625	104.35661378592536	2.87692207697684	3.499179463344475	2.324860740092263	host	gene-MSMEI_RS22915	None	None	99.00204805120158
gene-MSMEI_RS10530	18.26257014968516	8.999658786482224	20.593091248389157	4.787009685461463	3.172889669294165	1.8528352156059023	host	crcB	None	None	8.059412686533275
gene-MSMEI_RS26835	46.80022301997482	21.289746877455073	6.523975184771231	7.151638583634075	2.355532695662605	1.3755328375492095	host	gene-MSMEI_RS26835	None	None	18.63579763040271
gene-MSMEI_RS04090	177.45486842598595	88.79842049622107	12.999500754812521	3.540512989341825	1.3874284575408176	0.8102003451753408	host	thiD	None	None	99.91324078336588
gene-MSMEI_RS00325	457.2133104119056	24.78244233084749	44.03903563954104	13.77812937055881	34.49339462262369	9.14889626580762	host	gene-MSMEI_RS00325	None	None	281.7499813767596
gene-MSMEI_RS30680	55.34855981703055	19.128449057258514	19.957711264430564	13.45657100521425	1.7838365882667655	3.308053291122299	host	gene-MSMEI_RS30680	None	None	19.80124573497307
gene-MSMEI_RS17325	4.145824764386849	2.9123564242727618	4.589694947055516	2.0846396626693204	1.0267706622119048	0.5995912368804246	host	gene-MSMEI_RS17325	None	None	1.7863992821111159
gene-MSMEI_RS32805	20.229320550773416	7.996980694277717	1.9888678103907238	2.013845453883788	2.8897818191607723	2.3384058238336562	host	gene-MSMEI_RS32805	None	None	10.515809846356078
gene-MSMEI_RS17680	6.481215396913328	9.550203187992828	20.37681016027139	7.036327489473475	4.663765537998652	2.7234445337821693	host	gene-MSMEI_RS17680	None	None	7.485935005922915
gene-MSMEI_RS08335	72.26364158447001	75.70616854817764	16.31585867809062	3.22127561672787	6.429356657377005	1.0924692829600218	host	satS	None	None	36.68786930480497
gene-MSMEI_RS33475	1.1568621031049595	4.852927657070637	1.240369172071634	1.2559466271533304	0.8324570745244906	0.48612020710520454	host	gene-MSMEI_RS33475	None	None	1.6743478367080848
gene-MSMEI_RS35890	79.20020254568269	18.434113130311736	13.413294535193252	13.581748409913919	9.002152084974142	5.25688130939349	host	gene-MSMEI_RS35890	None	None	30.88373428855341
gene-MSMEI_RS12755	138.26090294837945	49.646571136517665	7.0200747369119885	5.254271936310475	3.7783693141432364	1.2023717888506387	host	gene-MSMEI_RS12755	None	None	71.52947005381871
gene-MSMEI_RS36150	15.42686215083988	33.96117736937576	6.554223466060339	8.930785827571977	4.398778859703274	2.5687033670900012	host	gene-MSMEI_RS36150	None	None	11.250784911987948
gene-MSMEI_RS10920	0.5690547745177723	0.7393659070375969	5.075468954148439	1.179828649750098	0.7820051306139155	0.9534277378560191	host	gene-MSMEI_RS10920	None	None	2.583483720913533
gene-MSMEI_RS10710	41.80741322147066	25.10268491530129	15.700695716851484	10.206612374367973	1.6757252798869615	4.000166765569565	host	gene-MSMEI_RS10710	None	None	17.870728765952435
gene-MSMEI_RS24750	99.03135731190339	59.48689778541508	28.332557579859245	16.33416077739695	7.038046175525238	2.6103547788128685	host	gene-MSMEI_RS24750	None	None	58.330156065928286
gene-MSMEI_RS22400	29.077603432285574	16.722218574082774	25.361318335978495	11.110213093706506	1.3775535218999577	0.8044337946758723	host	gene-MSMEI_RS22400	None	None	11.436943016068959
gene-MSMEI_RS06150	246.5238895421101	42.73685353160514	39.73549404824896	18.68667411547655	13.508373670304628	4.088685462861604	host	gene-MSMEI_RS06150	None	None	123.00258326424401
gene-MSMEI_RS06755	2987.42420817775	252.11529534744693	299.66251962364805	204.13784276612225	140.48864483092729	24.85393056987522	host	rplJ	None	None	1729.0496526967509
gene-MSMEI_RS04715	204.4369048572424	71.44290094124398	22.268962922139657	22.000048886409655	13.229842426314192	8.91026201938773	host	gene-MSMEI_RS04715	None	None	84.75736522977041
gene-MSMEI_RS05075	208.6884556724978	192.78678313593352	80.35521339983154	22.959904261205452	23.470211115793223	14.791258500684428	host	gene-MSMEI_RS05075	None	None	82.28445831497747
gene-MSMEI_RS01115	36.122088584265306	14.770190023665926	8.439837281222719	3.627423488362103	2.404301488533467	2.9313461505511142	host	gene-MSMEI_RS01115	None	None	21.837669254475045
