Geneid	15	60	180	300	420	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-SynWH7803_0002	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0002	None	None	13.156989584177873
gene-SynWH7803_0134	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0134	None	None	12.69353522039866
gene-SynWH7803_0038	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0038	None	None	9.384504026736346
gene-SynWH7803_1082	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1082	None	None	1.1660244143908858
gene-SynWH7803_0200	0.0	0.0	0.0	0.0	0.0	host	manC	None	None	17.060519955031005
gene-SynWH7803_1942	0.0	0.0	0.0	0.0	0.0	host	pyrF	None	None	3.8889986484793724
gene-SynWH7803_1931	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1931	None	None	8.978311792909368
gene-SynWH7803_0324	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0324	None	None	16.5445916853627
gene-SynWH7803_0239	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0239	None	None	8.571070171145708
gene-SynWH7803_0102	0.0	0.0	0.0	0.0	0.0	host	rmlA%2C rfbA	None	None	6.042433265391076
gene-SynWH7803_0648	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0648	None	None	7.4237475655278695
gene-SynWH7803_0430	0.0	0.0	0.0	0.0	0.0	host	rpsS	None	None	864.3970933347669
gene-SynWH7803_2382	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_2382	None	None	16.364545706355802
gene-SynWH7803_0443	0.0	0.0	0.0	0.0	0.0	host	tyrA	None	None	6.073509318770463
gene-SynWH7803_0279	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0279	None	None	2.5477325999272504
gene-SynWH7803_0811	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0811	None	None	5.992944807294473
gene-SynWH7803_0793	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0793	None	None	7.9290079666919295
gene-SynWH7803_0377	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0377	None	None	143.0204743777648
gene-SynWH7803_1879	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1879	None	None	3.7417453547394492
gene-SynWH7803_1962	0.0	0.0	0.0	0.0	0.0	host	purD	None	None	8.316393592747716
gene-SynWH7803_1671	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1671	None	None	10.285313977323371
gene-SynWH7803_1039	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1039	None	None	13.349709114967444
gene-SynWH7803_1462	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1462	None	None	8.250645702668239
gene-SynWH7803_0156	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0156	None	None	13.17968386131117
gene-SynWH7803_1968	0.0	0.0	0.0	0.0	0.0	host	rpmA	None	None	548.5057579904353
gene-SynWH7803_0752	0.0	0.0	0.0	0.0	0.0	host	petJ	None	None	39.63480753746363
gene-SynWH7803_0243	0.0	0.0	0.0	0.0	0.0	host	hisS	None	None	8.877880830455455
gene-SynWH7803_1059	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1059	None	None	7.1605842688411805
gene-SynWH7803_1840	0.0	0.0	0.0	0.0	0.0	host	nfrC	None	None	15.543034063834229
gene-SynWH7803_2287	0.0	0.0	0.0	0.0	0.0	host	ppnK	None	None	19.60160495773032
gene-SynWH7803_1368	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1368	None	None	19.074203663687037
gene-SynWH7803_2130	0.0	0.0	0.0	0.0	0.0	host	psbX	None	None	298.8198383956379
gene-SynWH7803_0627	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0627	None	None	15.530710658948147
gene-SynWH7803_2006	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_2006	None	None	12.321957784788564
gene-SynWH7803_0625	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0625	None	None	234.06485520973084
gene-SynWH7803_1954	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1954_gene_msrA	None	None	15.292692352964465
gene-SynWH7803_0240	0.0	0.0	0.0	0.0	0.0	host	uvrD	None	None	4.590776440418481
gene-SynWH7803_1350	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1350	None	None	149.9661602976182
gene-SynWH7803_0373	0.0	0.0	0.0	0.0	0.0	host	rnhB	None	None	8.634281966280813
gene-SynWH7803_0228	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0228	None	None	6.239514573719399
gene-SynWH7803_0987	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0987	None	None	4.036080568886724
gene-SynWH7803_1335	0.0	0.0	0.0	0.0	0.0	host	pcyA	None	None	11.704457314305866
gene-SynWH7803_1366	0.0	0.0	0.0	0.0	0.0	host	ksgA	None	None	9.243464922822618
gene-SSBP1_gp19	0.0	0.0	0.0	0.0	0.0	phage	gene-SSBP1_gp19	middle	late	2818.8062773084143
gene-SynWH7803_1982	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1982	None	None	6.814040802714405
gene-SynWH7803_0090	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0090	None	None	95.5740277568931
gene-SynWH7803_0267	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0267	None	None	4.917125066418168
gene-SynWH7803_1055	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1055	None	None	123.52315403446566
gene-SynWH7803_1558	0.0	0.0	0.0	0.0	0.0	host	sasA	None	None	9.84743889142169
gene-SynWH7803_0599	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0599	None	None	5.217112303862257
gene-SynWH7803_1169	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1169	None	None	42.64671633530845
gene-SynWH7803_1094	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1094	None	None	14.166003973523628
gene-SynWH7803_1471	0.0	0.0	0.0	0.0	0.0	host	phnD	None	None	14.309207311162492
gene-SynWH7803_1795	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1795	None	None	1456.3803769568715
gene-SynWH7803_1917	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1917	None	None	6.50861691882142
gene-SynWH7803_2260	0.0	0.0	0.0	0.0	0.0	host	devC	None	None	41.45782991805838
gene-SynWH7803_2495	0.0	0.0	0.0	0.0	0.0	host	cynS	None	None	168.0212693708184
gene-SynWH7803_0785	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0785	None	None	35.447843655106546
gene-SynWH7803_2249	0.0	0.0	0.0	0.0	0.0	host	plsX	None	None	22.952964373648527
gene-SynWH7803_0434	0.0	0.0	0.0	0.0	0.0	host	rplC	None	None	673.0804781733594
gene-SynWH7803_0501	0.0	0.0	0.0	0.0	0.0	host	cpeE	None	None	603.557726057039
gene-SynWH7803_1147	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1147	None	None	30.292695476826605
gene-SynWH7803_1158	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1158	None	None	20.45171767836339
gene-SynWH7803_1211	0.0	0.0	0.0	0.0	0.0	host	petN	None	None	270.8274964611364
gene-SynWH7803_1251	0.0	0.0	0.0	0.0	0.0	host	ppiB	None	None	138.44256839721737
gene-SSBP1_gp10	0.0	0.0	0.0	0.0	0.0	phage	gene-SSBP1_gp10	early	middle	8251.124940235499
gene-SSBP1_gp31	0.0	0.0	0.0	0.0	0.0	phage	gene-SSBP1_gp31	middle	middle	24500.316633784958
gene-SynWH7803_1913	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1913	None	None	55.37308385414743
gene-SynWH7803_0087	0.0	0.0	0.0	0.0	0.0	host	psbZ	None	None	174.48852063427196
gene-SynWH7803_1090	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1090	None	None	204.58344003224
gene-SynWH7803_0232	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0232	None	None	9.381975332172921
gene-SynWH7803_0680	0.0	0.0	0.0	0.0	0.0	host	csoS2	None	None	162.47123808206092
gene-SynWH7803_0242	0.0	0.0	0.0	0.0	0.0	host	galE	None	None	11.493455453520966
gene-RNA_50	0.0	0.0	0.0	0.0	0.0	host	gene-RNA_50	None	None	457.49554036092877
gene-SynWH7803_1092	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1092	None	None	5.398236077082634
gene-SynWH7803_1002	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1002	None	None	0.6426373370952762
gene-SynWH7803_2085	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_2085	None	None	106.48517809025101
gene-SynWH7803_2121	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_2121	None	None	55.603279838568405
gene-SynWH7803_2026	0.0	0.0	0.0	0.0	0.0	host	apcA	None	None	1807.9227941077659
gene-SynWH7803_1204	0.0	0.0	0.0	0.0	0.0	host	aroB	None	None	14.891479098124115
gene-SynWH7803_1610	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1610	None	None	9.083817632732492
gene-SynWH7803_0479	0.0	0.0	0.0	0.0	0.0	host	rpcA	None	None	2224.7980652037354
gene-SynWH7803_0311	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0311	None	None	25.6060428438769
gene-SynWH7803_1839	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1839	None	None	17.699848382901383
gene-SynWH7803_0464	0.0	0.0	0.0	0.0	0.0	host	pex	None	None	117.42885200029579
gene-SynWH7803_0884	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0884	None	None	4.853015564066169
gene-SynWH7803_1080	0.0	0.0	0.0	0.0	0.0	host	umuC	None	None	0.7281708451727419
gene-SynWH7803_1157	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1157	None	None	14.516096082995844
gene-SynWH7803_0668	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0668	None	None	319.3119210104302
gene-SynWH7803_0881	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0881	None	None	3.7772238258433117
gene-SynWH7803_2295	0.0	0.0	0.0	0.0	0.0	host	pspE	None	None	6.833034819199592
gene-SynWH7803_1490	0.0	0.0	0.0	0.0	0.0	host	hslO	None	None	13.93313518400514
gene-SynWH7803_1733	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1733	None	None	8.716173651437412
gene-SynWH7803_2432	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_2432	None	None	1.2856773272366901
gene-SSBP1_gp08	0.0	0.0	0.0	0.0	0.0	phage	gene-SSBP1_gp08	early	middle	4911.677416711068
gene-SynWH7803_1057	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1057	None	None	183.29874939695264
gene-SSBP1_gp46	0.0	0.0	0.0	0.0	0.0	phage	gene-SSBP1_gp46	middle	late	11286.593493634316
gene-SynWH7803_0398	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0398	None	None	24.92875475175675
gene-SynWH7803_0084	0.0	0.0	0.0	0.0	0.0	host	mutS	None	None	2.283434927732266
gene-SynWH7803_0769	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0769	None	None	8.242084511360007
gene-SynWH7803_0679	0.0	0.0	0.0	0.0	0.0	host	rbcS%2C cbbS	None	None	1147.9681763854023
gene-SynWH7803_0535	0.0	0.0	0.0	0.0	0.0	host	arsB	None	None	15.29011907734042
gene-SynWH7803_0534	0.0	0.0	0.0	0.0	0.0	host	petD	None	None	711.7556506328865
gene-SynWH7803_2457	0.0	0.0	0.0	0.0	0.0	host	gcvT	None	None	6.79230741330837
gene-SynWH7803_1126	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1126	None	None	6.16844466996435
gene-SynWH7803_2076	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_2076	None	None	45.727019883421676
gene-SSBP1_gp02	0.0	0.0	0.0	0.0	0.0	phage	gene-SSBP1_gp02	early	middle	2323.6286050988883
gene-SynWH7803_1339	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1339	None	None	31.780822580889524
gene-SynWH7803_0551	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0551	None	None	131.646137793852
gene-SynWH7803_0771	0.0	0.0	0.0	0.0	0.0	host	prlC	None	None	29.188482404344676
gene-SynWH7803_1215	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1215	None	None	205.35427669634004
gene-SynWH7803_2304	0.0	0.0	0.0	0.0	0.0	host	purE	None	None	17.9328087059456
gene-SynWH7803_0074	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0074	None	None	59.73039076719055
gene-SynWH7803_0695	0.0	0.0	0.0	0.0	0.0	host	hisG	None	None	28.858013677808273
gene-SynWH7803_0845	0.0	0.0	0.0	0.0	0.0	host	mtnA	None	None	361.1716198555572
gene-SynWH7803_0658	0.0	0.0	0.0	0.0	0.0	host	folE	None	None	121.35139676153804
gene-SynWH7803_2145	0.0	0.0	0.0	0.0	0.0	host	gltS	None	None	8.47119176960779
gene-SynWH7803_1363	0.0	0.0	0.0	0.0	0.0	host	pdhB	None	None	70.02652581156951
gene-SynWH7803_0199	0.0	0.0	0.0	0.0	0.0	host	glmS	None	None	11.646627132035752
gene-SynWH7803_0505	0.0	0.0	0.0	0.0	0.0	host	cpcG2	None	None	113.05197993971476
gene-SynWH7803_0970	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0970	None	None	16.32365958374361
gene-SynWH7803_2015	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_2015	None	None	8.945997746208674
gene-SynWH7803_0719	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0719	None	None	256.64183116232493
gene-SynWH7803_0297	0.0	0.0	0.0	0.0	0.0	host	amt1	None	None	17.2563999300377
gene-SynWH7803_0813	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0813	None	None	24.026115110712286
gene-SynWH7803_1564	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1564	None	None	279.97732610872515
gene-SynWH7803_0037	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0037	None	None	10.3164852104231
gene-SynWH7803_1140	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1140	None	None	7.753355786395458
gene-SynWH7803_1206	0.0	0.0	0.0	0.0	0.0	host	purK	None	None	7.727785758173063
gene-SynWH7803_1758	0.0	0.0	0.0	0.0	0.0	host	ftsQ	None	None	12.335434499768956
gene-SynWH7803_0616	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0616	None	None	124.85693208101051
gene-SynWH7803_1903	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1903	None	None	7.141289830409174
gene-SynWH7803_2065	0.0	0.0	0.0	0.0	0.0	host	hisD	None	None	14.83152389408544
gene-SynWH7803_1247	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1247_gene_dnaJ	None	None	5.397293595539812
gene-SynWH7803_0887	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0887	None	None	12.648422983018984
gene-SynWH7803_2276	0.0	0.0	0.0	0.0	0.0	host	rbcR	None	None	27.114623886010055
gene-SynWH7803_0878	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0878	None	None	5.608075583393697
gene-SynWH7803_0744	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0744	None	None	10.543454413529044
gene-SynWH7803_1385	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1385	None	None	52.66881793528317
gene-SynWH7803_0581	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0581	None	None	33.857564716789724
gene-SynWH7803_0495	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0495	None	None	59.69092310759287
gene-SynWH7803_1952	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1952	None	None	153.81715720744333
gene-SynWH7803_1075	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1075_gene_arsB	None	None	7.715908537426601
gene-SynWH7803_0506	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0506	None	None	22.6584717913123
gene-SynWH7803_0694	0.0	0.0	0.0	0.0	0.0	host	gloB	None	None	7.653387952402022
gene-SynWH7803_1188	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1188	None	None	3.593224954681941
gene-SynWH7803_1648	0.0	0.0	0.0	0.0	0.0	host	psbC	None	None	468.9122442742589
gene-SynWH7803_2510	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_2510	None	None	12.994032155087712
gene-SynWH7803_0128	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0128	None	None	66.92476880181678
gene-SynWH7803_0471	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0471	None	None	51.61710788758472
gene-SynWH7803_0818	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0818	None	None	4.52474899417323
gene-SynWH7803_1520	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1520	None	None	5.672363883996442
gene-SynWH7803_0465	0.0	0.0	0.0	0.0	0.0	host	rnd	None	None	33.37669921967152
gene-SynWH7803_1328	0.0	0.0	0.0	0.0	0.0	host	tsf	None	None	299.74951267636044
gene-SynWH7803_1916	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1916	None	None	6.408569083203103
gene-SynWH7803_0253	0.0	0.0	0.0	0.0	0.0	host	ndhK%2C nukC	None	None	87.4486883935963
gene-SynWH7803_0460	0.0	0.0	0.0	0.0	0.0	host	mrp	None	None	18.974775364466627
gene-SynWH7803_1276	0.0	0.0	0.0	0.0	0.0	host	ilvE	None	None	20.040916511604397
gene-SynWH7803_0024	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0024	None	None	23.310842879957416
gene-SynWH7803_1615	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1615	None	None	10.12564581954017
gene-SynWH7803_1259	0.0	0.0	0.0	0.0	0.0	host	pgi	None	None	43.80254330298094
gene-SynWH7803_0943	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0943	None	None	18.12545896317566
gene-SynWH7803_1275	0.0	0.0	0.0	0.0	0.0	host	cobN	None	None	9.06429584932173
gene-SynWH7803_2043	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_2043	None	None	4.148182221020451
gene-SynWH7803_1000	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1000	None	None	71.46855684622467
gene-SynWH7803_1106	0.0	0.0	0.0	0.0	0.0	host	vacB	None	None	24.06687751350219
gene-SynWH7803_2245	0.0	0.0	0.0	0.0	0.0	host	copA	None	None	16.060127190572086
gene-SynWH7803_1429	0.0	0.0	0.0	0.0	0.0	host	carB	None	None	14.567718970636749
gene-SynWH7803_0862	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0862	None	None	15.386712854669497
gene-SynWH7803_0570	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0570	None	None	40.879096714096406
gene-SynWH7803_2317	0.0	0.0	0.0	0.0	0.0	host	menC	None	None	2.6520940228531806
gene-SynWH7803_0367	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0367	None	None	6.044310677249734
gene-SynWH7803_1857	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1857	None	None	6.043245247719977
gene-SynWH7803_0098	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0098	None	None	21.303999483898064
gene-SynWH7803_1797	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1797	None	None	52.45341670954932
gene-SynWH7803_1603	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1603	None	None	63.67364822948687
gene-SynWH7803_1495	0.0	0.0	0.0	0.0	0.0	host	mscS	None	None	3.798168855400462
gene-SynWH7803_0585	0.0	0.0	0.0	0.0	0.0	host	cysK	None	None	278.00147622061644
gene-SynWH7803_0401	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0401	None	None	2.8735358318626676
gene-SynWH7803_1480	0.0	0.0	0.0	0.0	0.0	host	mfd	None	None	4.121683358731566
gene-SynWH7803_0993	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0993	None	None	11.08154194851708
gene-SynWH7803_0105	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0105	None	None	6.152278120881246
gene-SynWH7803_1837	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1837	None	None	14.741524341174197
gene-SynWH7803_1425	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1425	None	None	19.931432733635667
gene-SynWH7803_2067	0.0	0.0	0.0	0.0	0.0	host	degQ	None	None	26.336133272203707
gene-SynWH7803_0140	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0140	None	None	14.378720976762159
gene-SynWH7803_0249	0.0	0.0	0.0	0.0	0.0	host	psbE	None	None	819.4220731998349
gene-SynWH7803_0306	0.0	0.0	0.0	0.0	0.0	host	leuC	None	None	35.881893033342514
gene-SynWH7803_1172	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1172	None	None	16.929313484946842
gene-SynWH7803_0480	0.0	0.0	0.0	0.0	0.0	host	rpcB	None	None	2750.506695947889
gene-SynWH7803_0977	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0977	None	None	67.48265851267688
gene-SynWH7803_2388	0.0	0.0	0.0	0.0	0.0	host	ndk	None	None	47.01003715195712
gene-SynWH7803_0192	0.0	0.0	0.0	0.0	0.0	host	rfbB	None	None	19.888452425475215
gene-SynWH7803_0364	0.0	0.0	0.0	0.0	0.0	host	proX	None	None	7.1134636012289825
gene-SynWH7803_1359	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1359	None	None	23.902310939267874
gene-SynWH7803_1663	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1663	None	None	4.42428527456649
gene-RNA_53	0.0	0.0	0.0	0.0	0.0	host	gene-RNA_53	None	None	27.146604218548713
gene-SynWH7803_1208	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1208	None	None	40.42303432954569
gene-SynWH7803_2277	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_2277	None	None	7.887496888162357
gene-SynWH7803_1063	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1063	None	None	25.626812823410308
gene-SynWH7803_1282	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1282	None	None	14.825660427415714
gene-SynWH7803_1115	0.0	0.0	0.0	0.0	0.0	host	rpmF	None	None	643.3067940606546
gene-SynWH7803_0932	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0932	None	None	40.159458716282565
gene-SynWH7803_0063	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0063	None	None	20.49152019584056
gene-SynWH7803_0065	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0065	None	None	5.092960466875779
gene-RNA_23	0.0	0.0	0.0	0.0	0.0	host	gene-RNA_23	None	None	28.531827863745555
gene-SynWH7803_2063	0.0	0.0	0.0	0.0	0.0	host	tatD	None	None	67.39636942070474
gene-SynWH7803_1669	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1669	None	None	7.805615009594952
gene-SynWH7803_0350	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0350	None	None	23.877308842891185
gene-SynWH7803_0589	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0589	None	None	35.8161165993021
gene-SynWH7803_0825	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0825	None	None	49.9259705176994
gene-SynWH7803_1586	0.0	0.0	0.0	0.0	0.0	host	leuA	None	None	24.96224735224822
gene-SynWH7803_2020	0.0	0.0	0.0	0.0	0.0	host	atpG	None	None	705.1424610240749
gene-SynWH7803_1738	0.0	0.0	0.0	0.0	0.0	host	trmU	None	None	7.919099829180838
gene-SynWH7803_1150	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1150	None	None	41.085777145778955
gene-SynWH7803_1334	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1334_gene_devB	None	None	16.201203781531884
gene-SynWH7803_2427	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_2427	None	None	55.65761899904485
gene-SynWH7803_1175	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1175	None	None	39.50280139289903
gene-SynWH7803_1988	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1988	None	None	104.67128576540595
gene-SynWH7803_2128	0.0	0.0	0.0	0.0	0.0	host	accC	None	None	20.91572012077045
gene-SynWH7803_0421	0.0	0.0	0.0	0.0	0.0	host	rpsH	None	None	393.49699503561106
gene-SynWH7803_2046	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_2046	None	None	80.33092405876958
gene-SynWH7803_1513	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1513	None	None	52.08683505635617
gene-SynWH7803_0649	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0649	None	None	5.21173416321047
gene-SynWH7803_0821	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0821	None	None	19.2835880729277
gene-SynWH7803_0096	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0096	None	None	80.01888049786707
gene-SynWH7803_0733	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0733	None	None	139.59501352398016
gene-SynWH7803_1430	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1430	None	None	56.69753852533498
gene-SynWH7803_1183	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1183	None	None	51.5425827718858
gene-SynWH7803_1599	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1599	None	None	7.3975007180662455
gene-SynWH7803_0700	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0700	None	None	9.760900861090933
gene-SynWH7803_0979	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0979	None	None	123.42420892509502
gene-SSBP1_gp29	0.0	0.0	0.0	0.0	0.0	phage	gene-SSBP1_gp29	middle	late	12359.142876966918
gene-SynWH7803_1170	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1170	None	None	10.59795604323769
gene-SynWH7803_1260	0.0	0.0	0.0	0.0	0.0	host	leuS	None	None	11.997083212962744
gene-SynWH7803_1568	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1568	None	None	36.065603396646786
gene-SynWH7803_1003	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1003	None	None	1.703621128302119
gene-SynWH7803_2112	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_2112	None	None	25.87444730326397
gene-SynWH7803_2265	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_2265	None	None	38.122919759788985
gene-SynWH7803_1643	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1643_gene_mhpC	None	None	7.137264021672929
gene-SynWH7803_1441	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_1441_gene_hli	None	None	100.56870366951102
gene-SynWH7803_0429	0.0	0.0	0.0	0.0	0.0	host	rplV	None	None	808.436876386314
gene-SynWH7803_0844	0.0	0.0	0.0	0.0	0.0	host	gene-SynWH7803_0844	None	None	317.0248797708649
gene-SynWH7803_0380	0.0	0.0	0.0	0.0	0.0	host	fusA	None	None	348.54531925261983
