Geneid	30	480	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-SynWH7803_0023	0.0	0.0	host	gene-SynWH7803_0023	None	None	0.42160518661524776
gene-SynWH7803_2399	0.0	0.0	host	gene-SynWH7803_2399	None	None	8.290580993166165
gene-SynWH7803_0168	0.0	0.0	host	gene-SynWH7803_0168	None	None	0.08514893414528703
gene-SynWH7803_2325	0.0	0.0	host	prfB	None	None	3.4341917737206695
gene-SynWH7803_1011	0.0	0.0	host	gene-SynWH7803_1011	None	None	0.4422478220254248
gene-SynWH7803_1442	0.0	0.0	host	ubiH	None	None	0.08443811778718249
gene-SynWH7803_0635	0.0	0.0	host	gene-SynWH7803_0635	None	None	0.22189283641806118
gene-SynWH7803_0971	0.0	0.0	host	gene-SynWH7803_0971	None	None	0.011540393543252921
gene-SynWH7803_1651	0.0	0.0	host	gene-SynWH7803_1651	None	None	1.1817185074879468
gene-SynWH7803_1901	0.0	0.0	host	yidC	None	None	4.166295679206944
gene-SynWH7803_2415	0.0	0.0	host	desC	None	None	0.13412938901654783
gene-SynWH7803_1170	0.0	0.0	host	gene-SynWH7803_1170	None	None	0.06943286016620233
gene-SynWH7803_1518	0.0	0.0	host	gene-SynWH7803_1518	None	None	0.32149004526393143
gene-SynWH7803_1102	0.0	0.0	host	acsF	None	None	0.9615016118582251
gene-SynWH7803_2343	0.0	0.0	host	gene-SynWH7803_2343	None	None	0.7782905005068377
gene-SynWH7803_0454	0.0	0.0	host	ppc%2C pepC	None	None	1.1517246887565464
gene-SynWH7803_0246	0.0	0.0	host	psbJ	None	None	4.95694821630675
gene-SynWH7803_0805	0.0	0.0	host	gene-SynWH7803_0805	None	None	0.16038594384888236
gene-SynWH7803_2250	0.0	0.0	host	fabH	None	None	0.007879543138829107
gene-SynWH7803_1225	0.0	0.0	host	gene-SynWH7803_1225	None	None	3.3608319028584708
gene-SynWH7803_2033	0.0	0.0	host	gene-SynWH7803_2033	None	None	72.49151579259191
gene-RNA_22	0.0	0.0	host	gene-RNA_22	None	None	2.419297626668043
gene-SSBP1_gp44	0.0	0.0	phage	gene-SSBP1_gp44	early	early	14.37585054706381
gene-SynWH7803_1239	0.0	0.0	host	gene-SynWH7803_1239	None	None	19.90132752857122
gene-SynWH7803_0532	0.0	0.0	host	ctp	None	None	0.3034666904678466
gene-SynWH7803_0804	0.0	0.0	host	gene-SynWH7803_0804	None	None	1.3370278844089043
gene-SynWH7803_1559	0.0	0.0	host	gene-SynWH7803_1559	None	None	0.04374480963556533
gene-SynWH7803_2320	0.0	0.0	host	gene-SynWH7803_2320	None	None	6.335168913126287e-06
gene-SynWH7803_2295	0.0	0.0	host	pspE	None	None	4.101481380767936
gene-SynWH7803_1480	0.0	0.0	host	mfd	None	None	0.5499467881536345
gene-SynWH7803_0431	0.0	0.0	host	rplB	None	None	45.987578355853294
gene-SynWH7803_1127	0.0	0.0	host	gene-SynWH7803_1127	None	None	0.2061744077160872
gene-SynWH7803_0476	0.0	0.0	host	rpcF	None	None	0.8527950074603654
gene-SynWH7803_0715	0.0	0.0	host	ctaC%2C coxB	None	None	0.4534330605327476
gene-SynWH7803_2026	0.0	0.0	host	apcA	None	None	34.75522794903714
gene-SynWH7803_2057	0.0	0.0	host	gene-SynWH7803_2057	None	None	0.4312841630999913
gene-SynWH7803_2340	0.0	0.0	host	trmE	None	None	0.4307386942359148
gene-SynWH7803_2433	0.0	0.0	host	tauB	None	None	0.2975545174692424
gene-SynWH7803_1085	0.0	0.0	host	gene-SynWH7803_1085	None	None	0.5401684258020829
gene-SynWH7803_2293	0.0	0.0	host	sixA	None	None	1.1426767561485158
gene-SynWH7803_1413	0.0	0.0	host	gene-SynWH7803_1413	None	None	0.21400498763347292
gene-SynWH7803_0027	0.0	0.0	host	murB	None	None	0.007987343730413658
gene-SynWH7803_0299	0.0	0.0	host	gene-SynWH7803_0299	None	None	1.2347980811370394
gene-SynWH7803_0068	0.0	0.0	host	gene-SynWH7803_0068	None	None	0.0006612601505099344
gene-SynWH7803_1903	0.0	0.0	host	gene-SynWH7803_1903	None	None	0.08394874032309159
gene-SynWH7803_0317	0.0	0.0	host	gene-SynWH7803_0317	None	None	0.5314209860757987
gene-SynWH7803_2195	0.0	0.0	host	gene-SynWH7803_2195	None	None	0.3831725607772994
gene-SynWH7803_0115	0.0	0.0	host	gene-SynWH7803_0115	None	None	0.04521658673335457
gene-SynWH7803_1773	0.0	0.0	host	gene-SynWH7803_1773	None	None	1.9916742741064628
gene-SynWH7803_2236	0.0	0.0	host	gene-SynWH7803_2236	None	None	616.9356981862983
gene-SynWH7803_1783	0.0	0.0	host	gene-SynWH7803_1783	None	None	0.43451247168003504
gene-SynWH7803_1309	0.0	0.0	host	gene-SynWH7803_1309	None	None	10.267670640997348
gene-SynWH7803_2032	0.0	0.0	host	gene-SynWH7803_2032	None	None	0.32950785638890384
gene-SynWH7803_1588	0.0	0.0	host	crtL	None	None	0.12202898528638806
gene-SynWH7803_1806	0.0	0.0	host	gene-SynWH7803_1806	None	None	7.015804380143804
gene-SynWH7803_0095	0.0	0.0	host	gene-SynWH7803_0095	None	None	102.16518711213524
gene-SynWH7803_2029	0.0	0.0	host	ftsW	None	None	0.6963054118187256
gene-SynWH7803_0611	0.0	0.0	host	gene-SynWH7803_0611_gene_rpoD	None	None	0.5408040395259933
gene-SynWH7803_1512	0.0	0.0	host	gene-SynWH7803_1512	None	None	1.9802041160155572
gene-SynWH7803_1244	0.0	0.0	host	pstA	None	None	0.7294990946753569
gene-SynWH7803_1207	0.0	0.0	host	gene-SynWH7803_1207	None	None	0.893407774834478
gene-SynWH7803_2469	0.0	0.0	host	exsB	None	None	0.49626167448901304
gene-SynWH7803_1496	0.0	0.0	host	gene-SynWH7803_1496	None	None	3.3969941281373908
gene-SynWH7803_1276	0.0	0.0	host	ilvE	None	None	0.6090397326887678
gene-SynWH7803_0974	0.0	0.0	host	gene-SynWH7803_0974	None	None	0.6303654470511874
gene-SynWH7803_1110	0.0	0.0	host	gene-SynWH7803_1110	None	None	0.15112720937363616
gene-SynWH7803_1952	0.0	0.0	host	gene-SynWH7803_1952	None	None	0.8515631031404767
gene-SynWH7803_2168	0.0	0.0	host	gene-SynWH7803_2168	None	None	0.027905897253207725
gene-SynWH7803_2020	0.0	0.0	host	atpG	None	None	6.479578891694282
gene-SynWH7803_2299	0.0	0.0	host	trpB	None	None	0.5769436376326006
gene-SynWH7803_0274	0.0	0.0	host	solA	None	None	0.12303168566995218
gene-SynWH7803_0164	0.0	0.0	host	gene-SynWH7803_0164	None	None	0.1578808127017934
gene-SynWH7803_0310	0.0	0.0	host	psbI	None	None	3.7759022083928846
gene-SynWH7803_1893	0.0	0.0	host	gene-SynWH7803_1893	None	None	0.3042703503236803
gene-SynWH7803_2444	0.0	0.0	host	gene-SynWH7803_2444	None	None	0.05163254917556322
gene-SynWH7803_2212	0.0	0.0	host	gene-SynWH7803_2212	None	None	0.09439988599203444
gene-SynWH7803_1013	0.0	0.0	host	gene-SynWH7803_1013	None	None	0.33399396871561
gene-SynWH7803_2424	0.0	0.0	host	gene-SynWH7803_2424	None	None	1.90348735282442
gene-SynWH7803_2062	0.0	0.0	host	rpoB	None	None	5.450627123729374
gene-SynWH7803_2279	0.0	0.0	host	gene-SynWH7803_2279	None	None	0.21770700836996948
gene-SynWH7803_0192	0.0	0.0	host	rfbB	None	None	0.7865292769223367
gene-SynWH7803_0291	0.0	0.0	host	gene-SynWH7803_0291	None	None	0.6855459288102771
gene-SynWH7803_1028	0.0	0.0	host	murF	None	None	1.1266260462959532
gene-SynWH7803_0731	0.0	0.0	host	gene-SynWH7803_0731	None	None	1.057681548737152
gene-SynWH7803_0873	0.0	0.0	host	gene-SynWH7803_0873	None	None	1.118272102548592
gene-SynWH7803_1284	0.0	0.0	host	gene-SynWH7803_1284	None	None	0.06800248350429984
gene-SSBP1_gp22	0.0	0.0	phage	gene-SSBP1_gp22	early	early	34.17385292472927
gene-SynWH7803_1994	0.0	0.0	host	pyR	None	None	0.5403438949389
gene-SynWH7803_1129	0.0	0.0	host	gene-SynWH7803_1129	None	None	0.4800593463943496
gene-SynWH7803_2182	0.0	0.0	host	gene-SynWH7803_2182	None	None	13.086118803040732
gene-SynWH7803_0403	0.0	0.0	host	alr	None	None	0.02681952416301785
gene-SynWH7803_1675	0.0	0.0	host	gene-SynWH7803_1675	None	None	3.7841592443887557
gene-SynWH7803_0100	0.0	0.0	host	gene-SynWH7803_0100	None	None	0.81764038743054
gene-SynWH7803_0856	0.0	0.0	host	gene-SynWH7803_0856	None	None	1.0207526445669146
gene-SynWH7803_0789	0.0	0.0	host	gapA%2C gap1	None	None	0.955630265067679
gene-SynWH7803_0604	0.0	0.0	host	gene-SynWH7803_0604	None	None	4.842461855989339
gene-SynWH7803_0003	0.0	0.0	host	purL	None	None	1.9051975521057067
gene-SynWH7803_1772	0.0	0.0	host	ubiE	None	None	0.7030257015988198
gene-SynWH7803_0581	0.0	0.0	host	gene-SynWH7803_0581	None	None	3.04257353231325
gene-SynWH7803_2140	0.0	0.0	host	gene-SynWH7803_2140	None	None	13.50572904003099
gene-SynWH7803_1206	0.0	0.0	host	purK	None	None	0.4404667173003704
gene-SynWH7803_0145	0.0	0.0	host	infC	None	None	0.14863282357097266
gene-SynWH7803_1079	0.0	0.0	host	gene-SynWH7803_1079	None	None	0.0284599488640328
gene-SynWH7803_1924	0.0	0.0	host	gene-SynWH7803_1924	None	None	1.0513838643437996
gene-SynWH7803_1039	0.0	0.0	host	gene-SynWH7803_1039	None	None	0.03753043062162083
gene-SynWH7803_0093	0.0	0.0	host	gene-SynWH7803_0093	None	None	99.82318108099898
gene-SynWH7803_0586	0.0	0.0	host	metB	None	None	0.47899906861880964
gene-SSBP1_gp02	0.0	0.0	phage	gene-SSBP1_gp02	early	early	4.588112191476038
gene-SynWH7803_1875	0.0	0.0	host	gene-SynWH7803_1875	None	None	6.712335124426738
gene-SynWH7803_0022	0.0	0.0	host	grpE	None	None	0.09039111102065753
gene-SynWH7803_0078	0.0	0.0	host	gene-SynWH7803_0078	None	None	1.9726812239392386
gene-SynWH7803_0293	0.0	0.0	host	purH	None	None	2.126805282591517
gene-SynWH7803_0127	0.0	0.0	host	gene-SynWH7803_0127	None	None	0.3550638450734748
gene-SynWH7803_1426	0.0	0.0	host	gene-SynWH7803_1426	None	None	2.0576379476456297
gene-SynWH7803_0432	0.0	0.0	host	rplW	None	None	45.11486285658793
gene-SynWH7803_2074	0.0	0.0	host	aslB	None	None	0.3915842228069888
gene-SynWH7803_1106	0.0	0.0	host	vacB	None	None	1.8769456091328596
gene-SynWH7803_2162	0.0	0.0	host	gene-SynWH7803_2162	None	None	2.2241838639671445
gene-SynWH7803_0364	0.0	0.0	host	proX	None	None	0.224740029840299
gene-SynWH7803_0876	0.0	0.0	host	gene-SynWH7803_0876	None	None	1.9036053232245584
gene-RNA_35	0.0	0.0	host	gene-RNA_35	None	None	5.580350371050314
gene-SynWH7803_1841	0.0	0.0	host	pilT	None	None	0.4274054090530222
gene-SynWH7803_1976	0.0	0.0	host	rnz	None	None	4.737556314618366
gene-SynWH7803_0935	0.0	0.0	host	gene-SynWH7803_0935	None	None	1.8136783719906282
gene-SynWH7803_0157	0.0	0.0	host	gene-SynWH7803_0157	None	None	0.16818318398290008
gene-SynWH7803_2533	0.0	0.0	host	thrC	None	None	0.3077920765273156
gene-SynWH7803_1852	0.0	0.0	host	lgt	None	None	0.8678054847677772
gene-SynWH7803_2414	0.0	0.0	host	metC	None	None	0.5959100766226116
gene-SynWH7803_0461	0.0	0.0	host	hemF	None	None	0.8451140291701613
gene-SynWH7803_0922	0.0	0.0	host	gene-SynWH7803_0922	None	None	3.258118680378302
gene-SynWH7803_0351	0.0	0.0	host	dfp	None	None	0.3385464584496168
gene-SynWH7803_2191	0.0	0.0	host	gene-SynWH7803_2191_gene_hli	None	None	2.8828984336273247
gene-SynWH7803_0956	0.0	0.0	host	gene-SynWH7803_0956	None	None	0.0038058576926590613
gene-SSBP1_gp43	0.0	0.0	phage	gene-SSBP1_gp43	early	early	6.561221092885845
gene-SynWH7803_2119	0.0	0.0	host	gene-SynWH7803_2119	None	None	4.292174004904449
gene-SynWH7803_0101	0.0	0.0	host	gene-SynWH7803_0101	None	None	3.4235172744069438
gene-SynWH7803_1245	0.0	0.0	host	pstC	None	None	0.0028641343030242333
gene-SynWH7803_1478	0.0	0.0	host	gene-SynWH7803_1478	None	None	2.8684839759746725
gene-SynWH7803_0382	0.0	0.0	host	rpsL	None	None	1.415410813454548
gene-SynWH7803_0512	0.0	0.0	host	gene-SynWH7803_0512	None	None	0.011991179928297699
gene-SynWH7803_0223	0.0	0.0	host	gene-SynWH7803_0223	None	None	7.184791136137074
gene-SynWH7803_1554	0.0	0.0	host	gene-SynWH7803_1554	None	None	1.4788706344099305
gene-SynWH7803_1447	0.0	0.0	host	gene-SynWH7803_1447	None	None	4.354642266879205
gene-SSBP1_gp14	0.0	0.0	phage	gene-SSBP1_gp14	early	early	8.703666025710689
gene-SynWH7803_0991	0.0	0.0	host	gene-SynWH7803_0991	None	None	0.05384527882795403
gene-SynWH7803_0466	0.0	0.0	host	gene-SynWH7803_0466	None	None	5.669536929171461
gene-SynWH7803_1340	0.0	0.0	host	lspA	None	None	0.18135259385666955
gene-SynWH7803_0414	0.0	0.0	host	rpmJ	None	None	27.583541391882935
gene-SynWH7803_2509	0.0	0.0	host	purU	None	None	0.06893030626831752
gene-SynWH7803_1246	0.0	0.0	host	gene-SynWH7803_1246_gene_dnaK	None	None	0.04050359424669624
gene-SynWH7803_0853	0.0	0.0	host	gene-SynWH7803_0853	None	None	0.16738652510901247
gene-SynWH7803_0206	0.0	0.0	host	gene-SynWH7803_0206	None	None	4.384700621303907
gene-SynWH7803_0638	0.0	0.0	host	frr	None	None	0.6025356278815228
gene-SynWH7803_0946	0.0	0.0	host	gene-SynWH7803_0946	None	None	0.3582730040257435
gene-SynWH7803_2039	0.0	0.0	host	fumC	None	None	1.0500250707255752
gene-SynWH7803_1961	0.0	0.0	host	gene-SynWH7803_1961	None	None	0.3692769555909904
gene-SynWH7803_2467	0.0	0.0	host	gene-SynWH7803_2467	None	None	1.0151941679503107
gene-SynWH7803_0989	0.0	0.0	host	znuC	None	None	0.1595339609264735
gene-SynWH7803_1548	0.0	0.0	host	gene-SynWH7803_1548	None	None	0.06212197005235707
gene-SynWH7803_0859	0.0	0.0	host	gene-SynWH7803_0859	None	None	3.780753180440763
gene-SynWH7803_1088	0.0	0.0	host	gene-SynWH7803_1088	None	None	0.02087016589170581
gene-SynWH7803_1896	0.0	0.0	host	aroH	None	None	0.33396476716677326
gene-SynWH7803_0543	0.0	0.0	host	gene-SynWH7803_0543	None	None	0.08941368098766296
gene-SynWH7803_0553	0.0	0.0	host	gene-SynWH7803_0553	None	None	711.4359291453698
gene-SynWH7803_1098	0.0	0.0	host	rhlE	None	None	0.9352340177680087
gene-SynWH7803_0954	0.0	0.0	host	gene-SynWH7803_0954	None	None	0.14589057069922795
gene-SynWH7803_1460	0.0	0.0	host	gap3	None	None	0.0032912738803402806
gene-SynWH7803_1535	0.0	0.0	host	clpA	None	None	18.560143024805832
gene-SynWH7803_0473	0.0	0.0	host	rlpA	None	None	0.1281668580356043
gene-SynWH7803_1562	0.0	0.0	host	gene-SynWH7803_1562	None	None	0.40611473858629843
gene-SynWH7803_0874	0.0	0.0	host	gene-SynWH7803_0874	None	None	0.6911673630939608
gene-SynWH7803_0435	0.0	0.0	host	gene-SynWH7803_0435	None	None	0.34819142937142394
gene-SynWH7803_1118	0.0	0.0	host	ahpC	None	None	36.01245901870072
gene-SynWH7803_0587	0.0	0.0	host	gene-SynWH7803_0587	None	None	0.4250086226106592
gene-SynWH7803_2226	0.0	0.0	host	gene-SynWH7803_2226	None	None	0.36482833075590027
gene-SynWH7803_1579	0.0	0.0	host	gene-SynWH7803_1579	None	None	41.63915841845951
gene-SynWH7803_2339	0.0	0.0	host	gene-SynWH7803_2339_gene_def	None	None	0.2747490595438003
gene-SynWH7803_1719	0.0	0.0	host	gene-SynWH7803_1719	None	None	30.372716282248994
gene-SynWH7803_0318	0.0	0.0	host	gene-SynWH7803_0318	None	None	0.014073875640689158
gene-SynWH7803_1939	0.0	0.0	host	gene-SynWH7803_1939	None	None	0.13839771380848936
gene-SynWH7803_1115	0.0	0.0	host	rpmF	None	None	10.88490126528174
gene-RNA_13	0.0	0.0	host	gene-RNA_13	None	None	1.803787158846553
gene-SynWH7803_0831	0.0	0.0	host	gene-SynWH7803_0831	None	None	0.8447724534979242
gene-SynWH7803_1412	0.0	0.0	host	gene-SynWH7803_1412	None	None	0.4567497503461439
gene-SynWH7803_2298	0.0	0.0	host	gene-SynWH7803_2298	None	None	0.43052377316970386
gene-SynWH7803_0996	0.0	0.0	host	gene-SynWH7803_0996	None	None	0.1903250209543543
gene-SynWH7803_1182	0.0	0.0	host	gene-SynWH7803_1182	None	None	0.11007829874953348
gene-SSBP1_gp08	0.0	0.0	phage	gene-SSBP1_gp08	early	early	11.886919552324985
gene-SynWH7803_1494	0.0	0.0	host	gene-SynWH7803_1494	None	None	0.05075504238439664
gene-SynWH7803_2193	0.0	0.0	host	xseA	None	None	2.7045210105799438
gene-SynWH7803_0406	0.0	0.0	host	rpmE	None	None	2.749352840748343
gene-SynWH7803_1235	0.0	0.0	host	gene-SynWH7803_1235	None	None	0.6891086192501344
gene-SynWH7803_0797	0.0	0.0	host	gene-SynWH7803_0797_gene_hli	None	None	0.02041672296177385
gene-SynWH7803_2124	0.0	0.0	host	smc	None	None	0.41103595174843394
gene-SSBP1_gp26	0.0	0.0	phage	gene-SSBP1_gp26	early	early	47.83306921618791
gene-SynWH7803_0514	0.0	0.0	host	gene-SynWH7803_0514	None	None	6.782141110159156
gene-SynWH7803_1807	0.0	0.0	host	gene-SynWH7803_1807	None	None	15.302990966520618
gene-SynWH7803_2301	0.0	0.0	host	gene-SynWH7803_2301	None	None	0.824918554661368
gene-SynWH7803_0132	0.0	0.0	host	gene-SynWH7803_0132	None	None	0.6393544443047912
gene-SynWH7803_0801	0.0	0.0	host	gene-SynWH7803_0801	None	None	0.26477461353448956
gene-SynWH7803_0212	0.0	0.0	host	gene-SynWH7803_0212	None	None	0.11058270607986098
gene-SynWH7803_0474	0.0	0.0	host	gene-SynWH7803_0474	None	None	0.2551514572229965
gene-SynWH7803_0877	0.0	0.0	host	adhC	None	None	2.720293789618233
gene-SynWH7803_2398	0.0	0.0	host	alaS	None	None	0.7358764221581005
gene-SynWH7803_0142	0.0	0.0	host	cysE	None	None	0.1690894471866158
gene-SynWH7803_1070	0.0	0.0	host	ruvA	None	None	0.07496433562672174
gene-SSBP1_gp11	0.0	0.0	phage	gene-SSBP1_gp11	early	early	23.08973946734614
gene-SynWH7803_2138	0.0	0.0	host	rpsU	None	None	2.333463101125621
gene-SynWH7803_0423	0.0	0.0	host	rplX	None	None	113.1752499044675
gene-SynWH7803_0456	0.0	0.0	host	trpE	None	None	6.11452164423481e-05
gene-SynWH7803_1479	0.0	0.0	host	gene-SynWH7803_1479	None	None	11.122819962179607
gene-SynWH7803_0160	0.0	0.0	host	gene-SynWH7803_0160	None	None	0.020360993965242456
gene-SynWH7803_1837	0.0	0.0	host	gene-SynWH7803_1837	None	None	0.006703280628506106
gene-SynWH7803_0823	0.0	0.0	host	gene-SynWH7803_0823_gene_hli	None	None	4.935608940990761
gene-SynWH7803_0651	0.0	0.0	host	gene-SynWH7803_0651	None	None	3.16008720735775
gene-RNA_9	0.0	0.0	host	gene-RNA_9	None	None	12.348290394710418
gene-SynWH7803_0399	0.0	0.0	host	gene-SynWH7803_0399	None	None	0.06727663046687736
gene-SynWH7803_1123	0.0	0.0	host	pcxA	None	None	0.22292673120985493
gene-SynWH7803_0490	0.0	0.0	host	gene-SynWH7803_0490	None	None	13.867428145932967
gene-SynWH7803_1981	0.0	0.0	host	serA	None	None	0.694551940853591
gene-SynWH7803_0616	0.0	0.0	host	gene-SynWH7803_0616	None	None	0.08742354558783547
gene-SynWH7803_0180	0.0	0.0	host	gene-SynWH7803_0180	None	None	1.0625520291995867
gene-SynWH7803_1044	0.0	0.0	host	gene-SynWH7803_1044	None	None	17.611213405900177
gene-SynWH7803_0229	0.0	0.0	host	gene-SynWH7803_0229	None	None	0.31739353659848113
gene-SynWH7803_2110	0.0	0.0	host	gene-SynWH7803_2110	None	None	0.008142203732233346
gene-SynWH7803_1093	0.0	0.0	host	gene-SynWH7803_1093	None	None	1.2916004170715578
gene-SynWH7803_1930	0.0	0.0	host	gene-SynWH7803_1930	None	None	3.931842207462268
gene-SSBP1_gp54	0.0	0.0	phage	gene-SSBP1_gp54	early	early	8.514345693638147
gene-SynWH7803_2394	0.0	0.0	host	cya1	None	None	0.08177866286981035
gene-SynWH7803_0840	0.0	0.0	host	gene-SynWH7803_0840	None	None	20.32179915211197
gene-SynWH7803_1142	0.0	0.0	host	purQ	None	None	7.92432790441389
gene-SynWH7803_0969	0.0	0.0	host	gene-SynWH7803_0969	None	None	1.4283274622664235
gene-SynWH7803_2287	0.0	0.0	host	gene-SynWH7803_2287_gene_ppnK	None	None	0.9984388369319749
gene-SynWH7803_2397	0.0	0.0	host	gene-SynWH7803_2397	None	None	0.02449867143236301
gene-SynWH7803_1736	0.0	0.0	host	gene-SynWH7803_1736_gene_rpoD	None	None	30.276239118688157
gene-SynWH7803_2438	0.0	0.0	host	gene-SynWH7803_2438	None	None	3.711164073697797
gene-SynWH7803_0792	0.0	0.0	host	katG	None	None	0.12447492422481139
gene-SynWH7803_0120	0.0	0.0	host	gene-SynWH7803_0120	None	None	4.299183692365713
gene-SynWH7803_0711	0.0	0.0	host	gene-SynWH7803_0711	None	None	1.6540747462067236
gene-SynWH7803_1671	0.0	0.0	host	gene-SynWH7803_1671	None	None	1.5756151489350543
gene-SynWH7803_1955	0.0	0.0	host	lpxB	None	None	0.47107053462415305
gene-SynWH7803_0588	0.0	0.0	host	gene-SynWH7803_0588	None	None	0.6351247330268004
gene-SynWH7803_1537	0.0	0.0	host	gene-SynWH7803_1537	None	None	0.6623535744517552
gene-SynWH7803_0699	0.0	0.0	host	gene-SynWH7803_0699	None	None	0.8237001522781778
gene-SynWH7803_0890	0.0	0.0	host	gene-SynWH7803_0890	None	None	1.1419364075300513
gene-SynWH7803_1078	0.0	0.0	host	gene-SynWH7803_1078	None	None	4.696967078874364e-05
gene-SynWH7803_0214	0.0	0.0	host	glcE	None	None	1.205269242530114
gene-SynWH7803_0438	0.0	0.0	host	gene-SynWH7803_0438	None	None	0.13472333077000417
gene-SynWH7803_0390	0.0	0.0	host	gene-SynWH7803_0390	None	None	3.808121746974734
gene-SynWH7803_2175	0.0	0.0	host	ndh	None	None	0.9363515289570075
gene-SynWH7803_0421	0.0	0.0	host	rpsH	None	None	48.26019191054193
gene-SynWH7803_2017	0.0	0.0	host	atpA	None	None	7.340005007623462
gene-SynWH7803_0768	0.0	0.0	host	gene-SynWH7803_0768	None	None	2.567297325738374
gene-SynWH7803_2512	0.0	0.0	host	gene-SynWH7803_2512	None	None	0.06652166269531064
gene-SynWH7803_1511	0.0	0.0	host	gene-SynWH7803_1511	None	None	0.09067767182290937
gene-SynWH7803_0098	0.0	0.0	host	gene-SynWH7803_0098	None	None	0.9472970651164193
gene-SynWH7803_1810	0.0	0.0	host	gene-SynWH7803_1810	None	None	0.41349752850362587
gene-SynWH7803_0937	0.0	0.0	host	gene-SynWH7803_0937_gene_hli	None	None	2.732846614227198
gene-SynWH7803_1966	0.0	0.0	host	kaiA	None	None	0.016131846149272783
gene-SynWH7803_0415	0.0	0.0	host	adk	None	None	1.4426980511962038
gene-SynWH7803_1189	0.0	0.0	host	gene-SynWH7803_1189	None	None	6.151805848923161
gene-SynWH7803_1720	0.0	0.0	host	gene-SynWH7803_1720	None	None	5.200869779900934
gene-SynWH7803_0810	0.0	0.0	host	gene-SynWH7803_0810	None	None	11.008815291343572
gene-SynWH7803_2435	0.0	0.0	host	gene-SynWH7803_2435	None	None	0.18112986834159028
gene-SynWH7803_1366	0.0	0.0	host	ksgA	None	None	2.3664982246200257
gene-SynWH7803_0330	0.0	0.0	host	ictB	None	None	0.5567503862439597
gene-SynWH7803_1504	0.0	0.0	host	gene-SynWH7803_1504	None	None	0.2665450168735394
gene-SynWH7803_1817	0.0	0.0	host	gene-SynWH7803_1817	None	None	0.09169754980367431
gene-SynWH7803_2016	0.0	0.0	host	atpC	None	None	6.787453109349538
gene-SynWH7803_2289	0.0	0.0	host	ndhG	None	None	0.37299569856090403
gene-SynWH7803_2156	0.0	0.0	host	cpcG1	None	None	0.1292296413840731
gene-SynWH7803_0540	0.0	0.0	host	psaE	None	None	3.2672143654269417
gene-SynWH7803_0477	0.0	0.0	host	rpcE	None	None	0.07043809634817824
gene-SynWH7803_0802	0.0	0.0	host	gene-SynWH7803_0802	None	None	0.0646387898832269
gene-SynWH7803_0701	0.0	0.0	host	gene-SynWH7803_0701	None	None	0.022182514927828537
gene-SynWH7803_0653	0.0	0.0	host	gene-SynWH7803_0653	None	None	0.8292629545714719
gene-SynWH7803_0309	0.0	0.0	host	gene-SynWH7803_0309	None	None	0.0008110103656869259
gene-SynWH7803_0783	0.0	0.0	host	gene-SynWH7803_0783	None	None	0.003102757912607993
gene-SynWH7803_1424	0.0	0.0	host	betA	None	None	0.0581822666785432
gene-SynWH7803_0867	0.0	0.0	host	gene-SynWH7803_0867	None	None	0.5938119555469985
gene-SynWH7803_0039	0.0	0.0	host	hepA	None	None	3.11642765848646
gene-SynWH7803_1171	0.0	0.0	host	gene-SynWH7803_1171	None	None	0.5758063680820014
gene-SSBP1_gp33	0.0	0.0	phage	gene-SSBP1_gp33	early	early	47.44337531082151
gene-RNA_50	0.0	0.0	host	gene-RNA_50	None	None	86.302129359964
gene-SynWH7803_2313	0.0	0.0	host	mraW	None	None	0.009417414194686969
gene-SynWH7803_0082	0.0	0.0	host	holA	None	None	0.011131409767517416
gene-SynWH7803_2338	0.0	0.0	host	gene-SynWH7803_2338	None	None	2.241861277487208
gene-SynWH7803_0601	0.0	0.0	host	gene-SynWH7803_0601	None	None	5.834694990506909
gene-SynWH7803_1176	0.0	0.0	host	gene-SynWH7803_1176	None	None	6.508542025965627
gene-SynWH7803_2429	0.0	0.0	host	gene-SynWH7803_2429	None	None	0.21989174484724877
gene-SynWH7803_0809	0.0	0.0	host	gene-SynWH7803_0809	None	None	0.005838581210042945
gene-SynWH7803_1071	0.0	0.0	host	gene-SynWH7803_1071	None	None	2.154735263867626
gene-SynWH7803_0319	0.0	0.0	host	ntcA	None	None	0.5135060227101232
gene-SynWH7803_1687	0.0	0.0	host	gene-SynWH7803_1687	None	None	0.11333472485834568
gene-SynWH7803_1830	0.0	0.0	host	gene-SynWH7803_1830	None	None	0.4023974996977686
gene-SynWH7803_0782	0.0	0.0	host	gene-SynWH7803_0782	None	None	2.307300869535814
gene-SynWH7803_1349	0.0	0.0	host	gene-SynWH7803_1349	None	None	0.017956314472113186
gene-SynWH7803_0289	0.0	0.0	host	cobS	None	None	0.0006948730933892394
gene-SynWH7803_0320	0.0	0.0	host	rph	None	None	0.010311799310542552
gene-SSBP1_gp30	0.0	0.0	phage	gene-SSBP1_gp30	early	early	24.081427781753852
gene-SynWH7803_1786	0.0	0.0	host	gene-SynWH7803_1786	None	None	0.274892067456619
gene-SynWH7803_0901	0.0	0.0	host	gene-SynWH7803_0901	None	None	4.347718830658237
gene-SynWH7803_0306	0.0	0.0	host	leuC	None	None	1.3681248812886793
gene-SynWH7803_2321	0.0	0.0	host	gshB	None	None	0.0003226983442629457
