Geneid	30_R1	480_R1	Entity	Symbol
gene-SynWH7803_1252	750	664	host	ribA
gene-SynWH7803_0107	774	621	host	gene-SynWH7803_0107_gene_rfbB
gene-SynWH7803_0346	403	201	host	gene-SynWH7803_0346
gene-SynWH7803_1484	48	76	host	gene-SynWH7803_1484
gene-SynWH7803_0449	391	313	host	gene-SynWH7803_0449
gene-SynWH7803_2053	321	248	host	gene-SynWH7803_2053
gene-SynWH7803_1089	215	162	host	gene-SynWH7803_1089
gene-SynWH7803_1997	478	471	host	mscL
gene-SynWH7803_0188	51	50	host	gene-SynWH7803_0188
gene-SynWH7803_1104	224	235	host	gene-SynWH7803_1104
gene-SynWH7803_1695	1123	881	host	gene-SynWH7803_1695
gene-RNA_17	295	383	host	gene-RNA_17
gene-SynWH7803_1800	12674	9905	host	gene-SynWH7803_1800
gene-SynWH7803_0193	553	358	host	gene-SynWH7803_0193
gene-SynWH7803_0951	151	200	host	sodC
gene-SynWH7803_0235	113	116	host	gene-SynWH7803_0235
gene-SynWH7803_1008	84	66	host	gene-SynWH7803_1008
gene-SynWH7803_1166	250	310	host	gene-SynWH7803_1166
gene-SynWH7803_2387	135	147	host	glnAIII
gene-SynWH7803_0530	156	113	host	minC
gene-SynWH7803_0453	131	188	host	gene-SynWH7803_0453
gene-SynWH7803_0323	331	277	host	thyX
gene-SynWH7803_0693	152	165	host	gene-SynWH7803_0693
gene-SynWH7803_2067	273	338	host	gene-SynWH7803_2067_gene_degQ
gene-SynWH7803_1296	608	583	host	pgl
gene-SynWH7803_2366	106	81	host	gene-SynWH7803_2366
gene-SynWH7803_0594	349	364	host	murE
gene-SynWH7803_1046	162	180	host	ptrA
gene-SynWH7803_1356	892	778	host	gene-SynWH7803_1356
gene-SynWH7803_0150	157	143	host	crcB
gene-SynWH7803_1565	455	573	host	gene-SynWH7803_1565
gene-SynWH7803_2461	1162	930	host	pyrG
gene-SynWH7803_1446	253	213	host	gene-SynWH7803_1446
gene-SynWH7803_0986	123	124	host	gene-SynWH7803_0986
gene-SynWH7803_1374	874	901	host	gene-SynWH7803_1374
gene-SynWH7803_1421	166	207	host	gene-SynWH7803_1421
gene-SynWH7803_1436	226	204	host	folP
gene-SynWH7803_1635	799	884	host	infA
gene-SynWH7803_1755	179	231	host	miaB
gene-SynWH7803_1616	149	148	host	gene-SynWH7803_1616
gene-SynWH7803_2530	473	416	host	recN
gene-SynWH7803_0595	182	175	host	gene-SynWH7803_0595
gene-SynWH7803_1120	1509	945	host	gene-SynWH7803_1120
gene-SynWH7803_1746	1158	1012	host	murA
gene-SynWH7803_0012	322	278	host	rsbU
gene-SynWH7803_1218	773	786	host	pykF
gene-SynWH7803_1334	251	257	host	gene-SynWH7803_1334_gene_devB
gene-SynWH7803_1198	578	527	host	nadA
gene-SynWH7803_1385	319	299	host	gene-SynWH7803_1385
gene-SynWH7803_1657	56	61	host	gene-SynWH7803_1657
gene-SynWH7803_2152	322	348	host	fbaB
gene-SynWH7803_2278	1054	948	host	gene-SynWH7803_2278_gene_ndhF
gene-SynWH7803_0301	198	172	host	gene-SynWH7803_0301
gene-SynWH7803_0249	1069	974	host	psbE
gene-SynWH7803_1978	95	96	host	gene-SynWH7803_1978
gene-SynWH7803_0062	278	279	host	dnaX
gene-SynWH7803_0184	87	112	host	smpB
gene-SynWH7803_1083	81	92	host	gene-SynWH7803_1083
gene-SynWH7803_2167	809	653	host	gene-SynWH7803_2167
gene-SynWH7803_0126	832	702	host	gene-SynWH7803_0126
gene-SynWH7803_2311	170	149	host	gene-SynWH7803_2311
gene-SynWH7803_0825	580	451	host	gene-SynWH7803_0825
gene-SynWH7803_2186	436	620	host	gene-SynWH7803_2186
gene-SynWH7803_0524	103	108	host	hemK
gene-SynWH7803_1649	157	69	host	gene-SynWH7803_1649
gene-SynWH7803_2280	1000	887	host	gene-SynWH7803_2280_gene_ndhD
gene-SynWH7803_2042	168	181	host	bioF
gene-SynWH7803_1231	832	754	host	malK
gene-SynWH7803_0606	268	251	host	gene-SynWH7803_0606
gene-SynWH7803_2484	2562	1191	host	moaC
gene-SynWH7803_2009	180	246	host	nadE
gene-SynWH7803_1684	98	84	host	gene-SynWH7803_1684
gene-SSBP1_gp42	1	50	phage	gene-SSBP1_gp42
gene-SynWH7803_2367	162	105	host	gene-SynWH7803_2367
gene-SynWH7803_2161	314	222	host	gene-SynWH7803_2161
gene-SynWH7803_0396	4694	3994	host	psaL
gene-SynWH7803_2229	127	125	host	gene-SynWH7803_2229
gene-SynWH7803_0195	2056	1819	host	tktA%2C cbbT
gene-SynWH7803_0404	404	400	host	gene-SynWH7803_0404
gene-SynWH7803_0933	198	154	host	gene-SynWH7803_0933
gene-SynWH7803_1705	200	212	host	gene-SynWH7803_1705
gene-SynWH7803_1883	765	761	host	topA
gene-SynWH7803_0998	54	102	host	gene-SynWH7803_0998
gene-SynWH7803_1975	547	396	host	gene-SynWH7803_1975
gene-SynWH7803_1760	152	173	host	panB
gene-SynWH7803_0990	191	164	host	gene-SynWH7803_0990
gene-SynWH7803_2419	451	472	host	dnaB
gene-SynWH7803_1750	226	187	host	gene-SynWH7803_1750
gene-SynWH7803_0074	945	1016	host	gene-SynWH7803_0074
gene-SynWH7803_0140	339	354	host	gene-SynWH7803_0140
gene-SynWH7803_0872	69	66	host	gene-SynWH7803_0872
gene-SynWH7803_1005	59	68	host	gene-SynWH7803_1005
gene-SynWH7803_1307	5776	4395	host	gene-SynWH7803_1307
gene-RNA_3	36964	34340	host	rnpB
gene-SynWH7803_0122	54959	41842	host	gene-SynWH7803_0122
gene-SynWH7803_1523	1004	1177	host	gene-SynWH7803_1523
gene-SynWH7803_0389	285	262	host	gene-SynWH7803_0389
gene-SynWH7803_0113	329	302	host	gene-SynWH7803_0113_gene_wcaG
gene-SynWH7803_0377	1075	1042	host	gene-SynWH7803_0377
gene-SynWH7803_1313	257	296	host	gene-SynWH7803_1313
gene-SynWH7803_1390	109	132	host	gene-SynWH7803_1390
gene-SynWH7803_0489	1010	872	host	mpeU
gene-SynWH7803_1087	256	210	host	gene-SynWH7803_1087
gene-SynWH7803_1193	198	205	host	gene-SynWH7803_1193
gene-SynWH7803_1815	162	156	host	gene-SynWH7803_1815
gene-SynWH7803_0844	1358	1281	host	gene-SynWH7803_0844
gene-SynWH7803_1595	769	745	host	petG
gene-SynWH7803_2248	724	554	host	gene-SynWH7803_2248
gene-SynWH7803_0713	658	609	host	ctaE%2C coxC
gene-SynWH7803_2084	938	862	host	gene-SynWH7803_2084_gene_psbA
gene-SynWH7803_0091	2525	1448	host	gene-SynWH7803_0091
gene-SynWH7803_0673	2556	2362	host	gene-SynWH7803_0673
gene-SynWH7803_0845	1414	1357	host	mtnA
gene-SynWH7803_1624	170	148	host	gene-SynWH7803_1624
gene-SynWH7803_0252	429	427	host	ndhC
gene-SynWH7803_0052	551	508	host	gene-SynWH7803_0052
gene-SynWH7803_2266	347	280	host	gene-SynWH7803_2266
gene-SynWH7803_1016	380	402	host	gene-SynWH7803_1016
gene-SynWH7803_0866	333	297	host	ggt
gene-SynWH7803_0125	1797	1677	host	gene-SynWH7803_0125
gene-SynWH7803_1466	198	162	host	gene-SynWH7803_1466
gene-SynWH7803_2302	248	204	host	cysC
gene-SSBP1_gp23	4	111	phage	gene-SSBP1_gp23
gene-SynWH7803_0644	600	481	host	hemH
gene-SynWH7803_0350	84	89	host	gene-SynWH7803_0350
gene-SynWH7803_0073	466	409	host	dapA
gene-SynWH7803_1835	1612	1042	host	gene-SynWH7803_1835
gene-SynWH7803_0260	109	116	host	gene-SynWH7803_0260
gene-SynWH7803_0258	338	311	host	chlD
gene-SynWH7803_0637	209	220	host	gene-SynWH7803_0637
gene-SynWH7803_0552	22004	14655	host	gene-SynWH7803_0552
gene-SynWH7803_1963	1169	962	host	nblS
gene-SynWH7803_2252	118	130	host	gene-SynWH7803_2252_gene_plsC
gene-SynWH7803_0024	85	90	host	gene-SynWH7803_0024
gene-SSBP1_gp17	13	72	phage	gene-SSBP1_gp17
gene-SynWH7803_1911	74	60	host	gene-SynWH7803_1911
gene-SynWH7803_0698	119	91	host	gene-SynWH7803_0698
gene-SynWH7803_2396	488	470	host	gene-SynWH7803_2396
gene-SynWH7803_1809	236	216	host	futB
gene-SynWH7803_1531	289	277	host	uppS
gene-SynWH7803_2416	138	105	host	gene-SynWH7803_2416
gene-SynWH7803_0237	56	67	host	gene-SynWH7803_0237
gene-SynWH7803_1964	3391	2652	host	kaiC
gene-SynWH7803_0894	239	308	host	gene-SynWH7803_0894
gene-SynWH7803_1547	132	127	host	rsuA
gene-SynWH7803_0919	76	78	host	gene-SynWH7803_0919
gene-SynWH7803_1729	678	618	host	phoH%2C psiH
gene-SynWH7803_1863	1074	1175	host	groL2
gene-SynWH7803_1147	145	135	host	gene-SynWH7803_1147
gene-SynWH7803_2105	553	617	host	gene-SynWH7803_2105
gene-SynWH7803_2442	183	177	host	gene-SynWH7803_2442
gene-SynWH7803_1150	336	346	host	gene-SynWH7803_1150
gene-SynWH7803_0344	383	355	host	pyrB
gene-SynWH7803_2065	368	314	host	hisD
gene-SynWH7803_1519	424	364	host	gene-SynWH7803_1519
gene-SynWH7803_1905	1411	688	host	serS
gene-SynWH7803_1940	618	557	host	gene-SynWH7803_1940
gene-SynWH7803_0518	9107	7294	host	psbB
gene-SynWH7803_2055	462	377	host	gene-SynWH7803_2055
gene-SynWH7803_0339	304	292	host	gene-SynWH7803_0339
gene-SynWH7803_1303	1223	938	host	ccmC
gene-SynWH7803_2209	446	377	host	gene-SynWH7803_2209
gene-SynWH7803_0967	146	128	host	gene-SynWH7803_0967
gene-SynWH7803_0642	220	187	host	gene-SynWH7803_0642
gene-SynWH7803_0718	415	405	host	gene-SynWH7803_0718
gene-SynWH7803_1161	1323	949	host	gene-SynWH7803_1161
gene-SynWH7803_0047	94	73	host	cbiD
gene-SynWH7803_1080	100	84	host	umuC
gene-SynWH7803_1430	365	357	host	gene-SynWH7803_1430
gene-SynWH7803_1457	249	281	host	gene-SynWH7803_1457
gene-SynWH7803_0153	213	204	host	gene-SynWH7803_0153_gene_rpoD
gene-SynWH7803_1509	190	179	host	recD
gene-SynWH7803_1043	143	160	host	dnaQ
gene-SynWH7803_2072	421	451	host	gene-SynWH7803_2072
gene-SynWH7803_0270	207	241	host	gene-SynWH7803_0270
gene-SynWH7803_0565	394	300	host	gene-SynWH7803_0565
gene-SynWH7803_1325	0	0	host	gene-SynWH7803_1325_gene_proA
gene-SynWH7803_0736	44	35	host	gene-SynWH7803_0736
gene-SynWH7803_1928	2311	1070	host	hup
gene-SynWH7803_2306	294	298	host	chlM
gene-SynWH7803_1782	49	60	host	gene-SynWH7803_1782_gene_spoU
gene-SynWH7803_0662	75	84	host	lplA
gene-SynWH7803_1310	451	403	host	gene-SynWH7803_1310
gene-SynWH7803_0766	133	126	host	gene-SynWH7803_0766
gene-SynWH7803_2417	332	404	host	gene-SynWH7803_2417_gene_desC
gene-SynWH7803_0948	15027	12003	host	gene-SynWH7803_0948
gene-SynWH7803_0162	114	97	host	gene-SynWH7803_0162
gene-SynWH7803_1391	139	155	host	gene-SynWH7803_1391
gene-SynWH7803_0447	59	58	host	gene-SynWH7803_0447
gene-SynWH7803_2184	164	154	host	gene-SynWH7803_2184
gene-SynWH7803_0035	51	68	host	gene-SynWH7803_0035
gene-SynWH7803_0375	191	204	host	pheA
gene-SynWH7803_2476	150	393	host	gene-SynWH7803_2476
gene-SynWH7803_1587	207	199	host	gene-SynWH7803_1587
gene-SynWH7803_0767	909	911	host	gene-SynWH7803_0767
gene-SynWH7803_1097	67	76	host	gene-SynWH7803_1097
gene-SynWH7803_0420	473	764	host	rplF
gene-SynWH7803_0738	557	604	host	gene-SynWH7803_0738
gene-SynWH7803_0563	221	234	host	gene-SynWH7803_0563
gene-SynWH7803_1920	814	632	host	gene-SynWH7803_1920
gene-SynWH7803_1668	152	176	host	gene-SynWH7803_1668
gene-SynWH7803_1256	867	864	host	gene-SynWH7803_1256
gene-SynWH7803_0429	576	1067	host	rplV
gene-SynWH7803_0536	829	977	host	gene-SynWH7803_0536
gene-SynWH7803_1489	88	81	host	gene-SynWH7803_1489
gene-SynWH7803_1656	46	61	host	gene-SynWH7803_1656
gene-SynWH7803_1857	152	144	host	gene-SynWH7803_1857
gene-SynWH7803_0925	44	144	host	gene-SynWH7803_0925
gene-SynWH7803_2113	166	149	host	gene-SynWH7803_2113
gene-SynWH7803_0019	361	317	host	pilC%2CpulF
gene-SynWH7803_2203	2912	2247	host	psbU
gene-SynWH7803_0424	460	913	host	rplN
gene-SynWH7803_0434	1003	1103	host	rplC
gene-SynWH7803_1312	290	338	host	gene-SynWH7803_1312
gene-SynWH7803_1733	500	293	host	gene-SynWH7803_1733
gene-SynWH7803_0886	182	160	host	gene-SynWH7803_0886
gene-SynWH7803_1036	489	459	host	amiC
gene-SynWH7803_1702	1129	1220	host	gene-SynWH7803_1702
gene-SynWH7803_1876	65	87	host	ribE
gene-SynWH7803_0327	51	58	host	gene-SynWH7803_0327
gene-SynWH7803_0520	1081	840	host	psbM
gene-SynWH7803_0048	366	485	host	guaA
gene-SynWH7803_0147	1286	1076	host	gyrB
gene-SynWH7803_0929	103	137	host	gene-SynWH7803_0929
gene-SynWH7803_1991	173	166	host	gene-SynWH7803_1991_gene_dnaK
gene-SSBP1_gp40	42	451	phage	gene-SSBP1_gp40
gene-SynWH7803_0743	210	204	host	gene-SynWH7803_0743
gene-SynWH7803_0630	380	339	host	gmpB
gene-SynWH7803_2125	568	489	host	gene-SynWH7803_2125
gene-SynWH7803_0806	48	49	host	gene-SynWH7803_0806
gene-SynWH7803_1739	105	143	host	lnt
gene-SSBP1_gp52	2	42	phage	gene-SSBP1_gp52
gene-SynWH7803_1141	163	271	host	purS
gene-SynWH7803_0106	2768	1886	host	gene-SynWH7803_0106
gene-SynWH7803_1709	174	195	host	gene-SynWH7803_1709
gene-SynWH7803_1892	132	113	host	gene-SynWH7803_1892
gene-SynWH7803_1409	435	281	host	gene-SynWH7803_1409
gene-SynWH7803_0596	167	200	host	gene-SynWH7803_0596
gene-SynWH7803_1885	151	150	host	gene-SynWH7803_1885
gene-SynWH7803_2326	140	156	host	gene-SynWH7803_2326
gene-SynWH7803_1525	239	199	host	recR
gene-SynWH7803_0585	2558	3193	host	gene-SynWH7803_0585_gene_cysK
gene-SynWH7803_2242	1694	1214	host	gene-SynWH7803_2242
gene-SynWH7803_1872	2650	2303	host	gene-SynWH7803_1872_gene_ctaD%2C coxA
gene-SynWH7803_2231	185	181	host	gene-SynWH7803_2231
gene-SynWH7803_0208	733	652	host	gene-SynWH7803_0208
gene-SynWH7803_1969	360	371	host	gene-SynWH7803_1969
gene-SynWH7803_0915	55	52	host	gene-SynWH7803_0915
gene-SynWH7803_0683	102	112	host	gene-SynWH7803_0683
gene-SynWH7803_0354	366	408	host	cysD
gene-SynWH7803_0727	438	429	host	gene-SynWH7803_0727
gene-SynWH7803_0156	1566	1402	host	gene-SynWH7803_0156
gene-SynWH7803_2310	227	231	host	gene-SynWH7803_2310
gene-SynWH7803_2378	263	288	host	gloA
gene-SynWH7803_1417	233	199	host	gene-SynWH7803_1417
gene-RNA_4	58	36	host	gene-RNA_4
gene-SSBP1_gp45	7	46	phage	gene-SSBP1_gp45
gene-SynWH7803_0669	1060	939	host	por
gene-SynWH7803_0682	199	222	host	gene-SynWH7803_0682
gene-SynWH7803_1383	631	483	host	psbY
gene-SynWH7803_1761	124	116	host	hemN
gene-SynWH7803_0240	302	341	host	uvrD
gene-SynWH7803_2355	197	111	host	gene-SynWH7803_2355
gene-SynWH7803_0029	1227	840	host	gap1
gene-SynWH7803_1132	235	314	host	gene-SynWH7803_1132
gene-SynWH7803_1527	103	108	host	gene-SynWH7803_1527
gene-SynWH7803_1301	1775	1775	host	rpe%2C cbbE%2C ppe
gene-SynWH7803_0016	549	520	host	msrB
gene-SynWH7803_1723	75	105	host	ispF
gene-SynWH7803_2290	758	759	host	ndhI%2C frxB
gene-SynWH7803_0228	113	135	host	gene-SynWH7803_0228
gene-SynWH7803_1333	383	390	host	gene-SynWH7803_1333_gene_devC
gene-SynWH7803_2372	2857	4540	host	rplJ
gene-SynWH7803_0697	130	96	host	gene-SynWH7803_0697
gene-SynWH7803_0183	315	283	host	gene-SynWH7803_0183
gene-SynWH7803_0955	158	375	host	gene-SynWH7803_0955
gene-SynWH7803_0848	61	57	host	gene-SynWH7803_0848
gene-SynWH7803_1191	100	124	host	gene-SynWH7803_1191
gene-SynWH7803_0233	84	94	host	kdsB
gene-SynWH7803_1899	827	804	host	rnpA
gene-SynWH7803_2130	368	275	host	psbX
gene-SSBP1_gp06	1	16	phage	gene-SSBP1_gp06
gene-SynWH7803_0296	682	778	host	lytB
gene-SynWH7803_0826	344	393	host	gene-SynWH7803_0826
gene-SynWH7803_1285	265	218	host	gene-SynWH7803_1285
gene-SynWH7803_1214	2268	2219	host	gene-SynWH7803_1214_gene_clpP
gene-SynWH7803_0895	142	171	host	gene-SynWH7803_0895
gene-SynWH7803_2413	269	252	host	gcvH
gene-SynWH7803_2521	700	685	host	gene-SynWH7803_2521
gene-SynWH7803_1918	385	347	host	gene-SynWH7803_1918
gene-SynWH7803_1836	593	645	host	gltX
gene-SynWH7803_0230	154	149	host	gene-SynWH7803_0230
gene-SynWH7803_1240	362	402	host	hisZ
gene-SynWH7803_1999	1042	1015	host	groS
gene-SynWH7803_2047	329	278	host	gene-SynWH7803_2047
gene-SynWH7803_0303	991	1256	host	glyA
gene-SynWH7803_1756	289	192	host	ddl
gene-SynWH7803_2427	351	259	host	gene-SynWH7803_2427
gene-SynWH7803_0696	697	643	host	gene-SynWH7803_0696
gene-SSBP1_gp50	3	44	phage	gene-SSBP1_gp50
gene-SynWH7803_1947	272	254	host	gene-SynWH7803_1947
gene-SynWH7803_0378	1356	1443	host	rpsJ
gene-SynWH7803_0735	98	89	host	gene-SynWH7803_0735_gene_petJ
gene-SynWH7803_0746	158	171	host	hisIE
gene-SynWH7803_2517	408	409	host	rpsF
gene-SynWH7803_1669	128	163	host	gene-SynWH7803_1669
gene-SynWH7803_1354	319	286	host	gene-SynWH7803_1354
gene-SynWH7803_1714	104	115	host	gene-SynWH7803_1714
gene-SynWH7803_1897	749	1000	host	gene-SynWH7803_1897
gene-SynWH7803_0551	429	314	host	gene-SynWH7803_0551
gene-SynWH7803_2099	345	354	host	hemB
gene-SynWH7803_0548	266	313	host	gene-SynWH7803_0548
gene-SynWH7803_1135	552	533	host	cobW
gene-SynWH7803_1304	2549	2176	host	gene-SynWH7803_1304
gene-SynWH7803_1609	118	127	host	gene-SynWH7803_1609
gene-SynWH7803_2497	104	214	host	trpD
gene-SynWH7803_1075	190	216	host	gene-SynWH7803_1075_gene_arsB
gene-SynWH7803_1219	570	632	host	gene-SynWH7803_1219
gene-RNA_39	208	181	host	gene-RNA_39
gene-SynWH7803_1550	229	229	host	frhB
gene-SynWH7803_2303	449	391	host	gene-SynWH7803_2303
gene-SynWH7803_0070	476	419	host	gene-SynWH7803_0070_gene_clpP
gene-SynWH7803_1793	81	84	host	gene-SynWH7803_1793
gene-SynWH7803_0063	322	213	host	gene-SynWH7803_0063
gene-SynWH7803_0064	1637	1175	host	clpX
gene-SynWH7803_0688	277	287	host	gene-SynWH7803_0688
gene-SynWH7803_0799	183	191	host	gene-SynWH7803_0799
gene-SynWH7803_0198	3235	2478	host	psaC
gene-SynWH7803_2324	79	94	host	gene-SynWH7803_2324
gene-SynWH7803_0263	347	323	host	degT
gene-SynWH7803_0261	68	66	host	gene-SynWH7803_0261
gene-SynWH7803_0001	1041	822	host	dnaN
gene-SynWH7803_0726	114	133	host	gene-SynWH7803_0726
gene-SynWH7803_0516	2048	1296	host	gene-SynWH7803_0516
gene-SynWH7803_1050	457	325	host	gene-SynWH7803_1050
gene-SynWH7803_1387	213	237	host	gene-SynWH7803_1387
gene-SynWH7803_1951	342	361	host	pepA
gene-SynWH7803_1433	498	514	host	mdlB
gene-SynWH7803_0849	319	303	host	gene-SynWH7803_0849
gene-SynWH7803_2126	286	281	host	gene-SynWH7803_2126_gene_msrB
gene-SynWH7803_2071	261	208	host	gene-SynWH7803_2071
gene-SynWH7803_1339	418	232	host	gene-SynWH7803_1339
gene-SynWH7803_0331	101	123	host	gene-SynWH7803_0331
gene-SynWH7803_1056	679	609	host	gene-SynWH7803_1056_gene_msrA
gene-SynWH7803_2319	273	321	host	menF
gene-RNA_27	57	56	host	gene-RNA_27
gene-SynWH7803_1153	222	152	host	lpxD
gene-SynWH7803_1158	269	283	host	gene-SynWH7803_1158
gene-SynWH7803_1690	124	157	host	gene-SynWH7803_1690
gene-SynWH7803_1759	973	748	host	ftsZ
gene-SynWH7803_2316	119	104	host	menE
gene-SynWH7803_1500	129	105	host	gene-SynWH7803_1500
gene-SynWH7803_2075	242	240	host	gene-SynWH7803_2075
gene-SynWH7803_2183	227	226	host	gene-SynWH7803_2183
gene-SynWH7803_2255	75	77	host	gene-SynWH7803_2255
gene-SynWH7803_2050	111	130	host	gene-SynWH7803_2050
gene-SynWH7803_1371	221	262	host	pdxJ
gene-SynWH7803_0542	764	654	host	recQ
gene-SynWH7803_0210	389	306	host	gene-SynWH7803_0210
gene-SynWH7803_0994	343	376	host	gene-SynWH7803_0994_gene_hupE
gene-SynWH7803_2246	367	356	host	ycf3
gene-SynWH7803_2377	539	562	host	gene-SynWH7803_2377_gene_clpB
gene-SynWH7803_2177	327	295	host	citT
gene-SynWH7803_1112	104	128	host	gene-SynWH7803_1112
gene-SynWH7803_2350	67	115	host	usp
gene-SynWH7803_0803	464	464	host	gene-SynWH7803_0803
gene-SynWH7803_1894	117	95	host	gene-SynWH7803_1894
gene-SynWH7803_1000	378	336	host	gene-SynWH7803_1000
gene-SynWH7803_2375	352	392	host	nusG
gene-SynWH7803_1169	173	198	host	gene-SynWH7803_1169
gene-SynWH7803_1162	332	371	host	gene-SynWH7803_1162_gene_fur
gene-SynWH7803_1917	50	69	host	gene-SynWH7803_1917
gene-SynWH7803_0345	657	678	host	ndh%2C ndbA
gene-SynWH7803_0985	312	279	host	gene-SynWH7803_0985
gene-SynWH7803_1068	989	858	host	gene-SynWH7803_1068
gene-SynWH7803_1437	746	566	host	gene-SynWH7803_1437
gene-SynWH7803_1350	1060	941	host	gene-SynWH7803_1350
gene-SynWH7803_1498	4877	2056	host	gene-SynWH7803_1498
gene-SSBP1_gp41	15	113	phage	gene-SSBP1_gp41
gene-SynWH7803_2477	167	368	host	gene-SynWH7803_2477
gene-SynWH7803_0236	97	96	host	gene-SynWH7803_0236
gene-SynWH7803_0861	362	397	host	gene-SynWH7803_0861
gene-SynWH7803_1488	438	480	host	gene-SynWH7803_1488
gene-SynWH7803_1591	685	616	host	guaB
gene-SynWH7803_0899	477	628	host	gene-SynWH7803_0899
gene-SynWH7803_0425	507	792	host	rpsQ
gene-SynWH7803_0773	232	288	host	thrB
gene-SynWH7803_0973	2260	2985	host	gene-SynWH7803_0973
gene-SynWH7803_1230	2050	1683	host	gene-SynWH7803_1230
gene-SynWH7803_1551	271	249	host	lytR
gene-SynWH7803_1982	75	82	host	gene-SynWH7803_1982
gene-SynWH7803_2173	214	206	host	gene-SynWH7803_2173
gene-SynWH7803_1360	192	187	host	gene-SynWH7803_1360
gene-SynWH7803_1152	229	210	host	leuB
gene-SynWH7803_1545	446	484	host	phoB
gene-SynWH7803_0254	502	498	host	ndhJ
gene-SynWH7803_1318	1124	1084	host	glyS
gene-SynWH7803_0676	197	149	host	gene-SynWH7803_0676
gene-SynWH7803_0559	1105	792	host	gene-SynWH7803_0559
gene-SynWH7803_1908	1575	1719	host	pnp
gene-SynWH7803_0626	687	510	host	gene-SynWH7803_0626
gene-SynWH7803_0372	718	516	host	cafA
gene-SynWH7803_2473	104	102	host	gene-SynWH7803_2473
gene-SynWH7803_0279	150	178	host	gene-SynWH7803_0279
gene-SynWH7803_1870	239	224	host	gene-SynWH7803_1870
gene-SynWH7803_1673	146	138	host	gene-SynWH7803_1673
gene-SynWH7803_0966	131	149	host	gene-SynWH7803_0966
gene-SynWH7803_1644	200	159	host	ilvH
gene-SynWH7803_0671	1470	1703	host	chlB
gene-SynWH7803_0287	374	286	host	psbK
gene-SynWH7803_2412	538	503	host	gcvP
gene-SynWH7803_2475	174	314	host	gene-SynWH7803_2475
gene-SynWH7803_0643	413	251	host	gene-SynWH7803_0643
gene-SynWH7803_2330	317	175	host	gene-SynWH7803_2330
gene-SynWH7803_1520	300	263	host	gene-SynWH7803_1520
gene-SynWH7803_0259	45	38	host	folK
gene-SynWH7803_2511	447	429	host	gene-SynWH7803_2511
gene-SynWH7803_0386	75	87	host	gene-SynWH7803_0386
gene-SynWH7803_1397	243	280	host	gene-SynWH7803_1397
gene-SynWH7803_0940	300	520	host	gene-SynWH7803_0940
gene-SynWH7803_1654	342	280	host	gene-SynWH7803_1654
gene-SynWH7803_0621	621	648	host	psb27
gene-SynWH7803_1946	319	286	host	tyrS
gene-SynWH7803_2213	117	105	host	aroK
gene-SynWH7803_0558	15167	12068	host	gene-SynWH7803_0558
gene-SynWH7803_0819	216	159	host	gene-SynWH7803_0819
gene-SynWH7803_1984	500	544	host	murD
gene-SynWH7803_2008	100	113	host	nadD
gene-SynWH7803_1377	506	447	host	gene-SynWH7803_1377
gene-SynWH7803_1699	128	102	host	gene-SynWH7803_1699
gene-SynWH7803_2528	397	387	host	gene-SynWH7803_2528
gene-SynWH7803_2262	500	467	host	mhpC
gene-SynWH7803_1942	136	81	host	pyrF
gene-SynWH7803_1134	258	261	host	gene-SynWH7803_1134
gene-SynWH7803_1348	449	449	host	gene-SynWH7803_1348
gene-SynWH7803_1935	238	203	host	gene-SynWH7803_1935
gene-SynWH7803_1024	876	625	host	gene-SynWH7803_1024
gene-SynWH7803_1434	82	88	host	gene-SynWH7803_1434
gene-SynWH7803_0818	54	72	host	gene-SynWH7803_0818
gene-SynWH7803_2411	2345	1561	host	gene-SynWH7803_2411
gene-SynWH7803_1157	163	135	host	gene-SynWH7803_1157
gene-SynWH7803_0071	367	355	host	tig
gene-SynWH7803_0269	259	296	host	hisB
gene-SynWH7803_1860	239	243	host	gene-SynWH7803_1860
gene-SynWH7803_1053	711	550	host	gene-SynWH7803_1053
gene-SynWH7803_2268	2431	1669	host	gene-SynWH7803_2268
gene-SynWH7803_1468	53	84	host	tesA
gene-RNA_12	47	61	host	gene-RNA_12
gene-SynWH7803_0503	5305	5883	host	cpeC
gene-SynWH7803_2165	222	183	host	gene-SynWH7803_2165
gene-SynWH7803_1210	192	211	host	gene-SynWH7803_1210_gene_clpS
gene-SynWH7803_1910	72	76	host	gene-SynWH7803_1910
gene-SynWH7803_0754	498	346	host	gene-SynWH7803_0754
gene-SynWH7803_0733	5015	2841	host	gene-SynWH7803_0733
gene-SynWH7803_1574	139	120	host	gene-SynWH7803_1574
gene-SynWH7803_1862	74	90	host	gene-SynWH7803_1862
gene-SynWH7803_2334	98	112	host	yccC
gene-SynWH7803_1766	214	189	host	cobD/cbiB
gene-SynWH7803_0013	305	319	host	argH
gene-SynWH7803_2332	192	194	host	gene-SynWH7803_2332
gene-SynWH7803_0620	811	724	host	purA
gene-SSBP1_gp38	18	312	phage	gene-SSBP1_gp38
gene-SynWH7803_1407	1061	1424	host	gene-SynWH7803_1407_gene_cysD
gene-SynWH7803_2428	442	361	host	ligA
gene-SynWH7803_2025	4827	4523	host	apcE
gene-SynWH7803_0908	61	73	host	gene-SynWH7803_0908
gene-SynWH7803_2354	722	734	host	gene-SynWH7803_2354
gene-SynWH7803_2073	153	156	host	gene-SynWH7803_2073
gene-SynWH7803_0411	1810	2091	host	rpoA
