Geneid	40	90	140	190	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-FLV31_RS16815	82	67	20	10	host	gene-FLV31_RS16815	None	None	1.2158770509537231
gene-FLV31_RS06370	2897	605	227	92	host	gene-FLV31_RS06370	None	None	17.32551311005978
gene-FLV31_RS01095	2314	571	156	87	host	ruvB	None	None	21.234392825267797
gene-FLV31_RS00555	7409	1406	318	171	host	cobA	None	None	107.97770057572652
gene-FLV31_RS01215	40051	9944	3091	1465	host	rpsB	None	None	349.44046972942505
gene-FLV31_RS02725	136	32	13	5	host	gene-FLV31_RS02725	None	None	3.1970303505115707
gene-FLV31_RS06450	1697	347	100	56	host	lgt	None	None	18.35556439050705
gene-FLV31_RS19550	14	9	6	3	host	gene-FLV31_RS19550	None	None	0.013853897583041747
gene-FLV31_RS06615	301	2368	45	12	host	gene-FLV31_RS06615	None	None	36.22363681597665
gene-FLV31_RS18330	870	226	72	51	host	gene-FLV31_RS18330	None	None	5.059636564551589
gene-FLV31_RS09190	446	87	38	15	host	gene-FLV31_RS09190	None	None	3.5534697466185325
gene-FLV31_RS14645	14	3	2	2	host	gene-FLV31_RS14645	None	None	0.11235787603368906
gene-FLV31_RS07425	2871	201	124	44	host	gene-FLV31_RS07425	None	None	21.77688174321616
gene-FLV31_RS05620	34	7	4	2	host	gene-FLV31_RS05620	None	None	1.3884130640707806
gene-FLV31_RS07655	2	3	1	4	host	gene-FLV31_RS07655	None	None	0.3279053091953069
gene-FLV31_RS07015	1035	246	76	37	host	gene-FLV31_RS07015	None	None	9.777688849853638
gene-FLV31_RS18595	2045	1347	665	406	host	gene-FLV31_RS18595	None	None	4.490228207049169
gene-FLV31_RS03320	64	39	18	10	host	gene-FLV31_RS03320	None	None	0.20376937363677297
gene-FLV31_RS09375	1785	154	68	33	host	gene-FLV31_RS09375	None	None	19.650727848454142
gene-FLV31_RS08500	2997	427	157	54	host	gene-FLV31_RS08500	None	None	48.37659833397381
gene-FLV31_RS17500	562	161	78	31	host	gene-FLV31_RS17500	None	None	4.503929010899719
gene-FLV31_RS02495	965	218	79	45	host	gene-FLV31_RS02495	None	None	4.757894520425255
gene-FLV31_RS04555	1143	547	125	67	host	gene-FLV31_RS04555	None	None	5.470632863818446
gene-FLV31_RS01150	846	614	152	76	host	gene-FLV31_RS01150	None	None	13.891076329489096
gene-FLV31_RS06695	79	27	23	4	host	gene-FLV31_RS06695	None	None	0.7585030794436587
gene-FLV31_RS09635	50	12	7	9	host	gene-FLV31_RS09635	None	None	0.5397422215200014
gene-FLV31_RS08640	203	149	40	15	host	gene-FLV31_RS08640	None	None	1.344647454817681
gene-FLV31_RS16045	8521	2177	682	302	host	dnaN	None	None	68.97380156642531
gene-FLV31_RS17945	4047	1004	216	136	host	zwf	None	None	26.2992022775147
gene-FLV31_RS09625	317	80	35	15	host	gene-FLV31_RS09625	None	None	4.106130188521625
gene-FLV31_RS06580	3556	747	227	114	host	tpiA	None	None	48.26942824698045
gene-FLV31_RS15185	538	36	20	6	host	gene-FLV31_RS15185	None	None	4.968998216787342
gene-FLV31_RS08985	546	90	27	18	host	gene-FLV31_RS08985	None	None	4.61703589772127
gene-FLV31_RS15615	327	96	38	16	host	gene-FLV31_RS15615	None	None	1.8125709126212284
gene-FLV31_RS16560	146	47	11	10	host	gene-FLV31_RS16560	None	None	2.383751711687121
gene-FLV31_RS10660	6727	1185	417	221	host	gene-FLV31_RS10660	None	None	70.05908333573308
gene-FLV31_RS10935	215	54	50	25	host	argB	None	None	1.0836739509657016
gene-FLV31_RS03905	141	37	25	16	host	gene-FLV31_RS03905	None	None	1.6887860497591163
gene-FLV31_RS14000	1127	250	72	39	host	gene-FLV31_RS14000	None	None	16.366965020870264
gene-FLV31_RS16430	271	241	62	22	host	gene-FLV31_RS16430	None	None	10.380807899239691
gene-FLV31_RS18675	429	131	16	15	host	gene-FLV31_RS18675	None	None	9.183324848297284
gene-FLV31_RS02795	386	52	30	11	host	gene-FLV31_RS02795	None	None	8.566194979408627
gene-FLV31_RS19025	140	45	11	6	host	gene-FLV31_RS19025	None	None	2.7197481269833004
gene-FLV31_RS08785	715	585	210	84	host	gene-FLV31_RS08785	None	None	3.134767965378416
gene-FLV31_RS20155	57	18	27	9	host	gene-FLV31_RS20155	None	None	0.09136031130639984
gene-FLV31_RS11420	7990	2634	910	470	host	gene-FLV31_RS11420	None	None	142.8735219907854
gene-FLV31_RS05485	589	99	35	14	host	gene-FLV31_RS05485	None	None	6.961434331337754
gene-FLV31_RS07880	42	26	19	5	host	gene-FLV31_RS07880	None	None	0.07437598097532896
gene-FLV31_RS12530	744	197	76	25	host	gene-FLV31_RS12530	None	None	14.381758735381847
gene-FLV31_RS06915	403	57	21	14	host	gene-FLV31_RS06915	None	None	5.229067890016012
gene-FLV31_RS15115	1272	305	118	64	host	gene-FLV31_RS15115	None	None	13.31192975626829
gene-FLV31_RS18610	4734	1025	283	182	host	lipA	None	None	53.687430803932436
gene-FLV31_RS07220	504	105	31	13	host	gene-FLV31_RS07220	None	None	15.7521225191573
gene-FLV31_RS16280	786	173	50	34	host	gene-FLV31_RS16280	None	None	3.167319613144619
gene-FLV31_RS16715	120	26	9	6	host	gene-FLV31_RS16715	None	None	1.2915548852376753
