Geneid	40	90	140	190	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-FLV31_RS19280	1.0	0.20894158939460883	0.13890027325747226	0.13367879354540216	host	gene-FLV31_RS19280	None	None	2.4259080842898615
gene-FLV31_RS19335	1.0	0.7866542705928067	0.35327773104871113	0.4567642719131343	host	gene-FLV31_RS19335	None	None	0.2954823413431172
gene-FLV31_RS02770	1.0	0.34066220472961817	0.1443615972626392	0.08974508945919235	host	gene-FLV31_RS02770	None	None	7.416811977607462
gene-FLV31_RS17425	1.0	0.26143194959842364	0.05366936001877444	0.040501939935663436	host	gene-FLV31_RS17425	None	None	18.99791433807705
gene-FLV31_RS04245	1.0	0.44048461031631897	0.7548530320871846	0.29634839373457045	host	arfB	None	None	0.8940839738768992
gene-FLV31_RS09420	1.0	0.4113089240683411	0.11144676747368881	0.13995650594909206	host	gene-FLV31_RS09420	None	None	8.405678406529395
gene-FLV31_RS11495	0.9774779370296119	0.8126300032570392	1.0	0.6692928572309637	host	gene-FLV31_RS11495	None	None	0.1341115733974795
gene-FLV31_RS12040	1.0	0.3056231828702747	0.20271341440079868	0.14157473644796328	host	gene-FLV31_RS12040	None	None	5.3216398678908705
gene-FLV31_RS08725	1.0	0.2839136910068735	0.13875030775627697	0.10365763406388386	host	thrA	None	None	9.50715536246551
gene-FLV31_RS12275	1.0	0.4287817573417565	0.21990125640445737	0.07990957907212115	host	gene-FLV31_RS12275	None	None	19.7835075802497
gene-FLV31_RS17000	1.0	0.21281432603639092	0.11823428754937863	0.13737903806789334	host	gene-FLV31_RS17000	None	None	5.479404989727079
gene-FLV31_RS00335	1.0	0.29076101904293056	0.1436688230838285	0.15633480848093773	host	murD	None	None	13.309356890361213
gene-FLV31_RS17715	1.0	0.42530147421304726	0.31925134042119824	0.22325657858554585	host	gene-FLV31_RS17715	None	None	1.0326177695087482
gene-FLV31_RS05285	1.0	0.6303776634273456	0.3718264803956761	0.3624450313740839	host	gene-FLV31_RS05285	None	None	2.2510594676196596
gene-FLV31_RS13580	1.0	0.7450646309514222	0.15811714399932741	0.09404122361177036	host	gene-FLV31_RS13580	None	None	129.48836595408835
gene-FLV31_RS02575	1.0	0.28622153587764887	0.06546858673046396	0.06740100581160609	host	gene-FLV31_RS02575	None	None	13.950193348720754
gene-N356_gp037	1.0	0.7901032042238668	0.1888461029207492	0.08404269837436121	phage	g040	early	early	3105.4528763973217
gene-FLV31_RS02415	1.0	0.6331456814652042	0.757140669406996	0.8316023546638285	host	gene-FLV31_RS02415	None	None	0.0989219057393423
gene-FLV31_RS14170	1.0	0.463622091679805	0.4006345607966948	0.36823997481024223	host	gene-FLV31_RS14170	None	None	1.0817124551416213
gene-FLV31_RS15730	1.0	0.4050964971602631	0.16444756463513782	0.2222978815223766	host	gene-FLV31_RS15730	None	None	1.413457289658277
gene-FLV31_RS01885	1.0	0.42740546821456316	0.19388243088833243	0.1498870522095298	host	rsmA	None	None	7.016992185368693
gene-FLV31_RS04325	1.0	0.8098416859789127	0.5851323959695518	0.32587140352548616	host	gene-FLV31_RS04325	None	None	7.478716113599687
gene-N356_gp071	0.0016654994214654782	0.1987431831157346	0.7718823869670322	1.0	phage	g074	middle	late	1425.2814713212779
gene-FLV31_RS16950	1.0	0.25806191754103114	0.1904472995105761	0.11412953156658338	host	gene-FLV31_RS16950	None	None	1.2214797411752476
gene-FLV31_RS08980	1.0	0.31784494392574486	0.08102717841689742	0.06009371302692816	host	gene-FLV31_RS08980	None	None	17.90563850412619
gene-FLV31_RS04805	1.0	0.28315667632558283	0.08180066649278508	0.05934702906175509	host	gdhA	None	None	163.33134696006718
gene-FLV31_RS19455	1.0	0.594678109722357	0.2853427119277432	0.38577390345589474	host	gene-FLV31_RS19455	None	None	133.83847359958668
gene-N356_gp051	0.5530380316259899	1.0	0.5359513294944608	0.20552831757661782	phage	g054	early	early	2149.600643941278
gene-FLV31_RS11285	1.0	0.39047003746132053	0.14179174239370038	0.17515020953060031	host	gene-FLV31_RS11285	None	None	4.377308064253399
gene-FLV31_RS09510	1.0	0.4539961300151623	0.4947877131126987	0.38267774650248954	host	gene-FLV31_RS09510	None	None	3.4308402115699193
gene-FLV31_RS04945	1.0	0.35172114272291183	0.15457356996287755	0.14963541609400974	host	gene-FLV31_RS04945	None	None	2.0884364538697158
gene-FLV31_RS11725	1.0	0.09455166046811272	0.016106940592534057	0.011938440099580774	host	gene-FLV31_RS11725	None	None	755.6283426720616
gene-FLV31_RS02975	1.0	0.34244103723934216	0.09520115538935199	0.08162722396015198	host	gene-FLV31_RS02975	None	None	44.27535015504218
gene-FLV31_RS04705	1.0	0.5356679180005743	0.17522456360907418	0.10081090491289282	host	gene-FLV31_RS04705	None	None	6.444873067490325
gene-FLV31_RS08115	1.0	0.3078477431612239	0.13698975862373847	0.09908969592445248	host	gene-FLV31_RS08115	None	None	31.34859695558688
gene-FLV31_RS03315	1.0	0.34473897520077545	0.15974786388516707	0.12326580811949432	host	atpG	None	None	96.15532841273549
gene-FLV31_RS16265	1.0	0.8998832555647047	0.858477827024597	0.7519042629954671	host	gene-FLV31_RS16265	None	None	0.018443700793383255
gene-FLV31_RS10100	1.0	0.25568428262323095	0.17165446286966174	0.10785542059763117	host	gene-FLV31_RS10100	None	None	15.7956671871852
gene-FLV31_RS08385	1.0	0.47701523677583113	0.8337219507442513	0.33034217168767904	host	gene-FLV31_RS08385	None	None	3.6950819409563853
gene-FLV31_RS09300	1.0	0.34299111083604156	0.11916602409524303	0.277844689150168	host	gene-FLV31_RS09300	None	None	2.44734251747088
gene-FLV31_RS18585	1.0	0.5721060439921702	0.35113066517404096	0.20332207562012458	host	murB	None	None	3.208021866846839
gene-FLV31_RS01815	1.0	0.5563260888339098	0.2876766911888286	0.2466592931960616	host	gene-FLV31_RS01815	None	None	2.8824251819980953
gene-FLV31_RS06120	1.0	0.3724736051207987	0.18621042966606943	0.08870013991779557	host	gene-FLV31_RS06120	None	None	1.5496816812690024
gene-FLV31_RS07455	1.0	0.4594841203641251	0.15620564290178335	0.10936412126148704	host	gene-FLV31_RS07455	None	None	12.401200115646139
