Geneid	15_R1	15_R2	15_R3	35_R1	35_R2	35_R3	45_R1	45_R2	45_R3	Entity	Symbol
gene-LUU82_06150	583	821	729	700	833	1056	800	919	889	host	gene-LUU82_06150
gene-LUU82_13795	4515	5341	6567	6414	5275	6265	6007	5658	6459	host	gene-LUU82_13795
gene-LUU82_03220	2045	2939	2650	2706	3362	3096	2657	3795	3168	host	gene-LUU82_03220
gene-LUU82_05375	4190	6128	5288	5206	6541	6473	5313	7024	5965	host	gene-LUU82_05375
gene-LUU82_12145	216	368	359	414	529	481	468	690	588	host	gene-LUU82_12145
gene-LUU82_09075	114	159	148	190	180	178	119	187	163	host	gene-LUU82_09075
gene-LUU82_13045	999	1332	1459	1203	1446	1447	1035	1693	1399	host	gene-LUU82_13045
gene-LUU82_03345	2952	3912	3800	4359	4822	4607	3949	5779	4485	host	gene-LUU82_03345
gene-LUU82_00785	553	819	982	1306	1323	1067	4902	5885	4828	host	gene-LUU82_00785
gene-LUU82_11635	244	424	441	418	501	513	384	470	479	host	gene-LUU82_11635
gene-LUU82_01115	14226	23790	18506	22462	25994	32383	25420	28805	26641	host	gene-LUU82_01115
gene-SAM1_00208	1816	2298	1999	724	597	778	4051	3649	4908	phage	gene-SAM1_00208
gene-LUU82_01040	7731	15561	10835	9070	13761	14687	17201	12790	14228	host	gene-LUU82_01040
gene-LUU82_11460	1716	2546	2128	2699	3116	2467	2176	2782	2129	host	gene-LUU82_11460
gene-LUU82_13750	1156	1469	1261	1586	1967	1692	1366	1863	1268	host	sph
gene-LUU82_01305	84	129	113	104	121	125	97	135	132	host	splE
gene-LUU82_13865	5357	6271	8044	8236	6536	6334	7295	7118	7189	host	gene-LUU82_13865
gene-LUU82_07155	1863	2454	2473	2767	3320	2945	2587	3740	2945	host	gene-LUU82_07155
gene-LUU82_09390	179	210	231	419	459	338	357	722	439	host	gene-LUU82_09390
gene-LUU82_04230	1651	2327	2053	1761	2171	2117	1887	2425	2035	host	ylqF
gene-LUU82_05605	126	187	160	167	195	217	134	232	193	host	gene-LUU82_05605
gene-LUU82_01525	948	1255	1430	1371	1668	1419	1357	2260	1682	host	gene-LUU82_01525
gene-LUU82_11845	905	1501	1273	6315	1432	1526	1299	1701	1382	host	nreC
gene-LUU82_07650	2506	5617	3738	2986	4351	5001	4836	2957	3695	host	gene-LUU82_07650
gene-LUU82_10600	1340	1888	1836	2015	2142	2101	1748	2631	2182	host	nsaS
gene-LUU82_07635	14816	27254	21639	18914	26011	19690	22157	30490	20609	host	gene-LUU82_07635
gene-LUU82_03255	3546	4421	4744	5353	6065	5434	4911	7633	5949	host	msrB
gene-LUU82_07490	56585	95193	68708	51494	78506	105833	76846	73719	71867	host	rplL
gene-LUU82_09160	569	809	707	807	950	776	706	1143	865	host	gene-LUU82_09160
gene-LUU82_03280	6047	8286	8878	6100	8727	9546	7275	10121	8766	host	gene-LUU82_03280
gene-LUU82_02525	3780	4981	4712	5018	5653	5381	4641	6574	5373	host	era
gene-LUU82_09085	2267	3832	3118	3224	4280	4229	3417	5083	4230	host	gene-LUU82_09085
gene-LUU82_06985	662	979	878	770	849	984	751	996	848	host	gene-LUU82_06985
gene-LUU82_05575	2215	4214	2984	3294	4109	4558	3968	4816	4295	host	gene-LUU82_05575
gene-LUU82_07510	11070	15179	12780	12851	15285	15793	12429	15513	12607	host	nusG
gene-LUU82_13755	1559	1799	1715	1982	2288	2096	1749	2139	1671	host	gene-LUU82_13755
gene-SAM1_00185	11516	12965	12356	7300	6790	7292	20553	20757	23405	phage	gene-SAM1_00185
gene-LUU82_13410	55583	75210	57436	64328	70362	69292	73007	65576	57123	host	gene-LUU82_13410
gene-LUU82_00680	1670	2607	2719	4419	4046	3982	10309	10849	9539	host	gene-LUU82_00680
gene-LUU82_02285	14839	19238	18098	16994	21268	17692	15465	23210	17347	host	alaS
gene-LUU82_04170	6170	8948	7569	6754	7506	8550	6103	7435	6619	host	codY
gene-SAM1_00064	8745	10698	9939	3151	3011	3877	6487	6320	6926	phage	gene-SAM1_00064
gene-LUU82_04395	4318	6892	5599	5504	6872	7515	6229	7092	6336	host	rpoZ
gene-LUU82_06620	5316	8424	5502	8345	10487	9040	11421	14641	9937	host	saeR
gene-LUU82_01640	1280	2440	1708	2104	2345	3000	2379	2526	2371	host	gene-LUU82_01640
gene-LUU82_03490	443	705	548	510	594	688	535	656	622	host	gene-LUU82_03490
gene-LUU82_04225	1885	2458	2249	1964	2355	2222	2029	2781	2223	host	gene-LUU82_04225
gene-LUU82_00520	3250	4689	4257	4345	5566	6206	4723	6143	5604	host	gene-LUU82_00520
gene-LUU82_06340	9776	12751	11536	11228	12562	11256	8785	12235	9251	host	uvrB
gene-LUU82_13735	683	1120	1142	1079	1233	1470	1102	1638	1456	host	gene-LUU82_13735
gene-LUU82_13935	525	785	630	603	795	790	673	755	612	host	gene-LUU82_13935
gene-LUU82_04730	165	230	228	222	256	274	231	322	275	host	gene-LUU82_04730
gene-LUU82_01820	5850	7439	6206	4760	6424	5329	4403	6225	4380	host	thiI
gene-LUU82_08295	7205	10088	10778	11717	15677	13429	14503	22088	16563	host	xpt
gene-SAM1_00136	366963	385499	378999	121657	124340	118331	163683	170887	158919	phage	gene-SAM1_00136
gene-LUU82_09820	355	470	370	338	400	436	354	493	380	host	gene-LUU82_09820
gene-LUU82_04330	2101	3088	2691	2894	3234	3000	2543	3718	2978	host	gene-LUU82_04330
gene-LUU82_12095	1321	2044	1684	1409	1868	2328	1657	2079	1885	host	gene-LUU82_12095
gene-LUU82_09205	246	288	286	563	344	228	234	390	274	host	gene-LUU82_09205
gene-SAM1_00232	14799	19309	16781	8803	8736	8414	16540	18429	21484	phage	gene-SAM1_00232
gene-LUU82_00800	536	948	788	820	984	1129	1279	1511	1270	host	gene-LUU82_00800
gene-LUU82_01165	2594	3693	3332	4123	4348	4311	3570	5133	4105	host	gene-LUU82_01165
gene-LUU82_01975	4033	5911	5155	5534	6513	6074	5865	7786	6174	host	dnaI
gene-LUU82_00870	2976	4247	3643	4371	4950	4626	4010	5887	4444	host	gene-LUU82_00870
gene-LUU82_06380	1724	2862	2715	3550	3273	3731	2978	4490	3950	host	raiA
gene-LUU82_08265	344	536	501	389	578	652	474	629	563	host	gene-LUU82_08265
gene-LUU82_09765	2974	4027	4125	4433	5062	4841	4465	6458	5284	host	gene-LUU82_09765
gene-LUU82_11685	115	183	169	177	186	170	165	255	144	host	hlgA
gene-SAM1_00120	30563	29854	30600	24829	24163	22698	36039	38617	34268	phage	gene-SAM1_00120
gene-LUU82_10700	438	804	588	550	737	901	700	694	686	host	gene-LUU82_10700
gene-LUU82_12185	369	478	462	386	484	456	448	669	513	host	gene-LUU82_12185
gene-LUU82_05625	2686	3407	3198	3957	4507	3788	3317	4813	3625	host	gene-LUU82_05625
gene-SAM1_00062	84204	98070	89300	25433	25503	30305	35447	31833	35349	phage	gene-SAM1_00062
gene-LUU82_05545	432	461	593	836	730	625	877	1541	1189	host	gene-LUU82_05545
gene-LUU82_13990	177	257	276	208	280	456	291	297	302	host	gene-LUU82_13990
gene-LUU82_08040	1991	2696	2547	3299	3326	2853	2828	4294	3341	host	gene-LUU82_08040
gene-LUU82_06970	5455	7839	6292	7194	7855	8470	6770	7832	7141	host	tagG
gene-LUU82_13015	3419	4887	4716	5580	6268	6352	5560	7716	6415	host	gene-LUU82_13015
gene-LUU82_09325	2653	4036	3766	4355	5397	5323	5423	7540	6383	host	gene-LUU82_09325_gene_brnQ
gene-LUU82_06075	404	689	625	528	690	1058	703	792	898	host	gene-LUU82_06075
gene-LUU82_08060	2645	3550	2954	4363	3882	2880	3209	5454	3893	host	gene-LUU82_08060
gene-LUU82_07740	13187	19838	16309	18296	22270	23973	19306	22642	20036	host	gene-LUU82_07740
gene-LUU82_13085	1705	2850	2476	2595	3119	2924	2753	3804	3546	host	czrB
gene-LUU82_08340	2588	3926	3466	3931	4424	4172	3487	4990	3822	host	gene-LUU82_08340
gene-LUU82_00395	1541	2443	2098	1904	2214	2553	2136	2603	2326	host	gene-LUU82_00395
gene-LUU82_10000	533	933	717	846	945	1177	826	893	852	host	gene-LUU82_10000
gene-LUU82_10080	9926	13233	12236	13889	16622	12026	12635	19629	13924	host	dnaB
gene-LUU82_03390	198	269	280	366	345	312	323	490	395	host	dapD
gene-LUU82_12540	29202	47487	41393	38198	46009	50907	37917	45150	42598	host	gene-LUU82_12540
gene-LUU82_00065	80	112	105	99	121	109	109	123	116	host	gene-LUU82_00065
gene-LUU82_03680	5690	8311	6434	7227	7440	7413	7306	7203	6508	host	lexA
gene-LUU82_07395	3008	4434	4287	3777	5632	5715	4697	6433	5406	host	gene-LUU82_07395
gene-LUU82_11645	59	102	96	99	125	118	97	130	104	host	bioD
gene-LUU82_05160	70195	88633	83283	93695	94793	68174	52963	90840	65549	host	qoxA
gene-LUU82_04165	1407	1731	1420	1115	1307	1343	895	1253	970	host	gene-LUU82_04165
gene-SAM1_00158	23625	31144	24343	9165	8511	9418	19035	16730	18996	phage	gene-SAM1_00158
gene-LUU82_14045	564	942	772	647	861	1082	838	1008	905	host	cadD
gene-LUU82_13235	3186	4390	3997	4037	5042	4106	3583	5837	4945	host	gene-LUU82_13235
gene-LUU82_08300	1814	3071	2747	2745	2780	3370	2864	3859	3196	host	gene-LUU82_08300
gene-LUU82_01755	2929	4534	4054	3832	5037	5013	4087	5356	4763	host	gene-LUU82_01755
gene-LUU82_11075	548	815	724	881	1075	919	757	1204	953	host	gene-LUU82_11075
gene-SAM1_00223	11362	14984	13726	9435	9405	9254	12891	12835	14456	phage	gene-SAM1_00223
gene-LUU82_13450	3137	6554	4457	4582	6410	5978	4925	8194	4926	host	gene-LUU82_13450
gene-SAM1_00013	8660	11480	9247	4029	3618	4568	7345	6597	8787	phage	gene-SAM1_00013
gene-SAM1_00217	2945	3672	3314	1282	1256	1369	5312	4711	6458	phage	gene-SAM1_00217
gene-LUU82_10935	1879	2363	2502	1738	2419	2171	1867	2753	2169	host	gene-LUU82_10935
gene-LUU82_07600	4622	7224	5582	7685	9587	10045	10305	12016	10225	host	pdxS
gene-SAM1_00151	369397	336394	323424	358518	312028	343743	349098	410699	337445	phage	gene-SAM1_00151
gene-LUU82_11880	2338	3203	3802	2606	3182	3739	3149	4030	3866	host	gene-LUU82_11880
gene-SAM1_00069	24419	39617	28377	6701	7022	10921	11302	8173	11099	phage	gene-SAM1_00069
gene-LUU82_11045	98397	174086	115631	129198	139917	178243	183843	162619	196836	host	gene-LUU82_11045
gene-LUU82_02725	7432	9831	8938	8976	10813	8688	8023	12193	8986	host	accB
gene-LUU82_12040	2974	4381	4045	4228	5403	5013	4395	6220	4978	host	gene-LUU82_12040
gene-LUU82_12990	7682	14660	9586	8430	11401	10767	11843	10821	9507	host	gene-LUU82_12990
gene-LUU82_12385	1869	2453	2121	2034	2702	2492	2114	2720	2291	host	gene-LUU82_12385
gene-LUU82_04350	6753	8405	8276	7046	8747	7733	6950	9783	7467	host	gene-LUU82_04350
gene-LUU82_12590	106760	138510	119271	102511	150523	97094	105428	172426	107731	host	rplP
gene-LUU82_09180	3019	5582	2320	2465	4211	3640	3514	4661	3098	host	gene-LUU82_09180
gene-LUU82_09610	67	90	89	74	93	103	93	119	95	host	gene-LUU82_09610
gene-LUU82_12325	2727	4765	3638	4012	4892	6566	5847	6519	6246	host	sarR
gene-SAM1_00146	37883	40301	38730	13231	12972	11643	28294	29236	29860	phage	gene-SAM1_00146
gene-LUU82_06165	577	793	858	771	888	1082	786	1145	1051	host	gene-LUU82_06165
gene-LUU82_05825	3543	4683	3459	5104	6001	4511	4006	5600	3827	host	gene-LUU82_05825
gene-LUU82_12705	2991	3923	3744	3949	4692	4018	3777	5591	4134	host	gene-LUU82_12705
gene-LUU82_03640	3646	5148	5112	4534	5455	5910	4778	6234	5113	host	gene-LUU82_03640
gene-LUU82_09845	3715	5782	4274	3402	4214	4669	3584	3726	3448	host	gene-LUU82_09845
gene-LUU82_04205	272	439	366	295	382	399	310	398	360	host	fmhC
gene-LUU82_00970	873	2746	2561	2069	3120	3860	3867	2902	3152	host	gene-LUU82_00970
gene-LUU82_11095	2149	3517	2606	1779	2454	2796	1554	1746	1747	host	gene-LUU82_11095
gene-LUU82_00440	719	1176	956	1052	1251	1307	1068	1444	1162	host	gene-LUU82_00440
gene-LUU82_03300	1550	2295	2267	1796	2592	2618	2308	3212	2809	host	arlR
gene-SAM1_00108	117810	120743	117605	68761	63910	70711	91803	80547	74884	phage	gene-SAM1_00108
gene-LUU82_05535	658	842	899	1209	1180	1139	1257	2144	1858	host	gene-LUU82_05535
gene-LUU82_03570	1152	1702	1622	1514	2109	2150	1506	2620	2122	host	gene-LUU82_03570_gene_msrA
gene-LUU82_05900	166	229	196	174	223	213	206	288	225	host	gene-LUU82_05900
gene-LUU82_09770	1256	1715	1747	1862	2103	2229	1954	2874	2355	host	gene-LUU82_09770
gene-LUU82_01920	2017	3036	2795	2614	3543	3413	3608	4745	3980	host	gene-LUU82_01920
gene-LUU82_04495	4410	5901	5478	5109	6111	6390	5198	6771	5912	host	gene-LUU82_04495
gene-LUU82_12115	10072	15390	12601	11887	15321	15239	13415	16958	14544	host	sdpC
gene-SAM1_00187	8375	9006	8719	5044	4585	4984	14005	14346	16785	phage	gene-SAM1_00187
gene-SAM1_00085	105167	129892	114840	48112	48982	69516	51649	46963	48862	phage	gene-SAM1_00085
gene-LUU82_05050	28135	38553	35692	38425	44241	40463	36954	53906	42536	host	gene-LUU82_05050
gene-LUU82_02025	37218	59126	48086	45117	58065	64532	51109	57021	51628	host	tig
gene-LUU82_08630	1471	1993	1705	2011	2494	2038	2077	2808	2195	host	gene-LUU82_08630
gene-LUU82_03560	1865	3339	2487	3006	3484	3864	3267	3923	3699	host	gene-LUU82_03560
gene-LUU82_02440	10505	14963	12415	11488	14535	14015	11249	14367	11892	host	lepA
gene-LUU82_10440	4744	6280	6792	7585	9307	7321	9092	12696	10724	host	sasA
gene-LUU82_09415	259	350	351	493	499	465	402	603	487	host	gene-LUU82_09415
gene-LUU82_02685	3330	4513	4105	5541	5544	5026	4662	7330	5436	host	gcvPA
gene-LUU82_04175	11147	14312	13256	11997	12904	11968	9488	13540	10477	host	hslU
gene-LUU82_09660	175	265	324	431	538	485	315	414	363	host	sbnD
gene-LUU82_01425	655	885	882	925	1192	979	832	1230	960	host	ytkD
gene-LUU82_10650	229	286	266	284	387	330	317	418	368	host	gene-LUU82_10650
gene-SAM1_00038	2115	3058	2634	1019	1030	1516	3576	2617	3900	phage	gene-SAM1_00038
gene-LUU82_06680	786	1172	956	1272	1426	1490	1284	1620	1394	host	gene-LUU82_06680
gene-LUU82_05505	6037	9526	8340	8634	11090	10653	9500	13334	10563	host	trpS
gene-LUU82_06140	4602	6675	7057	4179	5218	6725	5414	6414	5970	host	gene-LUU82_06140
gene-LUU82_08555	459	649	588	652	781	904	739	651	766	host	gene-LUU82_08555
gene-LUU82_10970	2420	3531	3110	3052	3913	3127	3014	4923	3547	host	gene-LUU82_10970
gene-LUU82_02435	50115	84750	60087	47230	64024	68686	66111	65614	60655	host	rpsT
gene-LUU82_07195	501	658	668	925	926	977	844	1115	945	host	gene-LUU82_07195
gene-LUU82_02700	1908	3346	2730	2608	3280	3652	2609	3603	3071	host	gene-LUU82_02700
gene-LUU82_10825	313	470	438	500	465	682	497	581	612	host	gene-LUU82_10825
gene-LUU82_06950	5174	7328	6025	6751	7765	7308	7124	7986	6659	host	pbp4
gene-LUU82_03550	3107	3979	3918	3997	4411	4029	3850	5368	4014	host	gene-LUU82_03550
gene-LUU82_00325	508	709	608	631	832	765	763	1057	858	host	scpA
gene-LUU82_08635	8410	12399	8888	11284	15962	10944	16086	24787	15479	host	lip2
gene-LUU82_10860	468	584	541	737	874	684	554	1022	690	host	gene-LUU82_10860
gene-LUU82_01580	12311	17677	16134	17462	21202	19927	16600	23513	18585	host	leuS
gene-LUU82_05615	411	612	451	487	562	600	439	520	480	host	gene-LUU82_05615
gene-LUU82_07340	405	716	572	768	938	850	877	989	828	host	gene-LUU82_07340
gene-LUU82_09555	6159	8680	8331	9639	10425	9839	8348	12223	9392	host	deoB
gene-LUU82_13700	849	1333	1155	1199	1348	1431	1173	1540	1262	host	gene-LUU82_13700
gene-LUU82_12490	5249	7295	7217	8271	9347	9705	7567	10872	8939	host	femX
gene-LUU82_03595	10532	16649	13514	12113	16247	17374	14311	17366	15285	host	gene-LUU82_03595
gene-LUU82_06440	1493	2185	2074	1815	2369	2693	1970	2776	2497	host	gene-LUU82_06440
gene-LUU82_08595	927	1109	1192	1507	1786	1523	1146	1824	1380	host	gene-LUU82_08595
gene-LUU82_12515	1920	2515	2507	3477	4069	4004	3424	5285	4004	host	gene-LUU82_12515
gene-LUU82_06260	33429	39982	40595	60906	56682	39752	37639	67745	45610	host	tpiA
gene-LUU82_04540	14070	20559	16954	15769	19758	18162	17200	20609	16931	host	gene-LUU82_04540
gene-LUU82_03670	609	1023	884	1000	1146	1360	1080	1266	1186	host	gene-LUU82_03670
gene-LUU82_04500	9710	12825	12058	12022	13823	13973	12636	15594	13541	host	gene-LUU82_04500
gene-LUU82_10975	1074	1687	1327	1000	978	766	1080	1059	990	host	cwrA
gene-LUU82_02465	7536	9804	9254	11714	13171	11909	9639	13147	10288	host	dnaJ
gene-LUU82_04975	1229	1680	1525	1199	1690	1549	1434	1977	1555	host	gene-LUU82_04975
gene-LUU82_07000	3136	4301	3042	8629	8205	5401	5078	8265	5698	host	gene-LUU82_07000
gene-SAM1_00193	3739	5121	4338	1634	1657	1798	4661	3990	5434	phage	gene-SAM1_00193
gene-LUU82_02220	13897	18147	16690	14916	19063	16598	14343	20213	15593	host	aspS
gene-LUU82_03705	10314	20064	12183	8876	11019	13373	12104	11319	10531	host	gene-LUU82_03705_gene_rpmG
gene-LUU82_10370	113	143	133	149	169	180	131	195	174	host	icaB
gene-LUU82_05365	12	45	20	23	39	52	43	42	32	host	gene-LUU82_05365
gene-LUU82_09495	114	189	167	145	202	186	153	201	216	host	cap8C
gene-LUU82_03130	4	10	11	9	15	12	13	14	9	host	gene-LUU82_03130
gene-LUU82_12280	4388	7183	5817	5235	6689	7450	6389	8519	7405	host	gene-LUU82_12280
gene-LUU82_06495	1773	2805	2414	3035	3379	3584	2951	3236	2870	host	nrdI
gene-LUU82_09010	43	73	55	62	70	69	67	88	70	host	gene-LUU82_09010
gene-LUU82_11025	811	1168	999	1177	1396	1269	1267	1557	1298	host	gene-LUU82_11025
gene-LUU82_05500	28678	43690	36275	32771	37081	39924	36936	43392	41660	host	spxA
gene-LUU82_13740	313	451	362	683	595	475	537	671	538	host	lukH
gene-LUU82_00035	82	124	165	130	141	120	136	150	150	host	gene-LUU82_00035
gene-SAM1_00017	12692	17107	14829	7494	7704	7673	14437	14964	18239	phage	gene-SAM1_00017
gene-LUU82_13160	5264	8628	7033	7419	9210	10580	7852	10321	9065	host	gene-LUU82_13160
gene-LUU82_02080	1251	2076	1636	1785	2255	2285	2074	2278	2020	host	gene-LUU82_02080
gene-LUU82_08000	211	377	344	320	392	518	412	474	449	host	gene-LUU82_08000
gene-LUU82_10050	6487	8326	8075	9740	10696	8870	8451	12830	9654	host	yycH
gene-LUU82_00780	1377	2252	2467	3454	3478	2801	13633	15933	13608	host	gene-LUU82_00780
gene-LUU82_10740	2567	3530	3276	3855	4324	4300	4665	6243	5455	host	gene-LUU82_10740
gene-LUU82_13465	3656	5037	4991	5683	6594	5805	5266	8111	6018	host	alr
gene-LUU82_10645	99	191	164	119	188	319	200	187	203	host	gene-LUU82_10645
gene-LUU82_03575	8656	12172	9902	13731	16155	15620	13434	16945	13389	host	mprF
gene-LUU82_07870	4955	8388	6418	6723	8131	10009	7653	8452	8429	host	gene-LUU82_07870
gene-LUU82_11505	4670	7045	5503	5012	5997	6302	6142	6839	6121	host	gene-LUU82_11505
gene-LUU82_06460	5737	7968	8123	12663	15987	21060	10870	12383	11832	host	gene-LUU82_06460
gene-LUU82_10465	2539	3373	3446	3116	4038	3725	3752	5082	4196	host	secA2
gene-LUU82_07260	8795	12800	12060	13579	16394	20887	13125	19243	15725	host	gene-LUU82_07260
gene-LUU82_12140	248	378	341	308	364	336	306	457	341	host	hutI
gene-LUU82_00185	683	1103	926	1276	1458	1803	1472	1768	1543	host	gene-LUU82_00185
gene-LUU82_00555	2394	2388	3082	3936	3480	3408	4681	5874	5033	host	gene-LUU82_00555
gene-LUU82_01005	7684	15766	10437	9771	13750	15833	18439	13919	16560	host	gene-LUU82_01005
gene-LUU82_09510	424	615	564	890	470	419	374	409	400	host	adhE
gene-LUU82_13375	3295	4772	4372	4685	5713	5043	4529	6768	5660	host	cls
gene-LUU82_12055	1941	2787	2446	2447	3066	2796	2530	3750	2907	host	corA
gene-LUU82_00375	26621	35522	33530	35753	45165	38161	37321	53959	40559	host	gatB
gene-LUU82_01090	3338	4773	3902	4226	5162	5029	4772	4968	4368	host	gene-LUU82_01090
gene-LUU82_05265	6095	9539	7979	7432	9891	9411	6901	9651	7980	host	gene-LUU82_05265
gene-LUU82_04110	4227	6240	5281	4390	5430	5849	4578	5425	4522	host	rimP
gene-LUU82_03940	2818	4096	3576	3095	4194	4119	2977	3865	3455	host	glpK
gene-LUU82_12425	2802	4060	3469	3931	4573	4230	3774	6141	4327	host	moaC
gene-LUU82_13535	650	1045	708	464	686	620	480	489	464	host	gene-LUU82_13535
gene-LUU82_09920	11819	15719	15132	16015	19544	19757	17309	24021	18983	host	gene-LUU82_09920
gene-LUU82_00765	302	652	630	939	940	980	4073	3755	3716	host	gene-LUU82_00765
gene-LUU82_12100	2570	4116	3486	3137	3945	4318	3470	4705	4079	host	gene-LUU82_12100
gene-LUU82_04690	47	62	57	64	63	82	49	69	49	host	gene-LUU82_04690
gene-LUU82_10835	180	213	201	199	239	221	189	239	212	host	gene-LUU82_10835
gene-LUU82_06750	2534	3749	3590	2962	3840	4136	3578	4458	4093	host	gene-LUU82_06750
gene-LUU82_02455	11463	15120	15392	18936	21076	19158	13201	20427	15093	host	grpE
gene-LUU82_02780	5474	7043	6405	7596	8416	6813	6735	9418	7104	host	gene-LUU82_02780
gene-LUU82_13635	1562	2331	1928	3654	4757	4102	3560	5501	4364	host	gene-LUU82_13635
gene-LUU82_04440	1281	1733	1353	2921	1389	1137	1046	1770	1397	host	gene-LUU82_04440
gene-LUU82_01825	3512	4659	3814	2651	3787	3335	2571	3636	2693	host	gene-LUU82_01825
gene-LUU82_06840	12258	18804	14753	13623	16658	17520	13073	17423	14125	host	gene-LUU82_06840
gene-LUU82_07410	2553	3777	3163	3100	3994	4097	3319	3980	3405	host	gene-LUU82_07410
gene-LUU82_11565	2995	4180	3687	3143	4340	4899	2808	3762	3101	host	gene-LUU82_11565
gene-LUU82_02355	638	758	855	676	860	896	1005	1335	1273	host	gene-LUU82_02355
gene-LUU82_10400	146	162	145	152	195	176	141	215	177	host	gene-LUU82_10400
gene-LUU82_02360	317	431	386	220	286	343	190	270	206	host	sel26
gene-LUU82_12380	699	955	895	983	1223	1069	954	1437	1089	host	gene-LUU82_12380
gene-LUU82_04360	7427	9532	9082	8037	9988	8471	7715	11620	8287	host	rsmB
gene-LUU82_07680	648	1824	1001	813	1195	1770	1360	885	1125	host	gene-LUU82_07680
gene-LUU82_11475	985	1535	1186	1531	1843	1927	1657	2436	2104	host	gene-LUU82_11475
gene-LUU82_08380	40	75	59	62	59	67	48	83	46	host	gene-LUU82_08380
gene-SAM1_00153	47056	61582	49127	17919	16640	19933	19089	17250	17462	phage	gene-SAM1_00153
gene-LUU82_06405	2062	2908	2416	2938	3087	3052	2649	3310	2782	host	gene-LUU82_06405
gene-LUU82_05765	4881	7359	5961	4661	6015	6110	4594	6404	5296	host	gene-LUU82_05765
gene-LUU82_08495	620	813	768	1001	1087	1003	943	1225	912	host	gene-LUU82_08495
gene-LUU82_10875	707	1095	979	916	1210	1243	960	1196	1081	host	gene-LUU82_10875
gene-SAM1_00233	2939	4880	3574	1766	1876	3246	4762	3079	5164	phage	gene-SAM1_00233
gene-LUU82_05065	13326	19168	17255	12332	15616	19674	14696	16358	15860	host	gene-LUU82_05065
gene-LUU82_06880	700	1226	896	872	1145	1277	1055	1237	1174	host	gene-LUU82_06880
gene-LUU82_08915	51	49	49	40	66	68	45	66	43	host	gene-LUU82_08915
gene-LUU82_13245	3913	6496	5110	6120	6980	6980	6662	7879	6834	host	gene-LUU82_13245
gene-LUU82_06355	459	582	503	461	621	593	502	699	537	host	gene-LUU82_06355
gene-LUU82_07065	402	584	615	474	647	690	524	694	600	host	gene-LUU82_07065
gene-LUU82_11550	483	716	611	820	747	784	761	1014	852	host	gene-LUU82_11550
gene-LUU82_06030	80	115	92	110	105	115	126	142	128	host	gene-LUU82_06030
