Geneid	0	2.5	5	10	20	30	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-b1025	0.7121616999720773	1.0	0.541864062603699	0.30120681347488665	0.22642253231382212	0.22103175437044215	host	dgcT	None	None	0.7719545897805387
gene-b3049	1.0	0.6932719879414444	0.3230053072512995	0.12700826564928278	0.08516902271964058	0.12830440702994014	host	glgS	None	None	16.68619297156148
gene-T4p131	9.911715107896262e-05	1.0	0.4703854479485597	0.12844867062693782	0.19588921421613997	0.20452332060753942	phage	e.8	early	early	2865.805272463204
gene-b3098	1.0	0.7837579111408198	0.241460723422325	0.10004557071291174	0.03309388162689994	0.09392493891086033	host	yqjD	None	None	111.55767192666254
gene-b4340	1.0	0.8007606187134798	0.25434025603064625	0.18618287726492744	0.09821591846161776	0.1388249340691044	host	yjiR	None	None	3.9918160351937626
gene-b4816	1.0	0.6414889766922671	0.3065882022162329	0.12318274789026827	0.13163537654224192	0.09416578758012338	host	ymgN	None	None	5.800337348992525
gene-b1308	1.0	0.5580929492960574	0.2514261646885366	0.11800881061625992	0.07319879629687503	0.2512940584983832	host	pspE	None	None	8.200599690790876
gene-b2368	0.8733938584927746	1.0	0.611132998669858	0.501191338173508	0.28647551317934244	0.2953116880095612	host	emrK	None	None	0.28254964958129547
gene-b3991	0.7457148150028607	1.0	0.5377440330209537	0.40758388679421664	0.20762692181860587	0.36122541651607176	host	thiG	None	None	4.072253397022946
gene-T4p212	0.00033505177086013614	0.02600443112432341	0.24569147786421597	0.554974768752556	1.0	0.5876483504162607	phage	30.9	early	late	6077.86185141779
gene-b2050	0.6052035797830958	1.0	0.5885839709686685	0.6792145800193525	0.32020562640807926	0.40486178723811644	host	wcaI	None	None	0.164905348464838
gene-b1212	0.890957963568368	1.0	0.3052584081427485	0.1775721090020594	0.06719397679440148	0.10336551052683636	host	prmC	None	None	10.954529599014284
gene-b2867	1.0	0.8387819573651546	0.47526531754166174	0.5717306076902694	0.20542374875888803	0.254360390661138	host	xdhB	None	None	0.5010557483042243
gene-b2888	0.9216079775864301	0.820625043638243	1.0	0.9929012698928841	0.5810590575103434	0.482153342489221	host	uacT	None	None	0.7190639476725705
gene-b0796	1.0	0.4432147424475475	0.10645136781426746	0.11586360590046486	0.05662246647111593	0.08968734660502108	host	cecR	None	None	5.8131117676474915
gene-b4667	1.0	0.8661093298156196	0.8645897336806982	0.5642869365898019	0.5412181794777419	0.462285859391587	host	ibsA	None	None	7.281827009016891
gene-b4846	1.0	0.7465366911081894	0.24199544579356347	0.10544770786295161	0.08111983915817941	0.05630691294066239	host	yrdG	None	None	71.63009860844431
gene-b3154	1.0	0.5686069404588157	0.25452401781502965	0.2344535823072731	0.10816376214505288	0.08201580854626192	host	yhbP	None	None	4.2232104610687635
gene-b0515	1.0	0.9969854771972567	0.36829062163094495	0.30097296779146215	0.1596730980210071	0.18880405021285565	host	allE	None	None	2.4446217646493396
gene-b1606	1.0	0.7405024008657918	0.2445848391059997	0.12576501427051687	0.06924072775187878	0.14485392248407752	host	folM	None	None	8.23128032633071
gene-b4839	1.0	0.6756704886037344	0.2533884214686317	0.05780994158709996	0.11151490019199362	0.07094896556097725	host	asflhD	None	None	3.3116485524732595
gene-b2411	0.9967126897978704	1.0	0.39031067428846167	0.18494397320376402	0.07005609304370448	0.1506129322153133	host	ligA	None	None	12.488382551570483
gene-b2834	1.0	0.6983241998969498	0.2678949796113463	0.1226153980346366	0.03427985441016793	0.08175594983365461	host	tas	None	None	44.22311501043718
gene-b2155	0.6231664208543675	1.0	0.332156868306102	0.11500531090815963	0.03381014214047167	0.053707756914516465	host	cirA	None	None	29.11506755153877
gene-b2456	0.6651859104692497	0.9347497053243813	0.8628507930114817	1.0	0.29343973302931836	0.7055342086619812	host	eutN	None	None	0.45811732901560653
gene-b1773	0.987988778297112	1.0	0.6670729645125378	0.5454768268353353	0.22518722800162047	0.38578661905203676	host	ydjI	None	None	0.3269793277475731
gene-b4368	0.6744105562777418	1.0	0.30018700007442695	0.23060499957103073	0.08813100077217088	0.2259421358639283	host	leuV	None	None	1103.1999139276625
gene-b0016	0.7948720071139975	1.0	0.45497904114810556	0.16668087855759825	0.08707975598997172	0.14333654601767598	host	insL1	None	None	6.9999151376025095
gene-b3090	1.0	0.9154952735199028	0.38229147761554316	0.22850487623632887	0.14521920653653875	0.13476680207246927	host	ygjV	None	None	2.6192002313532634
gene-b4682	0.5170497836661211	1.0	0.9476643273006989	0.7152722166439655	0.7602606377190746	0.39038559151388674	host	yqcG	None	None	0.4635310986182931
gene-b1691	0.6602459695420392	1.0	0.7914997080297053	0.6310445375821903	0.47795909870403464	0.3238471531646295	host	ydiN	None	None	0.42996865412295987
gene-T4p085	0.0005754263491100798	0.04899771524693522	0.7854897994245148	1.0	0.28848661463044845	0.10741750764425503	phage	nrdC.1	early	middle	1022.4138397334509
gene-b3366	0.9658868685937883	1.0	0.5094982051748467	0.41974058723115787	0.24674980678509248	0.2400098759272251	host	nirD	None	None	0.8799756999556504
gene-b0379	1.0	0.9230504657598492	0.42913227980700563	0.24651006174880863	0.1973731613691352	0.15882382048614307	host	yaiY	None	None	1.5750112126118776
gene-b4300	1.0	0.836840581251811	0.5846890538185178	0.3351514857332229	0.27579691811935564	0.15349923251832337	host	sgcR	None	None	0.7891244506758353
gene-b2752	1.0	0.4983794153195156	0.1192119082251593	0.055667948865939766	0.02128445655116203	0.0933693183835729	host	cysD	None	None	177.07306561925407
gene-b3514	0.8193389215249027	1.0	0.46330876269978116	0.38585204414054936	0.21260598725735877	0.20296621842150242	host	mdtF	None	None	1.0273973874568176
gene-b1358	1.0	0.6338230503338633	0.2509416449860613	0.1886470781404773	0.13822387729982022	0.25407416438192093	host	ydaT	None	None	0.7483973564487572
gene-b4408	1.0	0.6200057844375939	0.31640073418542153	0.21880813826062445	0.07228020359025372	0.18014043443267383	host	csrB	None	None	3414.526848596109
gene-b0682	1.0	0.922243563998872	0.5728162139460568	0.2687738351406876	0.1493082482525354	0.06341121902094991	host	chiQ	None	None	2.4196556003300382
gene-b2303	1.0	0.6102955304653512	0.21987012010811408	0.07372627404694473	0.04693674382373088	0.05595800551104152	host	folX	None	None	53.85826258722956
gene-b0940	1.0	0.8887300503759477	0.7478052977282026	0.6296069467106966	0.2689578904078985	0.17254203817868258	host	elfC	None	None	0.390341058727595
gene-b2634	1.0	0.5759462364193113	0.6651105781173138	0.5337982746087052	0.2606116929441089	0.47744842237103396	host	yfjR	None	None	0.3378215377620332
gene-b1838	1.0	0.8604647843231579	0.5016496410254249	0.32544269828860406	0.14954932604760457	0.2064492377911144	host	pphA	None	None	1.0266242656095927
gene-b0389	1.0	0.9256342552035779	0.2524041784029779	0.09912560056169657	0.06474101359868083	0.09209818649972057	host	yaiA	None	None	35.66642393585
gene-T4p078	0.00014497021637206348	0.09871146685376801	0.635854907360397	1.0	0.8843929897016236	0.5228738267292189	phage	49	early	middle	791.7053715616624
gene-b1199	1.0	0.7341426679588046	0.19080083607344192	0.15024884729446142	0.10489967441018476	0.27816752075009693	host	dhaL	None	None	30.346563923560026
gene-b0279	0.7366368085676702	1.0	0.584840100680408	0.55038176310873	0.4708006954157696	0.3239260291560507	host	yagM	None	None	0.2586840419010275
gene-b0958	1.0	0.5560601014452884	0.2523321219000994	0.18654523513642662	0.1264474409733749	0.17959867062001916	host	sulA	None	None	6.143639040163798
gene-b0933	1.0	0.9597787538349924	0.4720471614352098	0.30782674192749193	0.13123290986296904	0.1256926963074054	host	ssuB	None	None	1.7425192857297496
gene-b3712	1.0	0.6252333326241659	0.19347338896523503	0.13110758624517832	0.05283316114941257	0.0900851789014767	host	yieE	None	None	12.825252511516496
gene-b1703	1.0	0.5974032675653773	0.16460419675492655	0.1197740310459041	0.04519348185037094	0.06986668173062749	host	ppsR	None	None	6.245931725262869
gene-b2690	1.0	0.6457332481650225	0.2335585380427628	0.1293095371308161	0.04153274719081425	0.0746030874055924	host	yqaB	None	None	22.825853829162856
gene-b1818	1.0	0.700200589460932	0.18677228338951665	0.07638014648684792	0.043199747999818204	0.08953883150288061	host	manY	None	None	44.02066415923952
gene-b0722	1.0	0.980359587643397	0.29145019708564524	0.13242378470815888	0.06190433598940007	0.10320354746069013	host	sdhD	None	None	183.73620709828202
gene-b1531	1.0	0.5178028838736382	0.10618431999273864	0.05257815502662068	0.03314764481321534	0.04251054572516716	host	marA	None	None	12.828232676886522
gene-b0877	1.0	0.5509712011579085	0.15086586194467158	0.07773043556101375	0.03390266891072052	0.08508112622154382	host	ybjX	None	None	48.41563745986194
gene-b2992	1.0	0.8701096795585397	0.41641648420284727	0.27983210597691693	0.08197404301767994	0.23678539140773078	host	hybE	None	None	4.918796416743634
gene-b3792	0.813391973531461	1.0	0.30077827554100356	0.5172007686145143	0.12490853118491925	0.17475942803189343	host	wzxE	None	None	9.62827963284407
gene-b0114	1.0	0.44376845330590303	0.1346339669336154	0.06244582069521687	0.03501742140122247	0.09138825885102271	host	aceE	None	None	478.9830861768339
gene-b0955	1.0	0.8791410080340781	0.30134482053637096	0.13858325879557915	0.061737573444217465	0.1095112398461451	host	ycbZ	None	None	18.963542290761914
gene-b4624	1.0	0.5930204872860934	0.45911262166008027	0.20758443303363203	0.1386190761253292	0.14218744725539934	host	ryjB	None	None	11.257156233153944
gene-b4724	0.15465994328494895	1.0	0.28298706557831427	0.03486832537809939	0.03948676095732271	0.07388675300759855	host	ynfQ	None	None	9.010782381103702
gene-b2478	1.0	0.5593651981395463	0.10126923389196506	0.05979009007772307	0.02766992372831127	0.06297615866733962	host	dapA	None	None	161.22067472975087
gene-b0304	1.0	0.8170338079146617	0.7199322230965363	0.5505722508990997	0.27637718658485355	0.2429190291632379	host	rclA	None	None	0.5196524348127207
gene-b0602	1.0	0.9860943509922905	0.7016020674795526	0.7197079832466873	0.5336839205065738	0.3204195462671647	host	ybdN	None	None	0.35827211577400175
gene-b4327	1.0	0.9065499176247871	0.4513756284311405	0.206144406884387	0.12109360648550846	0.19415045507521872	host	hypT	None	None	3.149466342937846
gene-b4739	1.0	0.5906291818940169	0.8837123408501764	0.9574201680449865	0.7366069101911262	0.8475591333019049	host	ymgL	None	None	0.1515233928932109
gene-b1865	1.0	0.8729859649701275	0.48078148325925146	0.18378492451727696	0.07801019150264375	0.2261482179964028	host	nudB	None	None	64.29592808150164
gene-b3047	0.7772336665776312	1.0	0.6676357777489831	0.45005648384909214	0.4081370389683243	0.268759902615538	host	yqiH	None	None	0.44054763972308364
gene-b1728	0.7160576825327241	1.0	0.4090631485008372	0.38942990505267855	0.17975670936975283	0.14034160019989414	host	ydjM	None	None	0.653060829693224
gene-b0673	1.0	0.6506943516452997	0.4268013148434762	0.1377746188580445	0.06282134188852848	0.10635258743473713	host	metT	None	None	1437.0145184160785
gene-b4154	1.0	0.9047671795110213	0.29608981204871404	0.21616733098552637	0.08305123797921365	0.1342745809997023	host	frdA	None	None	9.275881133817988
gene-b1245	0.987325154542475	1.0	0.32564965318232236	0.13536229661358587	0.055384754879862434	0.10993874378777753	host	oppC	None	None	201.78303931500938
gene-b2344	1.0	0.6285072167750008	0.2037898524349614	0.10791988846803123	0.08047519032868901	0.19955092585408699	host	fadL	None	None	27.73470360805389
gene-b1440	0.9001281692730023	1.0	0.4510761023445556	0.24013354448210097	0.1167990462251424	0.17110186621772816	host	ydcS	None	None	1.9758508114282258
gene-b3331	0.8296391972003642	1.0	0.9583372423690947	0.8273180642785817	0.37756549081165536	0.6359881087357702	host	gspJ	None	None	0.6056534281341956
gene-b1191	1.0	0.6143559191926374	0.16518195516638312	0.11817375911396917	0.05547397837134989	0.07290333654654681	host	cvrA	None	None	6.021818551377802
gene-b1038	1.0	0.902531289436964	0.27319742936489233	0.09643446948236116	0.08932682822692495	0.041082499132287564	host	csgF	None	None	3.192320279392759
gene-b2010	1.0	0.6378773144056256	0.28260673427739674	0.20476944726756935	0.1325214423044037	0.11680342573272476	host	dacD	None	None	2.015487593248576
gene-b3589	0.7539470826743757	0.9756665817483694	1.0	0.9238609738834878	0.4433428863818429	0.1893321703654031	host	yiaY	None	None	0.7912113457040348
gene-b2367	0.693026281898621	1.0	0.649183830103359	0.42065887067762486	0.28300617207469275	0.3769577991321118	host	emrY	None	None	0.22257998795420644
gene-b0580	1.0	0.6540614533516439	0.3006994852343041	0.11714199906658371	0.07015200955959365	0.11240004094914958	host	ybdJ	None	None	10.10393052684369
gene-b0778	1.0	0.9392144420000448	0.4405244506417425	0.10983721610676496	0.0477555180726847	0.09398301451061566	host	bioD	None	None	40.950897268488525
gene-b3817	0.663640383963619	1.0	0.5391249849777366	0.3255802924269728	0.2581467878999199	0.6806945172911655	host	yigF	None	None	1.7537075491878036
gene-b0911	1.0	0.758788221565548	0.445433013007469	0.23102953658396205	0.09969653878978912	0.23154087787563798	host	rpsA	None	None	692.1015645155655
gene-b0814	1.0	0.6954176670996864	0.3749461925517444	0.16127297440356045	0.06569374770610338	0.09320515414688588	host	ompX	None	None	646.6926461109931
gene-b0039	1.0	0.8614912942192006	0.5007432867865822	0.24631762965190215	0.1098313418400614	0.20036139099809608	host	caiA	None	None	1.3814496218330707
gene-b4288	1.0	0.9652916878526935	0.45507707027171945	0.3669329563816774	0.294877626717663	0.3305009390841944	host	fecD	None	None	0.7980723293735338
gene-b1292	1.0	0.7820341802285901	0.2112862672551476	0.1494666778808648	0.0667379724237458	0.11345520044350621	host	sapC	None	None	4.504137225616764
gene-b0224	1.0	0.6456220330709402	0.17633823466870108	0.08203710514654029	0.04532559295060858	0.0740478010938631	host	dpaA	None	None	45.469046257121164
gene-b1736	1.0	0.7240893859580901	0.2870192861407247	0.19362391138821267	0.10448668749739691	0.227675958678511	host	chbA	None	None	2.8321963449925973
gene-b4108	1.0	0.645432429859245	0.1988461078985818	0.10131884535349253	0.036029029886356395	0.04183134249694188	host	yjdM	None	None	23.727021881968778
gene-b4358	0.9251190927327444	0.9938156744595634	1.0	0.8519130651976229	0.41209078635677504	0.23908407175646887	host	lgoD	None	None	0.6565714778693391
gene-b0469	1.0	0.7017828758380344	0.20404197198332605	0.1477161311022924	0.061278527208713796	0.15027768507442432	host	apt	None	None	64.29622779938853
gene-b3044	1.0	0.6311722534938196	0.31732133117107136	0.2518453355525164	0.10084048532454655	0.13557317798104637	host	insC5	None	None	2.9130830964921084
gene-b3798	0.3352426219092857	0.2090401980565173	0.046886422575808696	1.0	0.015614918934640615	0.023343112785700622	host	leuT	None	None	16717.998196032953
gene-b3932	1.0	0.8930350682089989	0.33687029075275704	0.14118048610772332	0.057859545606271545	0.1458776954646614	host	hslV	None	None	48.315503078540914
gene-b4360	1.0	0.521532464578761	0.34337214441421177	0.49175270566043394	0.0414112914420879	0.11502015371045508	host	yjjA	None	None	16.59100083879587
gene-b0807	1.0	0.7553742054843523	0.28658646245573494	0.24442011840808633	0.09580497639576871	0.12931630920519147	host	rlmF	None	None	9.340571805607865
gene-b1413	1.0	0.8235280957703185	0.3067958786544582	0.157942503280111	0.05841516347867816	0.11281578030242705	host	hrpA	None	None	8.62567953639233
gene-b0582	0.8851783487369007	1.0	0.4168740869772114	0.19756200550403907	0.12482944309494619	0.14319041930420554	host	insL2	None	None	5.792703629453056
gene-T4p102	7.164168427031469e-05	1.0	0.8000596244181303	0.1613789747818628	0.22042678987904865	0.13664443177894536	phage	mobD.5	early	early	1877.8121394071268
gene-b2554	1.0	0.7988942761874518	0.24236963449405904	0.1485217495099121	0.11179981118185121	0.18909177957110584	host	glrR	None	None	6.3532912484298265
gene-b3034	1.0	0.7161138122351648	0.22427602166246757	0.12856209136504013	0.04639332758944061	0.10968194944491519	host	nudF	None	None	19.65435958679815
gene-b1532	0.8512428992072145	1.0	0.21592722768891714	0.08027620332090113	0.09854892180746853	0.13984860342175132	host	marB	None	None	8.880334979501713
gene-b3230	1.0	0.830889966824269	0.4429910941327304	0.18925352810736665	0.07899337275854752	0.13741779559179168	host	rpsI	None	None	1191.9195327654372
gene-b2360	1.0	0.938467226747463	0.6717515266280083	0.6855194330774302	0.20413223101460748	0.2007303483811204	host	yfdQ	None	None	0.31600411901208963
gene-b0241	1.0	0.5979603092691975	0.33183186063568887	0.2455210710885937	0.182239977305787	0.2108578388847914	host	phoE	None	None	1.384720366800711
gene-b2070	1.0	0.9150595641454987	0.5355426314325324	0.4293928321689053	0.21794916238471745	0.17781178189867622	host	yegI	None	None	0.49211491616640696
gene-b2731	1.0	0.9098162650382667	0.35660312433059543	0.23893744960100077	0.13105806698789657	0.07379334525447967	host	fhlA	None	None	1.4053121150480419
gene-b2112	1.0	0.5133414690419018	0.21439379605412415	0.09489445988639517	0.05065567278652807	0.06344861327783329	host	yehE	None	None	3.803915041257627
gene-T4p053	0.0003105833327195738	0.010591396470158028	0.5181086160907739	1.0	0.1946889917787626	0.09237667020095268	phage	45.2	early	middle	1915.5999546872831
gene-b3433	1.0	0.8540263690083688	0.5802592738160542	0.23503209413363116	0.07491851003036787	0.1459480555458745	host	asd	None	None	191.18637475009743
gene-b3526	1.0	0.5652539459270504	0.19331986267686405	0.1522150533778151	0.06534330303135649	0.13546408710743824	host	kdgK	None	None	7.566905856330787
gene-b1632	1.0	0.858067864365388	0.17837597428119983	0.1445892099187659	0.06017870728932251	0.15458101488821022	host	rsxE	None	None	10.670747706689829
gene-b1385	1.0	0.9267379368509014	0.3831666369920171	0.29544812020821437	0.13314290137605433	0.15251891323803024	host	feaB	None	None	1.629110341569591
gene-b4307	1.0	0.7803698006105573	0.48428330806392067	0.39707791234966583	0.2008493633331587	0.3804575794411573	host	yjhQ	None	None	0.5517131162265222
gene-b0915	1.0	0.9538820834046703	0.3119016078584416	0.1774796373748263	0.09612947640537356	0.16489219073170058	host	lpxK	None	None	16.731103012229525
gene-b1411	0.9575959956200218	1.0	0.7223551575658845	0.4650858448918264	0.29947910475048994	0.31408337530370817	host	ynbD	None	None	0.32523125254117
gene-T4t002	0.0002601789063102395	0.06339623241086942	0.6620088117357416	0.9078909747848334	1.0	0.6415159926887058	phage	gene-T4t002	early	late	7172.618004672203
gene-b2545	1.0	0.8937892143837536	0.633693206401297	0.4653706053192597	0.17832957470974237	0.30429755894289495	host	yphC	None	None	0.6270519769740438
gene-b2013	1.0	0.4683676099137532	0.10834857905712798	0.04689129388928679	0.017620535937202846	0.09077623033432898	host	tsuA	None	None	73.07201496000363
gene-b3380	0.6185222752619662	1.0	0.8416817291948958	0.6870916402720578	0.3697190896809709	0.2678702652521147	host	yhfW	None	None	0.6504288917726965
gene-b0730	1.0	0.6250296992602414	0.2224868531428847	0.13839624077527263	0.08126106284832507	0.1011876229044499	host	mngR	None	None	4.042665571114259
gene-b1073	1.0	0.8426564899639588	0.36700863613309465	0.18923083283977796	0.12527092341085286	0.14987243930608363	host	flgB	None	None	1.7170368469341466
gene-b4671	0.6276813552180776	1.0	0.6736371464515165	0.6027291625958029	0.45177109547214706	0.5978134868151882	host	ykgR	None	None	0.32308327913194446
gene-T4p240	0.00015476462186128276	1.0	0.9782794441143304	0.22748648840094998	0.14841484965788676	0.14480739993853572	phage	frd.1	early	early	2321.705017660592
gene-b2256	0.6989618160108659	1.0	0.3376398012885091	0.2958747783154726	0.13603117708715093	0.12537780769373985	host	arnD	None	None	1.2362703851785488
gene-b2233	0.7383760563812907	0.7403365909396753	0.41512562302096373	1.0	0.12783618796588686	0.1654935980517394	host	yfaL	None	None	2.1409416123189775
gene-b2172	1.0	0.8717100474641981	0.478845630373171	0.30268299708046126	0.20883857753653262	0.32283152579043684	host	yeiQ	None	None	0.6594749165546105
gene-b3797	1.0	0.5105632298219548	0.18056926622320588	0.07470149719615782	0.03994577978819959	0.0813355284037729	host	hisR	None	None	2512.680718748699
