Geneid	0_R1	0_R2	10_R1	10_R2	30_R1	30_R2	50_R1	50_R2	70_R1	70_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-HB27c_C0220	157	243	92	116	198	132	86	89	66	55	host	gene-HB27c_C0220	None	None	14.740453054516294
gene-HB27c_C1499	82	101	31	37	90	63	35	30	47	23	host	gene-HB27c_C1499	None	None	34.43628986680846
gene-HB27c_C0291	27	29	7	12	29	17	8	6	9	2	host	gene-HB27c_C0291	None	None	11.251682976266885
gene-HB27c_C1379	152	247	54	88	120	83	125	91	363	193	host	gene-HB27c_C1379	None	None	18.036960379826816
gene-HB27c_C0914	182	257	92	63	132	124	83	62	68	49	host	gene-HB27c_C0914	None	None	11.336139957792447
gene-HB27c_C1831	348	445	168	187	449	317	184	128	149	83	host	gene-HB27c_C1831	None	None	24.909794274889563
gene-HB27c_C1939	160	275	131	122	193	124	126	118	160	98	host	gene-HB27c_C1939	None	None	7.254028423405736
gene-HB27c_C0984	95	138	33	40	137	78	69	47	56	38	host	gene-HB27c_C0984	None	None	4.898337581668959
gene-HB27c_C0223	38	64	25	39	60	22	26	22	26	24	host	gene-HB27c_C0223	None	None	5.749404571244815
gene-HB27c_C1113	119	209	103	107	155	129	95	75	113	65	host	gene-HB27c_C1113	None	None	25.599604234374798
gene-HB27c_P0101	17	38	21	18	27	29	20	6	19	12	host	gene-HB27c_P0101	None	None	3.8055361176712976
gene-HB27c_C0950	117	181	76	73	156	99	70	48	64	31	host	gene-HB27c_C0950	None	None	5.322842782030434
gene-HB27c_C0469	72	149	42	53	127	85	63	67	66	39	host	gene-HB27c_C0469	None	None	7.409922178454833
gene-HB27c_C0831	44	71	22	37	59	46	21	26	33	20	host	gene-HB27c_C0831	None	None	7.0418993341875264
gene-HB27c_C1052	90	127	79	65	143	66	55	43	54	37	host	gene-HB27c_C1052	None	None	10.11572595760701
gene-HB27c_C0889	15	23	9	10	26	13	9	5	14	6	host	gene-HB27c_C0889	None	None	8.086059809277756
gene-HB27c_C1611	66	74	26	30	67	37	28	19	30	16	host	gene-HB27c_C1611	None	None	8.563248963593674
gene-HB27c_C0593	41	75	28	28	68	36	19	17	19	7	host	gene-HB27c_C0593	None	None	21.385014450837453
gene-HB27c_C0922	24	43	22	25	38	29	14	18	23	10	host	gene-HB27c_C0922	None	None	6.550126651625816
gene-HB27c_C1233	258	404	108	147	385	237	172	118	167	100	host	gene-HB27c_C1233	None	None	23.64604982808561
gene-HB27c_P0185	5	11	3	1	3	1	0	0	3	4	host	gene-HB27c_P0185	None	None	1.2604283964013405
gene-HB27c_C0549	53	84	34	69	63	53	35	33	31	23	host	gene-HB27c_C0549	None	None	7.350331437117659
gene-HB27c_C0774	59	112	50	50	80	61	49	37	51	33	host	gene-HB27c_C0774	None	None	5.236458385604764
gene-HB27c_C1441	6	8	5	1	5	5	4	1	1	2	host	gene-HB27c_C1441	None	None	1.7178204542613744
gene-HB27c_C0186	76	144	31	42	83	51	52	33	53	31	host	gene-HB27c_C0186	None	None	7.443925820399354
gene-HB27c_C1193	278	347	122	144	372	206	173	71	150	76	host	gene-HB27c_C1193	None	None	14.34932998932738
gene-HB27c_C0476	69	93	28	37	85	63	37	32	31	22	host	gene-HB27c_C0476	None	None	8.642482459393065
gene-HB27c_C1461	408	580	135	167	502	287	221	174	311	198	host	gene-HB27c_C1461	None	None	31.106292688830617
gene-HB27c_C0205	55	89	29	42	70	47	36	21	27	20	host	gene-HB27c_C0205	None	None	19.252594460970112
gene-HB27c_C0891	54	94	26	18	35	28	26	21	26	18	host	gene-HB27c_C0891	None	None	12.202665302738106
gene-HB27c_C1164	63	87	17	31	65	43	42	22	56	45	host	gene-HB27c_C1164	None	None	8.995728917517035
gene-HB27c_C1587	62	78	10	5	60	41	30	30	34	14	host	gene-HB27c_C1587	None	None	18.622827563252546
gene-HB27c_C1485	184	318	123	96	257	150	125	125	136	98	host	gene-HB27c_C1485	None	None	36.685290154659306
gene-HB27c_C1165	394	584	166	298	473	279	320	219	402	291	host	gene-HB27c_C1165	None	None	11.306122335841861
gene-HB27c_C1967	20	25	13	4	17	8	11	8	20	10	host	gene-HB27c_C1967	None	None	3.3768793270907684
gene-HB27c_P0056	23	24	3	1	12	10	2	3	11	6	host	gene-HB27c_P0056	None	None	22.905231595662695
gene-HB27c_C1633	109	195	63	105	167	112	83	53	88	37	host	gene-HB27c_C1633	None	None	7.398377100786034
gene-HB27c_C0202	771	1125	837	1280	1169	954	1002	716	802	481	host	gene-HB27c_C0202	None	None	101.74849900554035
gene-HB27c_C0876	73	134	43	40	93	83	77	39	130	90	host	gene-HB27c_C0876	None	None	2.5569314015915716
gene-HB27c_C1218	101	161	90	63	114	91	60	50	50	18	host	gene-HB27c_C1218	None	None	18.340965703523857
gene-HB27c_C0747	78	127	35	28	84	55	28	40	35	23	host	gene-HB27c_C0747	None	None	10.308109475342103
gene-HB27c_C1679	1267	1737	1027	1459	1806	1444	1682	1155	1500	936	host	gene-HB27c_C1679	None	None	25.743747598254725
gene-HB27c_C1350	302	439	107	134	468	273	243	150	380	303	host	gene-HB27c_C1350	None	None	39.74771189713313
gene-HB27c_C1854	60	102	45	36	81	67	35	29	49	22	host	gene-HB27c_C1854	None	None	6.951284903048868
gene-HB27c_C0272	78	117	50	42	86	46	40	34	26	17	host	gene-HB27c_C0272	None	None	5.088386110137609
gene-HB27c_C1073	158	257	90	90	160	130	92	71	78	47	host	gene-HB27c_C1073	None	None	8.724891134439233
gene-phiKo_07	0	1	26	33	96	75	4149	2958	24894	17080	phage	gene-phiKo_07	middle	late	11590.90680161445
gene-HB27c_C0382	226	293	122	113	224	149	139	78	95	60	host	gene-HB27c_C0382	None	None	12.718643282089143
gene-HB27c_C0502	77	67	39	49	50	45	27	19	14	18	host	gene-HB27c_C0502	None	None	13.685494734458887
gene-HB27c_C1898	42	61	26	27	48	24	18	17	21	21	host	gene-HB27c_C1898	None	None	9.226717658984697
gene-HB27c_C0426	1	8	5	2	7	7	7	1	11	3	host	gene-HB27c_C0426	None	None	1.4244574902786082
gene-HB27c_C0869	22	41	26	22	21	24	20	9	12	13	host	gene-HB27c_C0869	None	None	3.2243166234905165
gene-HB27c_C0357	0	3	0	2	1	0	0	0	5	0	host	gene-HB27c_C0357	None	None	0.6882526872716594
gene-HB27c_C1293	173	266	122	134	230	193	149	94	105	95	host	gene-HB27c_C1293	None	None	13.226363882999554
gene-HB27c_C0099	39	50	16	25	75	44	24	13	17	10	host	gene-HB27c_C0099	None	None	6.558429547450047
gene-HB27c_C1722	8	14	17	5	19	13	7	10	5	2	host	gene-HB27c_C1722	None	None	2.65831489138766
gene-HB27c_C1909	56	76	29	25	56	42	22	16	20	17	host	gene-HB27c_C1909	None	None	5.840489753091358
gene-HB27c_C1070	80	116	30	36	108	55	50	36	48	19	host	gene-HB27c_C1070	None	None	9.607256350808372
gene-HB27c_C0956	40	71	28	20	42	26	26	15	17	11	host	gene-HB27c_C0956	None	None	14.452911995165724
gene-HB27c_C1071	38	57	14	22	48	26	23	16	15	13	host	gene-HB27c_C1071	None	None	10.525387073177944
gene-HB27c_C1199	132	194	75	64	149	81	68	54	88	53	host	gene-HB27c_C1199	None	None	7.652833687785973
gene-HB27c_C1460	121	163	45	50	177	81	64	44	79	57	host	gene-HB27c_C1460	None	None	24.0539590449082
gene-HB27c_C1561	3	3	1	2	3	6	1	1	3	4	host	gene-HB27c_C1561	None	None	2.8664906358082387
gene-HB27c_C1024	275	444	150	209	412	261	235	184	596	349	host	gene-HB27c_C1024	None	None	4.714438679142527
gene-HB27c_P0122	4	3	6	7	7	7	4	6	3	0	host	gene-HB27c_P0122	None	None	0.97769574513568
gene-HB27c_C0314	40	57	27	26	42	38	29	18	40	21	host	gene-HB27c_C0314	None	None	4.392609673920847
gene-HB27c_C0662	140	203	75	91	157	110	77	53	75	46	host	gabD	None	None	9.403763423478452
gene-HB27c_C1348	285	403	131	159	429	296	222	162	341	247	host	gene-HB27c_C1348	None	None	31.216332064969325
gene-HB27c_C1716	82	116	51	36	53	42	33	41	27	20	host	gene-HB27c_C1716	None	None	22.015718476841403
gene-HB27c_P0234	8	11	4	1	4	8	6	3	4	2	host	gene-HB27c_P0234	None	None	1.348752837924398
gene-HB27c_C0335	3	12	8	5	7	12	3	5	4	2	host	gene-HB27c_C0335	None	None	2.1376966200957086
gene-HB27c_C1838	26	60	23	39	58	41	24	20	30	11	host	gene-HB27c_C1838	None	None	12.355664572834709
gene-HB27c_C1511	135	199	62	80	173	136	89	56	59	33	host	gene-HB27c_C1511	None	None	14.882645549632997
gene-HB27c_C1204	199	263	132	143	228	168	151	122	104	80	host	gene-HB27c_C1204	None	None	20.658531933856988
gene-HB27c_C1789	1525	1900	1392	913	1324	1284	594	928	602	400	host	gene-HB27c_C1789	None	None	1768.584534817689
gene-HB27c_C1775	62	98	33	30	96	61	39	30	24	16	host	recF	None	None	8.129600750282046
gene-HB27c_C1971	227	325	103	128	305	193	197	80	118	74	host	gene-HB27c_C1971	None	None	13.726039267111299
gene-HB27c_C1830	48	93	37	26	70	40	37	41	31	16	host	gene-HB27c_C1830	None	None	15.077448131859592
gene-HB27c_C0429	102	154	67	70	109	87	65	52	74	37	host	gene-HB27c_C0429	None	None	6.36536038915177
gene-HB27c_C0556	68	85	25	37	49	55	36	39	24	24	host	gene-HB27c_C0556	None	None	5.25272868975203
gene-HB27c_C1340	316	494	108	169	485	269	239	143	291	199	host	gene-HB27c_C1340	None	None	77.16198055251255
gene-HB27c_C1991	50	78	37	43	70	55	54	44	33	27	host	gene-HB27c_C1991	None	None	22.031776144420533
gene-HB27c_C0919	19	30	6	14	22	14	10	5	11	5	host	gene-HB27c_C0919	None	None	1.8869920616917644
gene-HB27c_C0247	312	389	220	226	273	269	187	131	143	94	host	gene-HB27c_C0247	None	None	27.932489552734047
gene-HB27c_C0991	36	67	25	30	35	32	17	26	30	16	host	gene-HB27c_C0991	None	None	3.7469279216102507
gene-HB27c_C1863	39	51	27	29	48	43	23	24	23	37	host	gene-HB27c_C1863	None	None	4.31936298640202
gene-HB27c_C1563	69	138	51	33	59	55	36	32	35	20	host	gene-HB27c_C1563	None	None	8.215142761900635
gene-HB27c_P0009	84	138	51	53	191	89	94	36	60	28	host	gene-HB27c_P0009	None	None	19.853602025410293
gene-HB27c_C1496	64	83	27	30	77	26	30	20	47	26	host	gene-HB27c_C1496	None	None	4.43297966000843
gene-HB27c_C1507	192	272	78	107	262	188	171	100	209	135	host	gene-HB27c_C1507	None	None	11.140579037845544
gene-HB27c_C0413	365	494	220	267	448	327	225	184	187	108	host	gene-HB27c_C0413	None	None	17.22040865634935
gene-HB27c_C1986	22	41	11	10	27	18	15	6	18	10	host	gene-HB27c_C1986	None	None	3.3213793268208276
gene-HB27c_C0657	120	206	71	84	158	123	82	70	113	79	host	gene-HB27c_C0657	None	None	2.8890072691016306
gene-HB27c_C0995	48	86	33	29	37	31	21	17	14	23	host	gene-HB27c_C0995	None	None	5.44654899836952
gene-HB27c_P0008	115	200	89	88	239	133	124	63	99	34	host	gene-HB27c_P0008	None	None	13.296712404127833
gene-HB27c_P0127	14	24	11	13	21	18	21	8	4	6	host	narT	None	None	1.3555374790154555
gene-HB27c_C0106	248	327	86	122	244	158	117	86	140	80	host	gene-HB27c_C0106	None	None	25.928376910347335
gene-HB27c_P0107	17	21	15	10	23	19	9	9	18	13	host	gene-HB27c_P0107	None	None	3.079829098353873
gene-HB27c_C1619	170	219	96	103	191	121	104	82	126	68	host	gene-HB27c_C1619	None	None	10.368130057520863
gene-HB27c_C0721	128	165	76	108	160	113	100	56	73	57	host	gene-HB27c_C0721	None	None	17.344123793883025
gene-HB27c_C0087	123	159	52	50	162	66	74	58	61	41	host	gene-HB27c_C0087	None	None	10.207642640450192
gene-HB27c_C0393	181	262	66	81	211	125	106	83	135	100	host	gene-HB27c_C0393	None	None	12.224122228077217
gene-HB27c_C0489	2	6	0	1	4	4	1	0	2	2	host	gene-HB27c_C0489	None	None	3.6226798222707237
gene-HB27c_C0374	234	388	152	184	383	289	177	133	197	156	host	gene-HB27c_C0374	None	None	20.425256319569527
gene-HB27c_P0111	24	38	17	14	48	27	30	31	44	17	host	gene-HB27c_P0111	None	None	5.507624853636609
gene-HB27c_P0237	7	11	0	2	3	5	6	1	3	3	host	gene-HB27c_P0237	None	None	3.4956075664074246
gene-HB27c_P0022	35	40	14	20	32	27	26	8	15	8	host	gene-HB27c_P0022	None	None	3.570000782061379
gene-HB27c_C1442	0	0	5	1	3	2	2	0	2	3	host	gene-HB27c_C1442	None	None	1.6751976577584133
gene-HB27c_C0311	40	52	6	26	50	34	23	26	26	32	host	gene-HB27c_C0311	None	None	6.141774253611709
gene-HB27c_C1736	91	134	37	59	106	94	59	51	63	44	host	gene-HB27c_C1736	None	None	7.324191336327831
gene-HB27c_C1813	194	321	128	156	356	180	191	92	219	80	host	gene-HB27c_C1813	None	None	13.622436500597287
gene-HB27c_C0017	93	145	69	86	132	106	89	57	50	26	host	gene-HB27c_C0017	None	None	10.526033643896614
gene-HB27c_C1906	91	107	45	66	81	71	50	34	49	38	host	gene-HB27c_C1906	None	None	14.148397015072664
gene-HB27c_C0049	138	201	94	101	168	124	77	75	83	53	host	gene-HB27c_C0049	None	None	11.288400295916588
gene-HB27c_C1992	29	29	11	8	23	16	8	16	8	17	host	gene-HB27c_C1992	None	None	11.126627405296778
gene-HB27c_C1063	56	73	21	14	34	27	19	11	28	15	host	gene-HB27c_C1063	None	None	5.397937386390507
gene-HB27c_C1240	38	49	24	29	36	34	22	10	12	8	host	gene-HB27c_C1240	None	None	6.897603554717264
gene-HB27c_P0155	17	19	7	4	4	2	5	1	2	1	host	gene-HB27c_P0155	None	None	7.477994340187781
gene-HB27c_C0635	55	80	33	24	54	45	16	27	57	53	host	gene-HB27c_C0635	None	None	7.1090218313195335
gene-HB27c_C1637	72	103	36	43	74	46	36	45	37	13	host	gene-HB27c_C1637	None	None	7.742202216492357
gene-HB27c_C0607	52	78	20	25	42	27	30	23	20	12	host	gene-HB27c_C0607	None	None	4.315551487403164
gene-HB27c_C1721	112	156	143	101	188	127	68	97	35	50	host	gene-HB27c_C1721	None	None	175.48781506320222
gene-HB27c_C1141	3	10	5	5	8	12	1	4	2	2	host	gene-HB27c_C1141	None	None	9.590501276527428
gene-HB27c_C1554	307	438	188	253	371	263	231	175	196	107	host	gene-HB27c_C1554	None	None	19.017102728785765
gene-HB27c_C1538	14	28	14	9	24	13	14	10	12	5	host	gene-HB27c_C1538	None	None	1.0749415423740087
gene-HB27c_C1110	689	937	463	492	973	751	536	515	593	426	host	gene-HB27c_C1110	None	None	11.00408318352961
gene-HB27c_C1528	384	536	194	303	584	386	315	263	428	286	host	gene-HB27c_C1528	None	None	22.859049053888892
gene-HB27c_P0180	9	14	3	4	9	7	4	2	2	3	host	gene-HB27c_P0180	None	None	3.7298818322006335
gene-HB27c_C0325	31	45	11	18	23	18	16	12	13	4	host	gene-HB27c_C0325	None	None	1.512447228384209
gene-HB27c_C1298	176	251	104	128	218	157	120	104	140	87	host	gene-HB27c_C1298	None	None	14.082230092516136
gene-phiKo_08	1	2	23	24	70	62	3202	2456	17940	12489	phage	gene-phiKo_08	middle	late	12561.181633809667
gene-HB27c_P0017	73	126	39	33	141	89	75	37	33	16	host	gene-HB27c_P0017	None	None	17.845474211453134
gene-HB27c_C1785	575	773	548	9696	715	573	5550	411	363	7747	host	gene-HB27c_C1785	None	None	10525.709366696845
gene-HB27c_C1956	62	103	32	35	84	41	33	18	22	13	host	gene-HB27c_C1956	None	None	8.457300910553078
gene-HB27c_C1824	235	359	165	173	253	213	150	144	232	145	host	gene-HB27c_C1824	None	None	16.676058623916564
gene-HB27c_C0860	58	108	54	48	66	52	50	34	36	26	host	gene-HB27c_C0860	None	None	9.280274916483204
gene-HB27c_C1321	26	41	20	14	29	14	14	24	21	8	host	gene-HB27c_C1321	None	None	6.501809196693052
gene-HB27c_C1380	134	180	48	46	78	57	57	50	144	106	host	gene-HB27c_C1380	None	None	17.6122361587696
gene-HB27c_C2015	16	17	3	5	19	16	7	4	4	2	host	gene-HB27c_C2015	None	None	7.570926382039618
gene-HB27c_C1109	89	165	39	43	93	60	55	39	49	28	host	gene-HB27c_C1109	None	None	13.224907322267255
gene-HB27c_C0058	34	30	11	12	36	20	20	20	17	15	host	gene-HB27c_C0058	None	None	6.804477610575244
gene-HB27c_C0512	56	89	26	58	69	46	47	30	37	31	host	gene-HB27c_C0512	None	None	6.775123694318412
gene-phiKo_10	2	4	13	18	79	64	3573	3011	20533	14313	phage	gene-phiKo_10	middle	late	32073.626419262833
gene-HB27c_C0465	290	500	281	230	323	282	181	187	212	142	host	gene-HB27c_C0465	None	None	18.879626127669216
gene-HB27c_C1763	152	239	77	98	214	108	130	71	213	123	host	gene-HB27c_C1763	None	None	5.562596990088187
gene-HB27c_C1880	62	121	24	26	56	39	32	22	51	34	host	gene-HB27c_C1880	None	None	17.77191428714562
gene-HB27c_C1600	220	302	162	192	305	190	203	184	247	184	host	gene-HB27c_C1600	None	None	9.00093059923224
gene-HB27c_C0660	96	186	54	66	114	105	92	73	106	54	host	gene-HB27c_C0660	None	None	11.423724620666771
gene-HB27c_C0536	19	27	9	6	25	27	10	12	7	8	host	gene-HB27c_C0536	None	None	33.610175951403804
gene-HB27c_C0193	58	124	36	45	62	68	31	45	51	39	host	gene-HB27c_C0193	None	None	13.251831592539425
gene-HB27c_C0266	941	1398	452	457	1287	872	678	577	968	620	host	gene-HB27c_C0266	None	None	46.91195046335248
gene-phiKo_19	2	3	9	7	167	137	5375	4469	14467	9552	phage	gene-phiKo_19	middle	late	11095.001065475051
gene-HB27c_C2033	27	49	21	16	28	25	13	19	12	12	host	gene-HB27c_C2033	None	None	5.10265048387981
gene-HB27c_P0119	3	9	2	0	4	2	2	0	2	1	host	gene-HB27c_P0119	None	None	2.8901689583162775
gene-HB27c_C0396	78	106	90	63	106	60	60	31	35	28	host	gene-HB27c_C0396	None	None	7.798510713717784
gene-HB27c_C0449	58	72	27	20	54	33	28	22	29	14	host	gene-HB27c_C0449	None	None	5.705565266732238
gene-HB27c_C1195	111	136	48	51	105	54	37	44	65	24	host	gene-HB27c_C1195	None	None	11.633204459358433
gene-HB27c_C0317	67	89	34	43	77	61	31	30	36	33	host	gene-HB27c_C0317	None	None	8.866842731133959
gene-HB27c_P0259	6	7	2	3	6	2	2	0	7	4	host	gene-HB27c_P0259	None	None	3.2033224634219604
gene-HB27c_C1566	512	686	374	186	339	306	167	220	133	117	host	yfdE	None	None	55.64560069153735
gene-HB27c_P0224	15	32	9	5	21	17	6	13	3	6	host	gene-HB27c_P0224	None	None	2.69148188141017
gene-HB27c_C2053	81	96	28	28	106	59	54	43	77	41	host	gene-HB27c_C2053	None	None	7.23387941829287
gene-HB27c_C1876	31	61	14	22	51	31	15	10	25	13	host	gene-HB27c_C1876	None	None	8.348305285897434
gene-HB27c_P0065	31	55	19	18	31	30	18	16	18	10	host	gene-HB27c_P0065	None	None	3.2700676409998124
gene-HB27c_C1853	33	38	21	12	21	22	21	8	10	12	host	gene-HB27c_C1853	None	None	4.0265473530988345
gene-HB27c_C0248	82	134	56	45	65	59	48	49	36	28	host	gene-HB27c_C0248	None	None	9.688572872619561
gene-HB27c_C0141	33	50	16	19	60	29	13	13	22	13	host	gene-HB27c_C0141	None	None	3.748268144485629
gene-HB27c_P0253	17	23	14	12	11	11	5	12	15	8	host	gene-HB27c_P0253	None	None	3.0173150684687755
gene-HB27c_C0410	130	149	55	65	103	78	72	50	75	45	host	gene-HB27c_C0410	None	None	5.126206020987789
gene-HB27c_C1398	7	9	10	5	12	9	5	5	7	7	host	gene-HB27c_C1398	None	None	2.438948972386596
gene-HB27c_C1295	174	201	65	89	103	86	74	71	103	74	host	gene-HB27c_C1295	None	None	29.88498453315559
gene-HB27c_C1488	72	130	25	34	88	56	40	35	67	45	host	gene-HB27c_C1488	None	None	6.320759036638428
gene-HB27c_C0997	16	10	2	1	6	9	3	1	5	3	host	gene-HB27c_C0997	None	None	6.735500135628279
gene-HB27c_C0015	38	57	34	29	57	29	20	21	31	14	host	gene-HB27c_C0015	None	None	7.180698378111232
gene-HB27c_C1440	13	10	2	6	5	2	3	2	3	1	host	gene-HB27c_C1440	None	None	2.280713046027967
gene-HB27c_C0259	106	150	51	58	123	94	69	42	47	38	host	gene-HB27c_C0259	None	None	13.440094005188213
gene-HB27c_C0455	56	81	40	48	76	56	36	23	35	13	host	gene-HB27c_C0455	None	None	7.671854720441839
gene-HB27c_P0063	40	51	25	37	43	32	19	20	8	6	host	gene-HB27c_P0063	None	None	6.973744748105495
gene-HB27c_C1779	33	72	18	22	55	46	37	19	22	27	host	gene-HB27c_C1779	None	None	4.451920542750316
gene-HB27c_C0157	62	106	44	32	85	59	47	49	37	32	host	gene-HB27c_C0157	None	None	14.976204392634296
gene-HB27c_C0331	33	49	14	10	25	25	19	16	40	23	host	gene-HB27c_C0331	None	None	3.5328872146366037
gene-HB27c_C1391	132	211	108	140	190	149	101	100	129	68	host	gene-HB27c_C1391	None	None	10.487699973840247
gene-HB27c_C1805	168	249	71	75	223	122	108	85	101	30	host	gene-HB27c_C1805	None	None	30.707149200937106
gene-HB27c_C1198	200	329	131	218	297	226	164	121	164	109	host	glyA	None	None	12.519152123505762
gene-HB27c_C1259	59	97	50	59	93	65	36	38	36	16	host	gene-HB27c_C1259	None	None	16.741375964386172
gene-HB27c_C0371	139	167	55	69	163	99	88	83	131	108	host	gene-HB27c_C0371	None	None	15.022770202596973
gene-HB27c_P0097	14	32	7	7	20	9	21	8	18	15	host	gene-HB27c_P0097	None	None	3.2323518669829547
gene-HB27c_C1224	47	74	30	27	59	44	24	24	39	20	host	gene-HB27c_C1224	None	None	8.256382317042126
gene-HB27c_P0190	111	223	130	143	202	152	96	123	104	76	host	gene-HB27c_P0190	None	None	7.093102109407245
gene-HB27c_C1514	170	219	93	104	217	117	106	69	98	71	host	gene-HB27c_C1514	None	None	12.857539164720228
gene-HB27c_C0994	166	269	106	108	240	186	143	109	127	89	host	gene-HB27c_C0994	None	None	4.8326715059795164
gene-HB27c_C1452	278	372	251	315	329	278	200	190	200	124	host	gene-HB27c_C1452	None	None	36.97269490393855
gene-HB27c_C0065	28	41	14	27	44	21	10	12	19	10	host	gene-HB27c_C0065	None	None	15.17540841554471
gene-HB27c_C1264	16	21	18	15	32	19	24	16	12	8	host	gene-HB27c_C1264	None	None	3.42502573653834
gene-HB27c_C0913	26	38	19	17	36	24	11	18	6	9	host	gene-HB27c_C0913	None	None	7.4786447921494155
gene-HB27c_C0339	6	8	1	4	6	3	0	3	2	1	host	gene-HB27c_C0339	None	None	1.0726898960557907
gene-HB27c_C0656	12	18	13	8	7	10	4	6	3	5	host	gene-HB27c_C0656	None	None	3.652062511487492
gene-HB27c_C0336	9	15	6	4	9	7	8	2	4	4	host	gene-HB27c_C0336	None	None	1.832510416048981
gene-HB27c_P0273	0	0	2	0	3	1	3	0	1	1	host	gene-HB27c_P0273	None	None	2.5408548940251907
gene-HB27c_C0475	423	616	114	159	271	182	207	182	459	340	host	gene-HB27c_C0475	None	None	73.62685132171612
gene-HB27c_C0579	82	134	38	37	86	51	55	53	61	54	host	gene-HB27c_C0579	None	None	15.592988821023894
gene-HB27c_C1152	136	196	87	89	126	88	83	68	62	47	host	gene-HB27c_C1152	None	None	25.58460056879202
gene-HB27c_C0213	282	431	149	137	272	184	131	108	109	57	host	gene-HB27c_C0213	None	None	4.455985125707109
gene-HB27c_C0321	36	50	14	19	41	23	14	3	23	11	host	gene-HB27c_C0321	None	None	5.313782642833363
gene-HB27c_C1067	77	110	89	84	82	78	62	37	36	39	host	gene-HB27c_C1067	None	None	20.277607391896748
gene-HB27c_C1098	59	113	39	27	74	46	33	30	34	18	host	gene-HB27c_C1098	None	None	8.984336464739894
gene-HB27c_C1940	196	291	161	177	279	191	145	127	136	80	host	gene-HB27c_C1940	None	None	4.722970879098035
gene-HB27c_P0144	7	20	6	8	18	9	12	6	7	1	host	gene-HB27c_P0144	None	None	2.917445747660839
gene-HB27c_C0548	33	54	23	14	40	26	26	16	34	13	host	gene-HB27c_C0548	None	None	10.065305174765005
gene-HB27c_C1387	118	158	89	60	88	66	43	30	38	30	host	gene-HB27c_C1387	None	None	19.415628192233825
gene-HB27c_C1615	276	387	160	173	356	270	233	167	253	162	host	gene-HB27c_C1615	None	None	18.80034527416055
gene-HB27c_C0638	19	29	14	15	19	18	11	10	12	8	host	gene-HB27c_C0638	None	None	1.535312986581918
gene-HB27c_C1473	32	37	30	18	30	37	24	26	13	14	host	gene-HB27c_C1473	None	None	2.0089730860596835
gene-HB27c_C1650	127	175	63	72	166	91	102	63	87	56	host	gene-HB27c_C1650	None	None	12.899429397841361
